type,prompt,action1,tag,treatment,location,casualty_name,casualty_age,casualty_sex,casualty_rank,injury_type,injury_severity,injury_location,mission,denial,risktol,timeurg
3,15,0,5,3,3,2,25,1,2,3,1,2,2,3,2,2
3,15,1,5,2,4,2,25,1,2,3,1,2,6,3,3,8
3,15,1,5,2,4,2,25,1,2,3,1,2,6,3,6,8
3,15,1,5,2,4,2,25,1,2,3,1,2,7,3,7,8
3,15,0,5,3,3,2,25,1,2,3,1,2,8,7,8,8
3,15,1,5,2,4,2,25,1,2,3,1,2,6,3,2,2
3,15,1,5,2,4,2,25,1,2,3,1,2,6,7,3,3
3,15,1,5,2,4,2,25,1,2,3,1,2,4,2,2,2
3,15,0,5,3,3,2,25,1,2,3,1,2,0,2,7,2
3,16,1,5,2,4,3,36,1,2,3,1,1,8,2,2,7
3,16,1,5,2,4,3,36,1,2,3,1,1,2,2,3,2
3,16,1,5,2,4,3,36,1,2,3,1,1,7,2,6,8
3,16,0,5,3,3,3,36,1,2,3,1,1,2,2,3,2
3,16,1,5,2,4,3,36,1,2,3,1,1,7,3,3,3
3,16,1,5,2,4,3,36,1,2,3,1,1,4,3,3,4
3,16,1,5,2,4,3,36,1,2,3,1,1,4,3,2,2
3,16,0,5,3,3,3,36,1,2,3,1,1,7,3,3,4
3,16,1,5,2,4,3,36,1,2,3,1,1,8,7,8,8
3,16,1,5,2,4,3,36,1,2,3,1,1,7,3,3,8
3,16,1,5,2,4,3,36,1,2,3,1,1,6,3,7,7
3,16,0,5,3,3,3,36,1,2,3,1,1,8,3,3,4
3,16,1,5,2,4,3,36,1,2,3,1,1,8,3,2,2
3,16,1,5,2,4,3,36,1,2,3,1,1,7,3,3,3
3,16,1,5,2,4,3,36,1,2,3,1,1,0,2,2,2
3,16,0,5,3,3,3,36,1,2,3,1,1,4,2,2,2
3,17,1,5,2,4,4,40,1,1,3,1,4,6,2,7,3
3,17,1,5,2,4,4,40,1,1,3,1,4,2,2,8,2
3,17,1,5,2,4,4,40,1,1,3,1,4,2,2,8,2
3,17,0,5,0,6,4,40,1,1,3,1,4,7,2,2,8
3,17,1,5,2,4,4,40,1,1,3,1,4,3,3,6,6
3,17,1,5,2,4,4,40,1,1,3,1,4,3,3,6,6
3,17,1,5,2,4,4,40,1,1,3,1,4,2,3,7,8
3,17,0,5,0,6,4,40,1,1,3,1,4,4,3,6,4
3,17,1,5,2,4,4,40,1,1,3,1,4,4,3,6,8
3,17,1,5,2,4,4,40,1,1,3,1,4,3,3,2,8
3,17,1,5,2,4,4,40,1,1,3,1,4,2,2,6,6
3,17,0,5,0,6,4,40,1,1,3,1,4,8,7,8,7
3,17,1,5,2,4,4,40,1,1,3,1,4,6,3,2,2
3,17,1,5,2,4,4,40,1,1,3,1,4,6,3,3,3
3,17,1,5,2,4,4,40,1,1,3,1,4,4,2,2,2
3,17,0,5,0,6,4,40,1,1,3,1,4,4,2,6,2
3,18,1,5,2,4,5,26,1,2,0,3,3,2,2,7,6
3,18,1,5,2,4,5,26,1,2,0,3,3,2,2,7,2
3,18,0,5,0,5,5,26,1,2,0,3,3,2,2,7,2
3,18,0,5,4,5,5,26,1,2,0,3,3,2,2,7,8
3,18,1,5,2,4,5,26,1,2,0,3,3,2,3,7,4
3,18,1,5,2,4,5,26,1,2,0,3,3,2,3,7,4
3,18,0,5,0,5,5,26,1,2,0,3,3,2,3,7,2
3,18,0,5,4,5,5,26,1,2,0,3,3,2,3,6,3
3,18,1,5,2,4,5,26,1,2,0,3,3,8,2,6,8
3,18,1,5,2,4,5,26,1,2,0,3,3,2,2,2,7
3,18,0,5,0,5,5,26,1,2,0,3,3,2,2,3,7
3,18,0,5,4,5,5,26,1,2,0,3,3,2,2,8,7
3,18,1,5,2,4,5,26,1,2,0,3,3,6,3,2,2
3,18,1,5,2,4,5,26,1,2,0,3,3,6,0,3,3
3,18,0,5,0,5,5,26,1,2,0,3,3,4,2,2,2
3,18,0,5,4,5,5,26,1,2,0,3,3,4,2,6,2
3,9,1,5,2,4,1,22,1,2,2,2,2,6,8,4,8
3,9,1,5,2,4,1,22,1,2,2,2,2,6,2,7,2
3,9,1,5,2,4,1,22,1,2,2,2,2,2,2,8,2
3,9,0,5,3,5,1,22,1,2,2,2,2,2,2,7,2
3,9,1,5,2,4,1,22,1,2,2,2,2,8,7,2,8
3,9,1,5,2,4,1,22,1,2,2,2,2,3,7,6,7
3,9,1,5,2,4,1,22,1,2,2,2,2,3,8,7,3
3,9,0,5,3,5,1,22,1,2,2,2,2,3,8,8,2
3,9,1,5,2,4,1,22,1,2,2,2,2,8,3,2,2
3,9,1,5,2,4,1,22,1,2,2,2,2,7,2,8,8
3,9,1,5,2,4,1,22,1,2,2,2,2,3,2,3,4
3,9,0,5,3,5,1,22,1,2,2,2,2,2,2,2,3
3,9,1,5,2,4,1,22,1,2,2,2,2,8,8,2,8
3,9,1,5,2,4,1,22,1,2,2,2,2,7,7,3,4
3,9,1,5,2,4,1,22,1,2,2,2,2,2,2,4,3
3,9,0,5,3,5,1,22,1,2,2,2,2,2,2,2,2
3,10,1,5,2,4,2,25,1,2,3,1,2,2,8,8,7
3,10,1,5,2,4,2,25,1,2,3,1,2,6,2,3,2
3,10,1,5,2,4,2,25,1,2,3,1,2,6,3,7,3
3,10,0,5,3,3,2,25,1,2,3,1,2,6,2,3,3
3,10,1,5,2,4,2,25,1,2,3,1,2,7,8,2,8
3,10,1,5,2,4,2,25,1,2,3,1,2,7,6,3,7
3,10,1,5,2,4,2,25,1,2,3,1,2,3,3,4,6
3,10,0,5,3,3,2,25,1,2,3,1,2,3,2,7,3
3,10,1,5,2,4,2,25,1,2,3,1,2,3,3,2,2
3,10,1,5,2,4,2,25,1,2,3,1,2,7,3,2,6
3,10,1,5,2,4,2,25,1,2,3,1,2,6,3,8,8
3,10,0,5,3,3,2,25,1,2,3,1,2,8,3,2,3
3,10,1,5,2,4,2,25,1,2,3,1,2,3,4,4,4
3,10,1,5,2,4,2,25,1,2,3,1,2,6,4,4,4
3,10,1,5,2,4,2,25,1,2,3,1,2,6,4,4,4
3,10,0,5,3,3,2,25,1,2,3,1,2,0,3,3,2
3,11,1,5,2,4,3,36,1,2,3,1,1,2,8,8,8
3,11,1,5,2,4,3,36,1,2,3,1,1,8,2,2,2
3,11,1,5,2,4,3,36,1,2,3,1,1,7,3,2,3
3,11,0,5,3,2,3,36,1,2,3,1,1,7,2,4,3
3,11,1,5,2,4,3,36,1,2,3,1,1,2,7,8,8
3,11,1,5,2,4,3,36,1,2,3,1,1,3,6,6,7
3,11,1,5,2,4,3,36,1,2,3,1,1,2,3,3,3
3,11,0,5,3,2,3,36,1,2,3,1,1,7,7,7,7
3,11,1,5,2,4,3,36,1,2,3,1,1,2,3,2,2
3,11,1,5,2,4,3,36,1,2,3,1,1,7,3,7,6
3,11,1,5,2,4,3,36,1,2,3,1,1,7,3,7,6
3,11,0,5,3,2,3,36,1,2,3,1,1,8,3,8,8
3,11,1,5,2,4,3,36,1,2,3,1,1,2,8,7,8
3,11,1,5,2,4,3,36,1,2,3,1,1,6,3,0,4
3,11,1,5,2,4,3,36,1,2,3,1,1,0,2,2,2
3,11,0,5,3,2,3,36,1,2,3,1,1,8,2,2,4
3,12,1,5,2,4,4,40,1,1,3,1,4,2,8,8,8
3,12,1,5,2,4,4,40,1,1,3,1,4,2,2,8,2
3,12,1,5,2,4,4,40,1,1,3,1,4,2,2,8,2
3,12,0,5,3,6,4,40,1,1,3,1,4,7,2,2,8
3,12,1,5,2,4,4,40,1,1,3,1,4,8,8,2,8
3,12,1,5,2,4,4,40,1,1,3,1,4,7,7,3,7
3,12,1,5,2,4,4,40,1,1,3,1,4,4,7,2,3
3,12,0,5,3,6,4,40,1,1,3,1,4,6,7,7,8
3,12,1,5,2,4,4,40,1,1,3,1,4,2,2,2,2
3,12,1,5,2,4,4,40,1,1,3,1,4,3,3,7,2
3,12,1,5,2,4,4,40,1,1,3,1,4,2,3,6,2
3,12,0,5,3,6,4,40,1,1,3,1,4,3,2,8,8
3,12,1,5,2,4,4,40,1,1,3,1,4,7,8,8,8
3,12,1,5,2,4,4,40,1,1,3,1,4,6,3,6,3
3,12,1,5,2,4,4,40,1,1,3,1,4,0,2,4,3
3,12,0,5,3,6,4,40,1,1,3,1,4,4,2,4,4
3,13,1,5,2,4,5,26,1,2,0,3,3,7,8,3,8
3,13,1,5,2,4,5,26,1,2,0,3,3,2,2,2,2
3,13,1,5,2,4,5,26,1,2,0,3,3,2,2,2,3
3,13,0,5,4,5,5,26,1,2,0,3,3,2,2,2,8
3,13,1,5,2,4,5,26,1,2,0,3,3,8,2,2,8
3,13,1,5,2,4,5,26,1,2,0,3,3,7,6,3,6
3,13,1,5,2,4,5,26,1,2,0,3,3,3,7,2,2
3,13,0,5,4,5,5,26,1,2,0,3,3,7,7,3,4
3,13,1,5,2,4,5,26,1,2,0,3,3,2,2,2,2
3,13,1,5,2,4,5,26,1,2,0,3,3,2,2,2,4
3,13,1,5,2,4,5,26,1,2,0,3,3,2,2,6,6
3,13,0,5,4,5,5,26,1,2,0,3,3,2,2,8,8
3,13,1,5,2,4,5,26,1,2,0,3,3,7,8,8,8
3,13,1,5,2,4,5,26,1,2,0,3,3,4,3,6,3
3,13,1,5,2,4,5,26,1,2,0,3,3,0,2,4,2
3,13,0,5,4,5,5,26,1,2,0,3,3,4,2,4,4
1,8,1,5,2,4,2,25,1,2,3,1,2,8,2,8,3
1,8,1,5,2,4,3,36,1,2,3,1,1,8,8,3,3
1,8,1,5,2,4,4,40,1,1,3,1,4,2,8,2,8
1,8,1,5,2,4,5,26,1,2,0,3,3,2,2,8,2
1,8,1,5,2,4,2,25,1,2,3,1,2,3,7,7,2
1,8,1,5,2,4,3,36,1,2,3,1,1,7,2,3,7
1,8,1,5,2,4,4,40,1,1,3,1,4,2,2,7,3
1,8,1,5,2,4,5,26,1,2,0,3,3,2,2,7,2
1,8,1,5,2,4,2,25,1,2,3,1,2,8,3,3,2
1,8,1,5,2,4,3,36,1,2,3,1,1,2,3,3,6
1,8,1,5,2,4,4,40,1,1,3,1,4,8,8,8,7
1,8,1,5,2,4,5,26,1,2,0,3,3,2,3,2,7
1,8,1,5,2,4,2,25,1,2,3,1,2,4,2,7,6
1,8,1,5,2,4,3,36,1,2,3,1,1,8,2,3,7
1,8,1,5,2,4,4,40,1,1,3,1,4,4,2,2,4
1,8,1,5,2,4,5,26,1,2,0,3,3,4,2,3,2
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,7,1,3
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,10,6,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,4,7,8,2
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,3,10,5,5
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,10,0,2
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,10,2,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,10,4,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,8,10,6,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,5,10,6,2
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,7,4,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,8,8,5
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,5,10,6,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,3,5,8,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,4,7,5,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,5,10,6,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,7,10,6,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,7,10,2,2
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,10,8,5
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,2,10,8,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,2,0,2,0,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,10,10,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,5,5,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,10,10,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,8,6,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,10,6,5
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,10,8,5
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,7,10,1,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,3,8,5,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,4,10,9,2
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,1,7,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,7,10,5,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,1,8,6,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,10,10,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,1,7,1,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,8,9,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,4,0,9,5
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,3,8,5,3
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,8,8,5,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,7,7,2,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,8,10,1,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,5,10,4,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,3,7,6,3
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,7,10,9,2
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,5,7,5,2
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,5,10,6,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,4,10,1,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,7,10,9,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,4,10,9,4
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,5,7,8,5
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,5,10,6,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,10,5,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,4,5,6,2
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,4,5,5,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,5,10,0,6
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,10,6,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,5,8,1,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,2,8,2,4
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,3,10,8,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,0,0,0,0
0,5,0,0,5,1,0,-999,0,0,1,0,0,6,10,9,0
