index,unvisited_count,injured_count,others_tagged_or_uninjured,aid_available,environment_type,questioning,assessing,treating,tagging,leaving,All Predictors.moral_desert(0.6)-maximization(0.2).time,All Predictors.moral_desert(0.6)-maximization(0.2).resources,All Predictors.moral_desert(0.6)-maximization(0.2).risk_reward_ratio,All Predictors.moral_desert(0.6)-maximization(0.2).system,Take-The-Best Priority,Exhaustive Priority,Tallying Priority,Satisfactory Priority,One-Bounce Priority,SEVERITY,SUPPLIES_REMAINING,AVERAGE_TIME_USED,DAMAGE_PER_SECOND,MEDSIM_P_DEATH,MEDSIM_P_DEATH_ONE_MIN_LATER,SEVERITY_CHANGE,SUPPLIES_USED,SEVEREST_SEVERITY,SEVEREST_SEVERITY_CHANGE,NONDETERMINISM.outcome_0.PROBABILITY,NONDETERMINISM.outcome_0.SEVERITY,NONDETERMINISM.outcome_0.AVERAGE_TIME_USED,NONDETERMINISM.outcome_0.JUSTIFICATION.severity,NONDETERMINISM.outcome_0.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_0.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_0.MORBIDITY.HIGHEST_P_DEATH,WEIGHTED_RESOURCE_SCORE,SMOL_MEDICAL_SOUNDNESS,INFORMATION_GAINED,action,moraldesert,SMOL_MEDICAL_SOUNDNESS.stdev,MEDSIM_P_DEATH.stdev,MEDSIM_P_DEATH_ONE_MIN_LATER.stdev,HRA Strategy.time-system.satisfactory,pInternalBleeding.stdev,HRA Strategy.resources-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.one-bounce,HRA Strategy.time-system.one-bounce,pDeath.stdev,HRA Strategy.time-resources.tallying,entropyDeath.stdev,HRA Strategy.risk_reward_ratio-system.tallying,HRA Strategy.resources-system.tallying,pExternalBleeding.stdev,hint.MoralDesert,HRA Strategy.time-risk_reward_ratio-system.satisfactory,conscious,pBrainInjury.stdev,mental_status,HRA Strategy.time-resources.one-bounce,HRA Strategy.resources-system.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.satisfactory,HRA Strategy.time-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-system.exhaustive,HRA Strategy.time-resources-system.one-bounce,pExternalBleeding,HRA Strategy.time-resources-risk_reward_ratio.exhaustive,HRA Strategy.time-system.tallying,pDeath,HRA Strategy.time-resources-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio.exhaustive,HRA Strategy.time-resources-risk_reward_ratio-system.take-the-best,HRA Strategy.resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.take-the-best,HRA Strategy.time-resources-risk_reward_ratio.tallying,HRA Strategy.time-risk_reward_ratio-system.take-the-best,HRA Strategy.risk_reward_ratio-system.one-bounce,pAirwayBlocked.stdev,HRA Strategy.time-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources.take-the-best,HRA Strategy.time-resources-risk_reward_ratio-system.exhaustive,ACTION_TARGET_SEVERITY,HRA Strategy.resources-risk_reward_ratio.take-the-best,HRA Strategy.time-risk_reward_ratio.satisfactory,HRA Strategy.risk_reward_ratio-system.exhaustive,relationship,HRA Strategy.time-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-risk_reward_ratio.satisfactory,tagged,HRA Strategy.time-resources-system.satisfactory,HRA Strategy.risk_reward_ratio-system.satisfactory,rank,HRA Strategy.time-resources.satisfactory,entropy,intent,HRA Strategy.resources-risk_reward_ratio.satisfactory,pPain,pAirwayBlocked,pInternalBleeding,HRA Strategy.time-resources-risk_reward_ratio-system.satisfactory,breathing,treatment,HRA Strategy.resources-system.satisfactory,entropyDeath,HRA Strategy.resources-risk_reward_ratio-system.take-the-best,HRA Strategy.time-risk_reward_ratio.one-bounce,HRA Strategy.time-resources.exhaustive,directness_of_causality,HRA Strategy.resources-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources-risk_reward_ratio.take-the-best,HRA Strategy.time-resources-system.tallying,entropy.stdev,HRA Strategy.risk_reward_ratio-system.take-the-best,HRA Strategy.time-system.exhaustive,pPain.stdev,HRA Strategy.time-risk_reward_ratio.take-the-best,HRA Strategy.time-system.take-the-best,pBrainInjury,HRA Strategy.resources-risk_reward_ratio.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.tallying,avpu,hint,ACTION_TARGET_SEVERITY_CHANGE,visited,age,HRA Strategy.resources-risk_reward_ratio-system.one-bounce,hrpmin,HRA Strategy.time-resources-system.take-the-best,category,NONDETERMINISM.outcome_2.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_2.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.AVERAGE_TIME_USED,NONDETERMINISM.outcome_4.SEVERITY,NONDETERMINISM.outcome_2.JUSTIFICATION.severity,NONDETERMINISM.outcome_4.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.PROBABILITY,NONDETERMINISM.outcome_4.JUSTIFICATION.severity,NONDETERMINISM.outcome_2.PROBABILITY,NONDETERMINISM.outcome_2.SEVERITY,NONDETERMINISM.outcome_4.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_4.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.PROBABILITY,NONDETERMINISM.outcome_6.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_6.SEVERITY,NONDETERMINISM.outcome_6.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_6.JUSTIFICATION.severity,NONDETERMINISM.outcome_6.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.severity,NONDETERMINISM.outcome_8.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_8.PROBABILITY,NONDETERMINISM.outcome_8.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.SEVERITY,NONDETERMINISM.outcome_8.AVERAGE_TIME_USED,
317.0,1.0,1.0,1.0,False,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,3090.0,12.0,30.0,103.0,0.18999999999999995,1.0,103.0,-0.0,1575.0,52.5,1.0,3090.0,30.0,Damage Per Second 103.0,probability burn death: 0.0 % probability bleed out: 20.0 % probability asphixia: 0.0 % probability death: 19.999999999999996 %,0.18999999999999995,0.09999999999999998,5.0,82.0,0.0,{'name': 'TAG_CHARACTER' 'params': {'casualty': 'Patient B' 'category': 'MINIMAL'}},0.5,0.0,0.0,0.0,1.0,1.951259939525307e-17,1.0,1.0,1.0,1.0,4.014791669557533e-17,1.0,2.9614842005023345e-17,1.0,1.0,0.0,-1.0,1.0,True,2.053304210179292e-17,SHOCK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9083907292415907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.4580425380556873e-20,1.0,1.0,1.0,1575.0,1.0,1.0,1.0,neutral,1.0,1.0,1.0,False,1.0,1.0,None,1.0,4.677795356994262,None,1.0,0.9205578552864687,0.00037654463215238077,0.09880538624354532,1.0,FAST,None,1.0,0.4418186648158793,1.0,1.0,1.0,None,1.0,1.0,1.0,3.454569378635353e-16,1.0,1.0,5.479484830237797e-17,1.0,1.0,0.1238336136039063,1.0,1.0,PAIN,None,52.5,True,None,1.0,FAST,1.0,MINIMAL,-0.9999,None,-0.99999999,-140.0,-20557.5,None,-0.9999,-0.6701492537313433,None,-0.9090909090909092,-20570.0,-0.99999999,None,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
318.0,0.0,1.0,1.0,False,desert,False,True,False,False,False,seconds,few,low,equal,False,False,False,True,True,4635.0,12.0,45.0,103.0,0.875,1.0,103.0,-0.0,2362.5,52.5,1.0,4635.0,45.0,Damage Per Second 103.0,probability burn death: 0.0 % probability bleed out: 100.0 % probability asphixia: 0.0 % probability death: 100.0 %,0.875,0.75,5.0,38.0,2.0,{'name': 'CHECK_ALL_VITALS' 'params': {'casualty': 'Patient A'}},0.5,0.0,0.0,0.0,1.0,3.746717146038985e-17,0.0,0.0,1.0,0.0,3.510833468576701e-17,0.0,8.275113844157577e-17,1.0,1.0,4.681111291435601e-17,-1.0,1.0,None,3.758122704069111e-17,UNRESPONSIVE,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9423982429944374,0.0,1.0,0.9230691859105778,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.2850404966761178e-17,0.0,0.0,0.0,2272.5,0.0,0.0,1.0,neutral,0.0,0.0,0.0,False,1.0,1.0,None,0.0,15.887178841356345,None,0.0,0.9648855357303467,0.15405741138905238,0.41198122856892394,1.0,None,None,1.0,0.3912713004723297,1.0,0.0,0.0,None,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20004001359673673,0.0,1.0,None,None,50.5,False,None,1.0,None,0.0,None,-0.9999,None,-0.99999999,-140.0,-20557.5,None,-0.9999,-0.6701492537313433,None,-0.9090909090909092,-20570.0,-0.99999999,None,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
319.0,0.0,1.0,1.0,False,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,True,True,3090.0,12.0,30.0,103.0,0.18999999999999995,1.0,103.0,-0.0,1575.0,52.5,1.0,3090.0,30.0,Damage Per Second 103.0,probability burn death: 0.0 % probability bleed out: 20.0 % probability asphixia: 0.0 % probability death: 19.999999999999996 %,0.18999999999999995,0.09999999999999998,5.0,82.0,0.0,{'name': 'TAG_CHARACTER' 'params': {'casualty': 'Patient A' 'category': 'MINIMAL'}},0.5,0.0,0.0,0.0,1.0,1.807540479277946e-17,1.0,1.0,1.0,1.0,0.0,1.0,5.745950043620392e-17,1.0,1.0,0.0,-1.0,1.0,True,2.278844559994293e-17,SHOCK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9083907292415907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.96632564344281e-20,1.0,1.0,1.0,1515.0,1.0,1.0,1.0,neutral,1.0,1.0,1.0,False,1.0,1.0,None,1.0,4.677795356994262,None,1.0,0.9205578552864688,0.0003765446321523807,0.09880538624354533,1.0,FAST,None,1.0,0.44181866481587934,1.0,1.0,1.0,None,1.0,1.0,1.0,4.111467165712985e-16,1.0,1.0,5.93439168722175e-17,1.0,1.0,0.12383361360390628,1.0,1.0,PAIN,None,50.5,True,None,1.0,FAST,1.0,MINIMAL,-0.9999,None,-0.99999999,-140.0,-20557.5,None,-0.9999,-0.6701492537313433,None,-0.9090909090909092,-20570.0,-0.99999999,None,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
320.0,0.0,1.0,1.0,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,7565.625,11.0,90.0,77.75,0.9999146017613636,1.0,84.0625,1.0,4725.0,52.5,0.9545454545454546,5861.25,90.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 100.0 % probability asphixia: 0.0 % probability death: 100.0 %,0.99991,0.9999,1.0,39.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient A' 'treatment': 'Tourniquet' 'location': 'left calf'}},0.5,0.0,2.6214493773575177e-06,0.0,0.0,2.3457742823987842e-17,0.0,0.0,0.0,0.0,0.0,0.0,3.925231146709438e-17,0.0,0.0,0.0,0.5,0.0,True,1.7297600223817668e-17,SHOCK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9083907292415907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.438724006900439e-20,0.0,0.0,0.0,2840.625,0.0,0.0,0.0,neutral,0.0,0.0,0.0,True,0.0,0.0,None,0.0,4.677795356994262,None,0.0,0.9205578552864688,0.00037654463215238077,0.09880538624354532,0.0,FAST,Tourniquet,0.0,0.4418186648158793,0.0,0.0,0.0,None,0.0,0.0,0.0,5.692068545052605e-16,0.0,0.0,5.93439168722175e-17,0.0,0.0,0.1238336136039063,0.0,0.0,PAIN,{'MoralDesert': 0.5},31.5625,True,None,0.0,FAST,0.0,None,0.9999,None,0.99999999,90.0,-20557.5,Damage Per Second 103.0,-0.9999,-0.6701492537313433,None,0.045454545454545456,9270.0,-0.99999999,probability burn death: 0.0 % probability bleed out: 100.0 % probability asphixia: 0.0 % probability death: 100.0 %,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
321.0,1.0,1.0,1.0,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,18708.333333333332,11.0,183.33333333333334,101.66666666666667,0.9999999900000001,1.0,102.04545454545453,1.0,9450.0,51.54545454545454,0.3076923076923077,20300.0,200.0,Damage Per Second 101.0,probability burn death: 0.0 % probability bleed out: 100.0 % probability asphixia: 0.0 % probability death: 100.0 %,0.99999999,0.9999,3.0,32.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient B' 'treatment': 'Hemostatic gauze' 'location': 'right face'}},0.5,0.0,5.021172554038838e-17,0.0,0.0,2.1607686311362423e-17,0.0,1.0,0.0,1.0,7.231314961041786e-17,0.0,9.602665842187898e-17,0.0,0.0,4.3215372622724845e-17,0.5,0.0,None,3.4420033750208346e-17,None,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9423982429944374,0.0,0.0,0.9230691859105778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.992130245668448e-17,0.0,0.0,0.0,9450.0,0.0,0.0,0.0,neutral,0.0,1.0,0.0,False,0.0,0.0,None,0.0,15.887178841356345,None,0.0,0.9648855357303467,0.1540574113890524,0.41198122856892394,0.0,None,Hemostatic gauze,0.0,0.3912713004723297,0.0,1.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20004001359673673,0.0,0.0,None,{'MoralDesert': 0.5},51.54545454545454,False,None,0.0,None,0.0,None,0.9999,probability burn death: 0.0 % probability bleed out: 100.0 % probability asphixia: 0.0 % probability death: 100.0 %,0.99999999,150.0,20600.0,Damage Per Second 101.0,0.9999,0.07692307692307693,Damage Per Second 103.0,0.6153846153846154,15225.0,0.99999999,probability burn death: 0.0 % probability bleed out: 100.0 % probability asphixia: 0.0 % probability death: 100.0 %,200.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
322.0,1.0,1.0,1.0,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,7565.625,11.0,90.0,77.75,0.9999160990664961,1.0,84.0625,1.0,4725.0,52.5,0.9444444444444444,5861.25,90.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 100.0 % probability asphixia: 0.0 % probability death: 100.0 %,0.99991,0.9999,1.0,39.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient A' 'treatment': 'Tourniquet' 'location': 'left calf'}},0.5,0.0,2.3611759646029824e-06,0.0,0.0,3.384167365868073e-17,0.0,0.0,0.0,0.0,5.134751402545493e-17,0.0,7.278634632028629e-17,0.0,0.0,1.904016779158511e-17,0.5,0.0,None,3.5630528615244854e-17,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9423982429944374,0.0,0.0,0.9230691859105778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5133196325127096e-17,0.0,0.0,0.0,2840.625,0.0,0.0,0.0,neutral,0.0,0.0,0.0,False,0.0,0.0,None,0.0,15.887178841356345,None,0.0,0.9648855357303467,0.1540574113890524,0.41198122856892394,0.0,None,Tourniquet,0.0,0.3912713004723297,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20004001359673673,0.0,0.0,None,{'MoralDesert': 0.5},31.5625,False,None,0.0,None,0.0,None,0.9999,None,0.99999999,90.0,-20557.5,Damage Per Second 103.0,-0.9999,-0.6701492537313433,None,0.05555555555555555,9270.0,-0.99999999,probability burn death: 0.0 % probability bleed out: 100.0 % probability asphixia: 0.0 % probability death: 100.0 %,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
323.0,1.0,1.0,1.0,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,2060.0,11.0,20.0,103.0,0.18999999999999995,1.0,103.0,1.0,1050.0,52.5,1.0,2060.0,20.0,Damage Per Second 103.0,probability burn death: 0.0 % probability bleed out: 20.0 % probability asphixia: 0.0 % probability death: 19.999999999999996 %,0.18999999999999995,0.09999999999999998,4.0,82.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient B' 'location': 'unspecified' 'treatment': 'Pain Medications'}},0.5,0.0,0.0,0.0,0.0,3.753300130707775e-17,0.0,0.0,0.0,0.0,4.972844455827057e-17,0.0,8.351047606511584e-17,0.0,0.0,2.0261862210704004e-17,0.5,0.0,None,2.999287071577758e-17,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9423982429944374,0.0,0.0,0.9230691859105778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2874465135056666e-17,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,neutral,0.0,0.0,0.0,False,0.0,0.0,None,0.0,15.887178841356345,None,0.0,0.9648855357303467,0.1540574113890524,0.41198122856892394,0.0,None,Pain Medications,0.0,0.3912713004723297,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20004001359673673,0.0,0.0,None,{'MoralDesert': 0.5},52.5,False,None,0.0,None,0.0,None,-0.9999,None,-0.99999999,-140.0,-20557.5,None,-0.9999,-0.6701492537313433,None,-0.9090909090909092,-20570.0,-0.99999999,None,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
324.0,1.0,1.0,1.0,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,2060.0,11.0,20.0,103.0,0.18999999999999995,1.0,103.0,1.0,1050.0,52.5,1.0,2060.0,20.0,Damage Per Second 103.0,probability burn death: 0.0 % probability bleed out: 20.0 % probability asphixia: 0.0 % probability death: 19.999999999999996 %,0.18999999999999995,0.09999999999999998,4.0,82.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient A' 'location': 'unspecified' 'treatment': 'Pain Medications'}},0.5,0.0,0.0,0.0,0.0,3.636732944054978e-17,0.0,0.0,0.0,0.0,4.5162262025148724e-17,0.0,9.01610828750682e-17,0.0,0.0,2.8739621288731006e-17,0.5,0.0,None,3.163367467061251e-17,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9423982429944374,0.0,0.0,0.9230691859105778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.481913833939974e-17,0.0,0.0,0.0,1010.0,0.0,0.0,0.0,neutral,0.0,0.0,0.0,False,0.0,0.0,None,0.0,15.887178841356345,None,0.0,0.9648855357303467,0.1540574113890524,0.41198122856892394,0.0,None,Pain Medications,0.0,0.3912713004723297,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20004001359673673,0.0,0.0,None,{'MoralDesert': 0.5},50.5,False,None,0.0,None,0.0,None,-0.9999,None,-0.99999999,-140.0,-20557.5,None,-0.9999,-0.6701492537313433,None,-0.9090909090909092,-20570.0,-0.99999999,None,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
325.0,1.0,1.0,1.0,False,desert,False,True,False,False,False,seconds,few,low,equal,False,False,False,True,True,4635.0,12.0,45.0,103.0,0.875,1.0,103.0,-0.0,2362.5,52.5,1.0,4635.0,45.0,Damage Per Second 103.0,probability burn death: 0.0 % probability bleed out: 100.0 % probability asphixia: 0.0 % probability death: 100.0 %,0.875,0.75,5.0,38.0,2.0,{'name': 'CHECK_ALL_VITALS' 'params': {'casualty': 'Patient A'}},0.5,0.0,0.0,0.0,0.0,3.009098609887381e-17,0.0,0.0,1.0,0.0,4.176938081132087e-17,0.0,9.503993830075582e-17,0.0,1.0,3.268548854669324e-17,-1.0,0.0,None,3.4876593970475557e-17,None,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9423982429944374,0.0,0.0,0.9230691859105778,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.3872274174229594e-17,0.0,0.0,0.0,2272.5,0.0,0.0,0.0,neutral,0.0,0.0,0.0,False,1.0,0.0,None,0.0,15.887178841356345,None,0.0,0.9648855357303467,0.1540574113890524,0.41198122856892394,1.0,None,None,1.0,0.3912713004723297,1.0,0.0,0.0,None,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20004001359673673,0.0,1.0,None,None,50.5,False,None,1.0,None,0.0,None,-0.9999,None,-0.99999999,-140.0,-20557.5,None,-0.9999,-0.6701492537313433,None,-0.9090909090909092,-20570.0,-0.99999999,None,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
326.0,1.0,1.0,1.0,False,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,True,True,3090.0,12.0,30.0,103.0,0.18999999999999995,1.0,103.0,-0.0,1575.0,52.5,1.0,3090.0,30.0,Damage Per Second 103.0,probability burn death: 0.0 % probability bleed out: 20.0 % probability asphixia: 0.0 % probability death: 19.999999999999996 %,0.18999999999999995,0.09999999999999998,5.0,82.0,0.0,{'name': 'TAG_CHARACTER' 'params': {'casualty': 'Patient A' 'category': 'IMMEDIATE'}},0.5,0.0,0.0,0.0,1.0,2.031591503566669e-17,1.0,1.0,1.0,1.0,2.997077723770986e-17,1.0,5.207088128159852e-17,1.0,1.0,0.0,-1.0,1.0,True,1.735612849773239e-17,SHOCK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9083907292415907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.049828859550926e-20,1.0,1.0,1.0,1515.0,1.0,1.0,1.0,neutral,1.0,1.0,1.0,False,1.0,1.0,None,1.0,4.677795356994262,None,1.0,0.9205578552864687,0.00037654463215238077,0.09880538624354532,1.0,FAST,None,1.0,0.4418186648158793,1.0,1.0,1.0,None,1.0,1.0,1.0,3.2464499372792553e-16,1.0,1.0,5.302058047506267e-17,1.0,1.0,0.1238336136039063,1.0,1.0,PAIN,None,50.5,True,None,1.0,FAST,1.0,IMMEDIATE,-0.9999,None,-0.99999999,-140.0,-20557.5,None,-0.9999,-0.6701492537313433,None,-0.9090909090909092,-20570.0,-0.99999999,None,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
327.0,0.0,1.0,1.0,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,16991.666666666668,11.0,166.66666666666666,101.66666666666667,0.9999999900000001,1.0,101.95000000000002,1.0,8575.0,51.45,0.5588235294117647,15225.0,150.0,Damage Per Second 101.0,probability burn death: 0.0 % probability bleed out: 100.0 % probability asphixia: 0.0 % probability death: 100.0 %,0.99999999,0.9999,3.0,32.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient B' 'treatment': 'Hemostatic gauze' 'location': 'right face'}},0.5,0.0,4.965068306494546e-17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.4368705231798434e-16,0.0,0.0,4.965068306494546e-17,0.5,0.0,None,1.2412670766236365e-17,None,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9423982429944374,0.0,0.0,0.9230691859105778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.482534153247273e-17,0.0,0.0,0.0,8575.0,0.0,0.0,0.0,neutral,0.0,1.0,0.0,False,0.0,0.0,None,0.0,15.887178841356345,None,0.0,0.9648855357303467,0.15405741138905238,0.41198122856892394,0.0,None,Hemostatic gauze,0.0,0.3912713004723298,0.0,1.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20004001359673673,0.0,0.0,None,{'MoralDesert': 0.5},51.45,False,None,0.0,None,0.0,None,0.9999,probability burn death: 0.0 % probability bleed out: 100.0 % probability asphixia: 0.0 % probability death: 100.0 %,0.99999999,200.0,15450.0,Damage Per Second 101.0,0.9999,0.029411764705882353,Damage Per Second 103.0,0.4117647058823529,20300.0,0.99999999,probability burn death: 0.0 % probability bleed out: 100.0 % probability asphixia: 0.0 % probability death: 100.0 %,150.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
328.0,1.0,1.0,1.0,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,5861.25,11.0,90.0,52.5,0.99991,1.0,65.125,1.0,4545.0,50.5,1.0,5861.25,90.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 100.0 % probability asphixia: 0.0 % probability death: 100.0 %,0.99991,0.9999,1.0,48.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient B' 'treatment': 'Tourniquet' 'location': 'left thigh'}},0.5,0.0,0.0,0.0,0.0,3.713612972119493e-17,0.0,0.0,0.0,0.0,5.1252728255733206e-17,0.0,9.059358618025717e-17,0.0,0.0,3.3337010900462455e-17,0.5,0.0,None,3.1028285290145996e-17,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9423982429944374,0.0,0.0,0.9230691859105778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5478090766865086e-17,0.0,0.0,0.0,1316.25,0.0,0.0,0.0,neutral,0.0,0.0,0.0,False,0.0,0.0,None,0.0,15.887178841356345,None,0.0,0.9648855357303467,0.1540574113890524,0.41198122856892394,0.0,None,Tourniquet,0.0,0.3912713004723297,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20004001359673673,0.0,0.0,None,{'MoralDesert': 0.5},14.625,False,None,0.0,None,0.0,None,-0.9999,None,-0.99999999,-140.0,-20557.5,None,-0.9999,-0.6701492537313433,None,-0.9090909090909092,-20570.0,-0.99999999,None,-140.0,-0.6687782805429864,-140.0,-0.99999999,-20570.0,None,None,-0.9999,None,-0.9375,None,-0.13541666666666666,-0.75,-5030.0,10.0,
