probe_id,probe,network_status,expense_type,children_under_4,children_under_12,children_under_18,children_under_26,employment_type,distance_dm_home_to_employer_hq,travel_location_known,owns_rents,no_of_medical_visits_previous_year,percent_family_members_with_chronic_condition,percent_family_members_that_play_sports,val1,val2,val3,val4,action,kdma,kdma_value
16,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,1,Salaried,4259,1,Rents,1,8,6,600,1600,0,200,1600,RISK,low
17,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,1,Salaried,4138,0,Owns,9,2,1,600,1600,200,0,1600,RISK,low
18,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,1,Bonus,2742,0,Owns,10,10,2,200,600,1600,0,1600,RISK,low
19,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,1,Bonus,4027,1,Rents,3,4,3,0,200,1600,600,1600,RISK,low
20,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,0,Bonus,3643,0,Rents,8,2,25,200,600,0,1600,1600,RISK,low
21,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Salaried,1855,0,Rents,9,10,10,0,200,1600,600,1600,RISK,low
22,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Bonus,4199,0,Owns,7,7,6,1600,0,200,600,1600,RISK,low
23,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Salaried,358,0,Rents,5,5,5,1600,200,600,0,1600,RISK,low
24,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Salaried,2175,0,Owns,8,10,8,0,200,1600,600,1600,RISK,low
25,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Bonus,2804,0,Owns,4,0,4,0,200,1600,600,1600,RISK,low
26,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,1,0,Bonus,2793,1,Owns,9,9,1,600,0,200,1600,1600,RISK,low
27,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Salaried,1366,0,Owns,7,4,5,200,600,1600,0,1600,RISK,low
28,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,1,Salaried,3990,0,Rents,6,1,2,1600,0,600,200,1600,RISK,low
29,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Salaried,1625,0,Owns,8,6,5,0,600,200,1600,1600,RISK,low
30,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,0,Hourly,1178,0,Owns,0,1,13,600,0,1600,200,1600,RISK,low
31,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Hourly,2665,0,Rents,2,3,4,200,1600,600,0,1600,RISK,low
32,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,1,0,Hourly,4144,0,Owns,3,2,0,200,600,0,1600,1600,RISK,low
33,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Hourly,2547,1,Owns,7,5,12,200,600,0,1600,1600,RISK,low
34,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Hourly,152,1,Owns,8,6,13,1600,200,600,0,1600,RISK,low
35,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,2909,1,Rents,3,4,5,1600,600,200,0,1600,RISK,low
36,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,0,Bonus,2404,1,Owns,5,4,8,0,1600,200,600,1600,RISK,low
37,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,1,Bonus,144,1,Owns,4,9,4,600,200,1600,0,1600,RISK,low
38,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Hourly,2250,0,Owns,4,7,9,200,0,600,1600,1600,RISK,low
39,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,0,Hourly,4826,0,Owns,4,5,23,200,0,600,1600,1600,RISK,low
40,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,0,Salaried,792,0,Owns,5,1,9,1600,200,0,600,1600,RISK,low
41,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Hourly,3429,0,Rents,8,8,6,200,600,1600,0,1600,RISK,low
42,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Hourly,1596,1,Owns,5,2,1,1600,200,0,600,1600,RISK,low
43,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,1,0,Salaried,83,1,Owns,2,10,2,0,600,1600,200,1600,RISK,low
44,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,1,Salaried,3601,0,Owns,1,4,3,200,600,0,1600,1600,RISK,low
45,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,1,Bonus,861,0,Owns,8,2,25,1600,600,0,200,1600,RISK,low
46,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,1,Salaried,2240,1,Rents,8,10,10,0,200,600,1600,1600,RISK,low
47,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Hourly,2384,0,Rents,1,7,6,600,0,1600,200,1600,RISK,low
48,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,2363,1,Rents,6,5,5,1600,200,0,600,1600,RISK,low
49,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Salaried,4539,0,Owns,3,10,8,200,0,600,1600,1600,RISK,low
50,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,489,0,Rents,3,0,4,0,200,600,1600,1600,RISK,low
51,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,1,Bonus,4623,1,Owns,2,9,1,0,1600,600,200,1600,RISK,low
52,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Salaried,153,1,Owns,0,4,5,1600,200,0,600,1600,RISK,low
53,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,0,Salaried,3954,0,Owns,1,1,2,0,600,1600,200,1600,RISK,low
54,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Salaried,4742,0,Rents,0,6,5,0,600,200,1600,1600,RISK,low
55,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Hourly,3289,0,Rents,8,1,13,200,1600,0,600,1600,RISK,low
56,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,3409,1,Rents,6,3,4,600,1600,0,200,1600,RISK,low
57,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Bonus,3179,0,Rents,2,2,0,1600,200,600,0,1600,RISK,low
58,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,4271,0,Rents,3,5,12,600,1600,0,200,1600,RISK,low
59,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Hourly,4605,1,Rents,4,6,13,200,0,1600,600,1600,RISK,low
60,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,1,Salaried,3042,1,Rents,1,4,5,1600,600,200,0,1600,RISK,low
61,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,0,Hourly,170,0,Rents,9,4,8,200,0,600,1600,1600,RISK,low
62,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,1,Salaried,2062,0,Rents,2,9,4,0,1600,200,600,1600,RISK,low
63,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,1,Bonus,1962,0,Rents,0,7,9,0,600,1600,200,1600,RISK,low
64,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,1006,0,Owns,5,5,23,200,0,600,1600,1600,RISK,low
65,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,1,Salaried,4555,0,Rents,2,1,9,0,200,600,1600,1600,RISK,low
66,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Bonus,458,0,Rents,4,8,6,600,200,1600,0,1600,RISK,low
67,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Hourly,1593,0,Owns,0,2,1,200,1600,0,600,1600,RISK,low
68,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Hourly,4519,1,Owns,4,10,2,1600,200,0,600,1600,RISK,low
69,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Bonus,2639,0,Rents,0,4,3,0,200,1600,600,1600,RISK,low
70,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Hourly,2563,1,Rents,8,2,25,200,0,1600,600,1600,RISK,low
71,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,1,Bonus,2810,1,Owns,8,10,10,1600,600,0,200,1600,RISK,low
72,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,1,Hourly,2954,1,Owns,10,7,6,0,200,1600,600,1600,RISK,low
73,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Hourly,2299,1,Owns,6,5,5,200,600,1600,0,1600,RISK,low
74,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,1,Hourly,1155,0,Rents,1,10,8,1600,0,600,200,1600,RISK,low
75,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Bonus,1856,1,Rents,7,0,4,600,200,0,1600,1600,RISK,low
76,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,0,Salaried,3352,1,Rents,1,9,1,600,0,1600,200,1600,RISK,low
77,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,0,Hourly,3735,1,Owns,8,4,5,1600,0,200,600,1600,RISK,low
78,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,1,Salaried,1125,1,Rents,1,1,2,1600,200,600,0,1600,RISK,low
79,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Bonus,4695,0,Owns,0,6,5,600,0,200,1600,1600,RISK,low
80,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,1,Salaried,1210,0,Rents,9,1,13,200,0,600,1600,1600,RISK,low
81,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,1,0,Bonus,3149,0,Owns,1,3,4,200,600,0,1600,1600,RISK,low
82,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,0,Bonus,3757,0,Rents,1,2,0,600,1600,200,0,1600,RISK,low
83,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,1,Salaried,4038,1,Rents,5,5,12,600,200,0,1600,1600,RISK,low
84,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,1,Bonus,381,0,Owns,2,6,13,0,200,600,1600,1600,RISK,low
85,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Hourly,2879,1,Rents,9,4,5,200,1600,0,600,1600,RISK,low
86,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Hourly,2246,0,Owns,9,4,8,1600,200,0,600,1600,RISK,low
87,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Hourly,3337,0,Rents,1,9,4,1600,600,200,0,1600,RISK,low
88,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,0,Hourly,874,0,Owns,9,7,9,600,200,1600,0,1600,RISK,low
89,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Hourly,4470,1,Owns,0,5,23,600,1600,0,200,1600,RISK,low
90,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Hourly,3252,1,Owns,4,1,9,200,0,600,1600,1600,RISK,low
91,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Hourly,176,1,Rents,3,8,6,1600,600,200,0,1600,RISK,low
92,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Hourly,3681,1,Owns,1,2,1,1600,600,200,0,1600,RISK,low
93,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,1,Hourly,1019,1,Owns,8,10,2,200,1600,0,600,1600,RISK,low
94,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,0,Bonus,4493,1,Owns,10,4,3,200,1600,600,0,1600,RISK,low
95,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,0,Salaried,1012,1,Owns,8,2,25,600,1600,0,200,1600,RISK,low
96,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,1248,1,Rents,1,10,10,0,1600,200,600,1600,RISK,low
97,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Salaried,1214,0,Owns,1,7,6,600,1600,200,0,1600,RISK,low
98,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,0,Salaried,2852,1,Rents,1,5,5,600,1600,200,0,1600,RISK,low
99,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,1440,1,Owns,4,10,8,600,1600,0,200,1600,RISK,low
100,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Bonus,2951,0,Owns,4,0,4,600,1600,0,200,1600,RISK,low
101,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,1,Salaried,4377,0,Rents,4,9,1,600,200,1600,0,1600,RISK,low
102,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Salaried,1919,0,Owns,4,4,5,200,0,1600,600,1600,RISK,low
103,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Salaried,4671,1,Rents,7,1,2,600,200,1600,0,1600,RISK,low
104,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,0,Bonus,1139,0,Owns,6,6,5,1600,600,200,0,1600,RISK,low
105,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,0,Bonus,3085,0,Rents,3,1,13,600,1600,200,0,1600,RISK,low
106,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,0,Salaried,912,1,Rents,9,3,4,200,0,1600,600,1600,RISK,low
107,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Hourly,3561,1,Owns,5,2,0,0,600,200,1600,1600,RISK,low
108,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,0,Hourly,4350,0,Rents,2,5,12,1600,200,0,600,1600,RISK,low
109,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,1,Salaried,3664,0,Owns,1,6,13,0,600,1600,200,1600,RISK,low
110,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,1972,1,Owns,9,4,5,0,600,1600,200,1600,RISK,low
111,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,1,Salaried,1235,1,Rents,7,4,8,1600,600,0,200,1600,RISK,low
112,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Bonus,2294,1,Owns,4,9,4,200,0,600,1600,1600,RISK,low
113,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Salaried,4592,1,Rents,9,7,9,600,200,1600,0,1600,RISK,low
114,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,1,Hourly,2183,1,Owns,1,5,23,600,200,1600,0,1600,RISK,low
115,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Salaried,1622,1,Rents,2,1,9,600,1600,0,200,1600,RISK,low
116,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,1,Salaried,4259,1,Rents,1,8,6,0,600,200,1600,1600,RISK,low
117,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,1,Salaried,4138,0,Owns,9,2,1,600,1600,0,200,1600,RISK,low
118,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,1,Bonus,2742,0,Owns,10,10,2,0,1600,200,600,1600,RISK,low
119,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,1,Bonus,4027,1,Rents,3,4,3,600,1600,0,200,1600,RISK,low
120,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,0,Bonus,3643,0,Rents,8,2,25,0,600,200,1600,1600,RISK,low
121,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Salaried,1855,0,Rents,9,10,10,0,1600,200,600,1600,RISK,low
122,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Bonus,4199,0,Owns,7,7,6,0,1600,200,600,1600,RISK,low
123,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Salaried,358,0,Rents,5,5,5,1600,0,600,200,1600,RISK,low
124,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Salaried,2175,0,Owns,8,10,8,0,1600,600,200,1600,RISK,low
125,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Bonus,2804,0,Owns,4,0,4,600,1600,200,0,1600,RISK,low
126,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,1,0,Bonus,2793,1,Owns,9,9,1,1600,200,0,600,1600,RISK,low
127,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Salaried,1366,0,Owns,7,4,5,0,200,600,1600,1600,RISK,low
128,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,1,Salaried,3990,0,Rents,6,1,2,200,0,1600,600,1600,RISK,low
129,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Salaried,1625,0,Owns,8,6,5,0,200,600,1600,1600,RISK,low
130,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,0,Hourly,1178,0,Owns,0,1,13,600,0,1600,200,1600,RISK,low
131,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Hourly,2665,0,Rents,2,3,4,1600,0,200,600,1600,RISK,low
132,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,1,0,Hourly,4144,0,Owns,3,2,0,0,600,1600,200,1600,RISK,low
133,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Hourly,2547,1,Owns,7,5,12,600,200,1600,0,1600,RISK,low
134,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Hourly,152,1,Owns,8,6,13,200,0,1600,600,1600,RISK,low
135,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,2909,1,Rents,3,4,5,200,0,600,1600,1600,RISK,low
136,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,0,Bonus,2404,1,Owns,5,4,8,0,600,1600,200,1600,RISK,low
137,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,1,Bonus,144,1,Owns,4,9,4,200,0,1600,600,1600,RISK,low
138,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Hourly,2250,0,Owns,4,7,9,600,200,1600,0,1600,RISK,low
139,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,0,Hourly,4826,0,Owns,4,5,23,200,600,1600,0,1600,RISK,low
140,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,0,Salaried,792,0,Owns,5,1,9,0,600,200,1600,1600,RISK,low
141,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Hourly,3429,0,Rents,8,8,6,600,200,1600,0,1600,RISK,low
142,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Hourly,1596,1,Owns,5,2,1,600,200,1600,0,1600,RISK,low
143,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,1,0,Salaried,83,1,Owns,2,10,2,0,1600,200,600,1600,RISK,low
144,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,1,Salaried,3601,0,Owns,1,4,3,1600,600,0,200,1600,RISK,low
145,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,1,Bonus,861,0,Owns,8,2,25,600,200,1600,0,1600,RISK,low
146,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,1,Salaried,2240,1,Rents,8,10,10,1600,200,0,600,1600,RISK,low
147,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Hourly,2384,0,Rents,1,7,6,1600,200,600,0,1600,RISK,low
148,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,2363,1,Rents,6,5,5,1600,200,0,600,1600,RISK,low
149,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Salaried,4539,0,Owns,3,10,8,0,1600,600,200,1600,RISK,low
150,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,489,0,Rents,3,0,4,200,600,0,1600,1600,RISK,low
151,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,1,Bonus,4623,1,Owns,2,9,1,0,600,200,1600,1600,RISK,low
152,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Salaried,153,1,Owns,0,4,5,200,1600,600,0,1600,RISK,low
153,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,0,Salaried,3954,0,Owns,1,1,2,600,0,200,1600,1600,RISK,low
154,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Salaried,4742,0,Rents,0,6,5,600,1600,200,0,1600,RISK,low
155,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Hourly,3289,0,Rents,8,1,13,200,600,0,1600,1600,RISK,low
156,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,3409,1,Rents,6,3,4,1600,200,600,0,1600,RISK,low
157,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Bonus,3179,0,Rents,2,2,0,600,0,200,1600,1600,RISK,low
158,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,4271,0,Rents,3,5,12,600,200,0,1600,1600,RISK,low
159,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Hourly,4605,1,Rents,4,6,13,0,600,200,1600,1600,RISK,low
160,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,1,Salaried,3042,1,Rents,1,4,5,200,1600,0,600,1600,RISK,low
161,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,0,Hourly,170,0,Rents,9,4,8,200,1600,0,600,1600,RISK,low
162,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,1,Salaried,2062,0,Rents,2,9,4,600,200,1600,0,1600,RISK,low
163,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,1,Bonus,1962,0,Rents,0,7,9,0,200,1600,600,1600,RISK,low
164,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,1006,0,Owns,5,5,23,200,1600,600,0,1600,RISK,low
165,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,1,Salaried,4555,0,Rents,2,1,9,0,1600,200,600,1600,RISK,low
166,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Bonus,458,0,Rents,4,8,6,200,1600,0,600,1600,RISK,low
167,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Hourly,1593,0,Owns,0,2,1,200,1600,0,600,1600,RISK,low
168,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Hourly,4519,1,Owns,4,10,2,1600,600,0,200,1600,RISK,low
169,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Bonus,2639,0,Rents,0,4,3,1600,200,600,0,1600,RISK,low
170,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Hourly,2563,1,Rents,8,2,25,1600,0,600,200,1600,RISK,low
171,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,1,Bonus,2810,1,Owns,8,10,10,200,600,1600,0,1600,RISK,low
172,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,1,Hourly,2954,1,Owns,10,7,6,600,1600,0,200,1600,RISK,low
173,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Hourly,2299,1,Owns,6,5,5,600,0,1600,200,1600,RISK,low
174,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,1,Hourly,1155,0,Rents,1,10,8,0,600,200,1600,1600,RISK,low
175,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,1,0,Bonus,1856,1,Rents,7,0,4,200,1600,0,600,1600,RISK,low
176,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,0,Salaried,3352,1,Rents,1,9,1,0,1600,200,600,1600,RISK,low
177,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,0,Hourly,3735,1,Owns,8,4,5,600,200,1600,0,1600,RISK,low
178,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,1,Salaried,1125,1,Rents,1,1,2,0,200,1600,600,1600,RISK,low
