probe_id,probe,network_status,expense_type,children_under_4,children_under_12,children_under_18,children_under_26,employment_type,distance_dm_home_to_employer_hq,travel_location_known,owns_rents,no_of_medical_visits_previous_year,percent_family_members_with_chronic_condition,percent_family_members_that_play_sports,val1,val2,val3,val4,action,kdma,kdma_value
117,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,1,1,2,Salaried,4138,0,Owns,17,13,27,200,1600,600,0,1600,RISK,low
118,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,0,1,2,Bonus,2742,0,Owns,17,20,28,0,200,600,1600,1600,RISK,low
119,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,2,Bonus,4027,1,Rents,8,14,29,600,1600,200,0,1600,RISK,low
120,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,0,Bonus,3643,0,Rents,16,13,50,200,1600,600,0,1600,RISK,low
121,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,2,0,Salaried,1855,0,Rents,17,20,35,1600,600,200,0,1600,RISK,low
122,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,2,0,1,Bonus,4199,0,Owns,14,17,32,1600,0,600,200,1600,RISK,low
123,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,2,1,0,Salaried,358,0,Rents,12,16,31,1600,600,200,0,1600,RISK,low
124,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,1,1,Salaried,2175,0,Owns,16,20,34,600,0,1600,200,1600,RISK,low
125,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,0,Bonus,2804,0,Owns,11,11,30,200,600,1600,0,1600,RISK,low
126,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,1,2,1,Bonus,2793,1,Owns,17,19,27,200,0,1600,600,1600,RISK,low
127,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,0,2,0,Salaried,1366,0,Owns,14,15,31,200,600,1600,0,1600,RISK,low
128,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,2,Salaried,3990,0,Rents,13,12,28,200,1600,600,0,1600,RISK,low
129,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,1,0,Salaried,1625,0,Owns,16,16,31,600,1600,200,0,1600,RISK,low
130,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,2,0,0,Hourly,1178,0,Owns,5,12,39,600,1600,200,0,1600,RISK,low
131,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,0,Hourly,2665,0,Rents,8,14,30,1600,600,0,200,1600,RISK,low
132,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,2,0,Hourly,4144,0,Owns,9,13,26,0,200,1600,600,1600,RISK,low
133,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,2,0,Hourly,2547,1,Owns,14,16,37,200,0,600,1600,1600,RISK,low
134,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,1,0,Hourly,152,1,Owns,15,16,39,0,200,1600,600,1600,RISK,low
135,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,2909,1,Rents,9,14,30,200,0,1600,600,1600,RISK,low
136,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,2,1,1,Bonus,2404,1,Owns,11,14,34,200,0,600,1600,1600,RISK,low
137,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,0,1,2,Bonus,144,1,Owns,10,19,30,200,1600,0,600,1600,RISK,low
138,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,0,1,0,Hourly,2250,0,Owns,11,17,35,1600,200,0,600,1600,RISK,low
139,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,0,0,0,Hourly,4826,0,Owns,10,15,48,200,1600,600,0,1600,RISK,low
140,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,0,Salaried,792,0,Owns,12,12,35,1600,0,200,600,1600,RISK,low
141,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,2,0,1,Hourly,3429,0,Rents,15,18,32,600,200,1600,0,1600,RISK,low
142,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,2,0,1,Hourly,1596,1,Owns,11,13,27,1600,0,600,200,1600,RISK,low
143,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,2,0,Salaried,83,1,Owns,7,20,28,200,600,1600,0,1600,RISK,low
144,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,2,0,2,Salaried,3601,0,Owns,6,14,29,0,200,600,1600,1600,RISK,low
145,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,1,Bonus,861,0,Owns,15,13,50,600,1600,200,0,1600,RISK,low
146,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,2,2,2,Salaried,2240,1,Rents,15,20,35,600,0,1600,200,1600,RISK,low
147,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,0,Hourly,2384,0,Rents,6,17,32,600,1600,0,200,1600,RISK,low
148,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,2363,1,Rents,12,16,31,0,1600,600,200,1600,RISK,low
149,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,2,0,Salaried,4539,0,Owns,10,20,34,0,200,600,1600,1600,RISK,low
150,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,0,Bonus,489,0,Rents,9,11,30,200,600,1600,0,1600,RISK,low
151,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,2,0,2,Bonus,4623,1,Owns,7,19,27,600,1600,200,0,1600,RISK,low
152,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,0,Salaried,153,1,Owns,5,15,31,1600,600,0,200,1600,RISK,low
153,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,2,2,1,Salaried,3954,0,Owns,6,12,28,600,0,1600,200,1600,RISK,low
154,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Salaried,4742,0,Rents,5,16,31,600,0,1600,200,1600,RISK,low
155,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,1,Hourly,3289,0,Rents,15,12,39,1600,600,200,0,1600,RISK,low
156,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,1,Bonus,3409,1,Rents,13,14,30,0,600,200,1600,1600,RISK,low
157,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,2,1,Bonus,3179,0,Rents,8,13,26,1600,200,0,600,1600,RISK,low
158,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,1,Bonus,4271,0,Rents,9,16,37,1600,200,0,600,1600,RISK,low
159,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Hourly,4605,1,Rents,10,16,39,0,200,600,1600,1600,RISK,low
160,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,2,2,2,Salaried,3042,1,Rents,6,14,30,200,600,0,1600,1600,RISK,low
161,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,2,2,0,Hourly,170,0,Rents,16,14,34,0,1600,600,200,1600,RISK,low
162,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,2,Salaried,2062,0,Rents,7,19,30,600,1600,200,0,1600,RISK,low
163,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,2,2,Bonus,1962,0,Rents,5,17,35,1600,200,0,600,1600,RISK,low
164,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,1006,0,Owns,11,15,48,200,0,1600,600,1600,RISK,low
165,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,2,1,2,Salaried,4555,0,Rents,8,12,35,0,1600,200,600,1600,RISK,low
166,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,1,1,0,Bonus,458,0,Rents,10,18,32,600,0,200,1600,1600,RISK,low
167,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,0,2,1,Hourly,1593,0,Owns,5,13,27,1600,0,200,600,1600,RISK,low
168,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,2,0,1,Hourly,4519,1,Owns,11,20,28,600,1600,200,0,1600,RISK,low
169,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,0,0,Bonus,2639,0,Rents,5,14,29,0,600,1600,200,1600,RISK,low
170,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,2,1,Hourly,2563,1,Rents,15,13,50,0,200,600,1600,1600,RISK,low
171,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1,2,1,Bonus,2810,1,Owns,15,20,35,1600,200,600,0,1600,RISK,low
172,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,1,Hourly,2954,1,Owns,18,17,32,0,200,1600,600,1600,RISK,low
173,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,2,0,Hourly,2299,1,Owns,13,16,31,0,600,1600,200,1600,RISK,low
174,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,2,Hourly,1155,0,Rents,6,20,34,600,1600,0,200,1600,RISK,low
175,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,2,0,Bonus,1856,1,Rents,14,11,30,600,200,0,1600,1600,RISK,low
176,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,1,1,0,Salaried,3352,1,Rents,6,19,27,200,1600,0,600,1600,RISK,low
177,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,0,0,1,Hourly,3735,1,Owns,15,15,31,600,0,200,1600,1600,RISK,low
178,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,1,0,2,Salaried,1125,1,Rents,6,12,28,600,1600,0,200,1600,RISK,low
