Ground Truth, TAD
0, 1600
0, 600
0, 1600
0, 600
0, 200
0, 1600
0, 1600
0, 1600
0, 1600
0, 200
0, 600
0, 1600
0, 200
0, 1600
0, 1600
0, 1600
0, 200
0, 1600
0, 600.0
0, 200
0, 600
0, 600
0, 600
0, 1600
0, 200
0, 1600
0, 1600.0
0, 1600.0
0, 1600
0, 1600
0, 1600
0, 1600
0, 600
0, 1600.0
0, 1600.0
0, 1600
0, 600
0, 1600
0, 1600
0, 200
0, 600
0, 600
0, 1600
0, 200
0, 1600
0, 1600
0, 600
0, 200
0, 1600
0, 600
0, 1600
0, 600
0, 1600
0, 1600
0, 1600
0, 1600
0, 1600
0, 1600
0, 600
0, 600
0, 1600
0, 1600
0, 1600
0, 600
0, 600
0, 1600
0, 600
0, 1600
0, 600
0, 600
0, 200
0, 600
0, 1600
0, 1600
0, 600
0, 1600
4000, 4000
4000, 1500
4000, 1500
4000, 1500
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 1000
4000, 6450
4000, 6450
4000, 4000
4000, 6450.0
4000, 1500
4000, 4000
4000, 4000
4000, 6450
4000, 1000
4000, 6450
4000, 1500
4000, 1000
4000, 6450
4000, 6450
4000, 4000
4000, 6450
4000, 4000
4000, 6450
4000, 6450
4000, 4000
4000, 6450
4000, 1500
4000, 6450
4000, 6450
4000, 1500
4000, 6450
4000, 6450
4000, 1500
4000, 6450
4000, 6450
4000, 6450
4000, 1000
4000, 6450
4000, 6450.0
4000, 6450
4000, 6450
4000, 4000
4000, 4000
4000, 6450
4000, 4000
4000, 6450
4000, 6450.0
4000, 6450.0
4000, 6450
4000, 1500
4000, 6450
4000, 4000
4000, 4000
4000, 6450.0
4000, 6450.0
4000, 6450
4000, 1500
4000, 6450
4000, 6450
4000, 6450
4000, 1500
4000, 1500
4000, 6450
4000, 4000
4000, 4000
4000, 6450
4000, 4000
4000, 4000
4000, 4000
4000, 6450
4000, 6450
4000, 4000
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 4000
4000, 4000
4000, 1500
4000, 6450
4000, 6450
4000, 1500
4000, 6450
4000, 6450
4000, 1500
4000, 6450
4000, 1500
4000, 4000
4000, 6450
4000, 6450
4000, 4000
4000, 6450
4000, 6450
4000, 1500
4000, 6450
4000, 4000
4000, 1500
4000, 1500
4000, 1500
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 1000
4000, 6450
4000, 6450
4000, 4000
4000, 6450.0
4000, 1500
4000, 4000
4000, 4000
4000, 6450
4000, 1000
4000, 6450
4000, 1500
4000, 1000
4000, 6450
4000, 6450
4000, 4000
4000, 6450
4000, 4000
4000, 6450
4000, 6450
4000, 4000
4000, 6450
4000, 1500
4000, 6450
4000, 6450
4000, 1500
4000, 6450
4000, 6450
4000, 1500
4000, 6450
4000, 6450
4000, 6450
4000, 1000
4000, 6450
4000, 6450.0
4000, 6450
4000, 6450
4000, 4000
4000, 4000
4000, 6450
4000, 4000
4000, 6450
4000, 6450.0
4000, 6450.0
4000, 6450
4000, 1500
4000, 6450
4000, 4000
4000, 4000
4000, 6450.0
4000, 6450.0
4000, 6450
4000, 1500
4000, 6450
4000, 6450
4000, 6450
4000, 1500
4000, 1500
4000, 6450
4000, 4000
4000, 4000
4000, 6450
4000, 4000
4000, 4000
4000, 4000
4000, 6450
4000, 6450
4000, 4000
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 4000
4000, 4000
4000, 1500
4000, 6450
4000, 6450
4000, 1500
4000, 6450
4000, 6450
4000, 1500
4000, 6450
4000, 1500
4000, 4000
4000, 6450
4000, 6450
4000, 4000
4000, 6450
4000, 6450
4000, 1500
4000, 6450
1500, 4000
1500, 1500
1500, 1500
1500, 1500
1500, 6450
1500, 6450
1500, 6450
1500, 6450
1500, 1000
1500, 6450
1500, 6450
1500, 4000
1500, 6450.0
1500, 1500
1500, 4000
1500, 4000
1500, 6450
1500, 1000
1500, 6450
1500, 1500
1500, 1000
1500, 6450
1500, 6450
1500, 4000
1500, 6450
1500, 4000
1500, 6450
1500, 6450
1500, 4000
1500, 6450
1500, 1500
1500, 6450
1500, 6450
1500, 1500
1500, 6450
1500, 6450
1500, 1500
1500, 6450
1500, 6450
1500, 6450
1500, 1000
1500, 6450
1500, 6450.0
1500, 6450
1500, 6450
1500, 4000
1500, 4000
1500, 6450
1500, 4000
1500, 6450
1500, 6450.0
1500, 6450.0
1500, 6450
1500, 1500
1500, 6450
1500, 4000
1500, 4000
1500, 6450.0
1500, 6450.0
1500, 6450
1500, 1500
1500, 6450
1500, 6450
1500, 6450
1500, 1500
1500, 1500
1500, 6450
1500, 4000
1500, 4000
1500, 6450
1500, 4000
1500, 4000
1500, 4000
1500, 6450
1500, 6450
1500, 4000
1500, 6450
1500, 6450
1500, 6450
1500, 6450
1500, 6450
1500, 4000
1500, 4000
1500, 1500
1500, 6450
1500, 6450
1500, 1500
1500, 6450
1500, 6450
1500, 1500
1500, 6450
1500, 1500
1500, 4000
1500, 6450
1500, 6450
1500, 4000
1500, 6450
1500, 6450
1500, 1500
1500, 6450
1000, 4000
1000, 1500
1000, 1500
1000, 1500
1000, 6450
1000, 6450
1000, 6450
1000, 6450
1000, 1000
1000, 6450
1000, 6450
1000, 4000
1000, 6450.0
1000, 1500
1000, 4000
1000, 4000
1000, 6450
1000, 1000
1000, 6450
1000, 1500
1000, 1000
1000, 6450
1000, 6450
1000, 4000
1000, 6450
1000, 4000
1000, 6450
1000, 6450
1000, 4000
1000, 6450
1000, 1500
1000, 6450
1000, 6450
1000, 1500
1000, 6450
1000, 6450
1000, 1500
1000, 6450
1000, 6450
1000, 6450
1000, 1000
1000, 6450
1000, 6450.0
1000, 6450
1000, 6450
1000, 4000
1000, 4000
1000, 6450
1000, 4000
1000, 6450
1000, 6450.0
1000, 6450.0
1000, 6450
1000, 1500
1000, 6450
1000, 4000
1000, 4000
1000, 6450.0
1000, 6450.0
1000, 6450
1000, 1500
1000, 6450
1000, 6450
1000, 6450
1000, 1500
1000, 1500
1000, 6450
1000, 4000
1000, 4000
1000, 6450
1000, 4000
1000, 4000
1000, 4000
1000, 6450
1000, 6450
1000, 4000
1000, 6450
1000, 6450
1000, 6450
1000, 6450
1000, 6450
1000, 4000
1000, 4000
1000, 1500
1000, 6450
1000, 6450
1000, 1500
1000, 6450
1000, 6450
1000, 1500
1000, 6450
1000, 1500
1000, 4000
1000, 6450
1000, 6450
1000, 4000
1000, 6450
1000, 6450
1000, 1500
1000, 6450
4000, 4000
4000, 6450
4000, 6450
4000, 4000
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 2000
4000, 2000
4000, 6450
4000, 4000
4000, 6450.0
4000, 2000
4000, 6450
4000, 6450
4000, 6450
4000, 2000
4000, 4000
4000, 6450
4000, 4000
4000, 6450
4000, 6450
4000, 4000
4000, 6450
4000, 4000
4000, 6450
4000, 4000
4000, 2000
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 2000
4000, 4000
4000, 6450
4000, 2000
4000, 6450
4000, 6450
4000, 6450
4000, 2000
4000, 6450
4000, 6450.0
4000, 2000
4000, 4000
4000, 4000
4000, 4000
4000, 6450
4000, 2000
4000, 6450
4000, 6450.0
4000, 6450.0
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 4000
4000, 6450.0
4000, 6450.0
4000, 6450
4000, 4000
4000, 6450
4000, 6450
4000, 2000
4000, 4000
4000, 4000
4000, 6450
4000, 2000
4000, 6450
4000, 6450
4000, 4000
4000, 2000
4000, 6450
4000, 4000
4000, 6450
4000, 4000
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 4000
4000, 4000
4000, 6450
4000, 6450
4000, 6450
4000, 4000
4000, 4000
4000, 6450
4000, 4000
4000, 6450
4000, 4000
4000, 4000
4000, 2000
4000, 4000
4000, 6450
4000, 6450
4000, 4000
4000, 6450
4000, 4000
4000, 6450
4000, 6450
4000, 4000
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 2000
4000, 2000
4000, 6450
4000, 4000
4000, 6450.0
4000, 2000
4000, 6450
4000, 6450
4000, 6450
4000, 2000
4000, 4000
4000, 6450
4000, 4000
4000, 6450
4000, 6450
4000, 4000
4000, 6450
4000, 4000
4000, 6450
4000, 4000
4000, 2000
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 2000
4000, 4000
4000, 6450
4000, 2000
4000, 6450
4000, 6450
4000, 6450
4000, 2000
4000, 6450
4000, 6450.0
4000, 2000
4000, 4000
4000, 4000
4000, 4000
4000, 6450
4000, 2000
4000, 6450
4000, 6450.0
4000, 6450.0
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 4000
4000, 6450.0
4000, 6450.0
4000, 6450
4000, 4000
4000, 6450
4000, 6450
4000, 2000
4000, 4000
4000, 4000
4000, 6450
4000, 2000
4000, 6450
4000, 6450
4000, 4000
4000, 2000
4000, 6450
4000, 4000
4000, 6450
4000, 4000
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 6450
4000, 4000
4000, 4000
4000, 6450
4000, 6450
4000, 6450
4000, 4000
4000, 4000
4000, 6450
4000, 4000
4000, 6450
4000, 4000
4000, 4000
4000, 2000
4000, 4000
4000, 6450
4000, 6450
4000, 4000
4000, 6450
2000, 4000
2000, 6450
2000, 6450
2000, 4000
2000, 6450
2000, 6450
2000, 6450
2000, 6450
2000, 2000
2000, 2000
2000, 6450
2000, 4000
2000, 6450.0
2000, 2000
2000, 6450
2000, 6450
2000, 6450
2000, 2000
2000, 4000
2000, 6450
2000, 4000
2000, 6450
2000, 6450
2000, 4000
2000, 6450
2000, 4000
2000, 6450
2000, 4000
2000, 2000
2000, 6450
2000, 6450
2000, 6450
2000, 6450
2000, 2000
2000, 4000
2000, 6450
2000, 2000
2000, 6450
2000, 6450
2000, 6450
2000, 2000
2000, 6450
2000, 6450.0
2000, 2000
2000, 4000
2000, 4000
2000, 4000
2000, 6450
2000, 2000
2000, 6450
2000, 6450.0
2000, 6450.0
2000, 6450
2000, 6450
2000, 6450
2000, 6450
2000, 4000
2000, 6450.0
2000, 6450.0
2000, 6450
2000, 4000
2000, 6450
2000, 6450
2000, 2000
2000, 4000
2000, 4000
2000, 6450
2000, 2000
2000, 6450
2000, 6450
2000, 4000
2000, 2000
2000, 6450
2000, 4000
2000, 6450
2000, 4000
2000, 6450
2000, 6450
2000, 6450
2000, 6450
2000, 6450
2000, 6450
2000, 4000
2000, 4000
2000, 6450
2000, 6450
2000, 6450
2000, 4000
2000, 4000
2000, 6450
2000, 4000
2000, 6450
2000, 4000
2000, 4000
2000, 2000
2000, 4000
2000, 6450
2000, 6450
2000, 4000
2000, 6450
1500, 4000
1500, 6450
1500, 6450
1500, 4000
1500, 6450
1500, 6450
1500, 6450
1500, 6450
1500, 2000
1500, 2000
1500, 6450
1500, 4000
1500, 6450.0
1500, 2000
1500, 6450
1500, 6450
1500, 6450
1500, 2000
1500, 4000
1500, 6450
1500, 4000
1500, 6450
1500, 6450
1500, 4000
1500, 6450
1500, 4000
1500, 6450
1500, 4000
1500, 2000
1500, 6450
1500, 6450
1500, 6450
1500, 6450
1500, 2000
1500, 4000
1500, 6450
1500, 2000
1500, 6450
1500, 6450
1500, 6450
1500, 2000
1500, 6450
1500, 6450.0
1500, 2000
1500, 4000
1500, 4000
1500, 4000
1500, 6450
1500, 2000
1500, 6450
1500, 6450.0
1500, 6450.0
1500, 6450
1500, 6450
1500, 6450
1500, 6450
1500, 4000
1500, 6450.0
1500, 6450.0
1500, 6450
1500, 4000
1500, 6450
1500, 6450
1500, 2000
1500, 4000
1500, 4000
1500, 6450
1500, 2000
1500, 6450
1500, 6450
1500, 4000
1500, 2000
1500, 6450
1500, 4000
1500, 6450
1500, 4000
1500, 6450
1500, 6450
1500, 6450
1500, 6450
1500, 6450
1500, 6450
1500, 4000
1500, 4000
1500, 6450
1500, 6450
1500, 6450
1500, 4000
1500, 4000
1500, 6450
1500, 4000
1500, 6450
1500, 4000
1500, 4000
1500, 2000
1500, 4000
1500, 6450
1500, 6450
1500, 4000
1500, 6450
40, 80
40, 80
40, 40
40, 40
40, 80
40, 40
40, 80
40, 40
40, 40
40, 80
40, 80
40, 80
40, 80.0
40, 20
40, 40
40, 80
40, 80
40, 40
40, 80
40, 80
40, 20
40, 80
40, 40
40, 20
40, 80
40, 15
40, 80
40, 20
40, 40
40, 80
40, 80
40, 80
40, 80
40, 40
40, 80
40, 80
40, 40
40, 20
40, 80
40, 80
40, 40
40, 20
40, 40.0
40, 40
40, 80
40, 40
40, 80
40, 80
40, 40
40, 80
40, 80.0
40, 40.0
40, 80
40, 80
40, 80
40, 80
40, 40
40, 40.0
40, 80.0
40, 80
40, 80
40, 80
40, 80
40, 80
40, 80
40, 80
40, 20
40, 40
40, 80
40, 80
40, 15
40, 40
40, 80
40, 80
40, 80
40, 40
40, 40
40, 40
40, 40
40, 40
40, 40
40, 40
40, 40
40, 20
40, 80
40, 20
40, 80
40, 40
40, 80
40, 80
40, 80
40, 20
40, 20
40, 80
40, 80
40, 80
40, 40
40, 80
40, 80
40, 80
40, 80
40, 80
40, 40
40, 40
40, 80
40, 40
40, 80
40, 40
40, 40
40, 80
40, 80
40, 80
40, 80.0
40, 20
40, 40
40, 80
40, 80
40, 40
40, 80
40, 80
40, 20
40, 80
40, 40
40, 20
40, 80
40, 15
40, 80
40, 20
40, 40
40, 80
40, 80
40, 80
40, 80
40, 40
40, 80
40, 80
40, 40
40, 20
40, 80
40, 80
40, 40
40, 20
40, 40.0
40, 40
40, 80
40, 40
40, 80
40, 80
40, 40
40, 80
40, 80.0
40, 40.0
40, 80
40, 80
40, 80
40, 80
40, 40
40, 40.0
40, 40.0
40, 80
40, 80
40, 80
40, 80
40, 80
40, 80
40, 80
40, 20
40, 40
40, 80
40, 80
40, 15
40, 40
40, 80
40, 80
40, 80
40, 40
40, 40
40, 40
40, 40
40, 40
40, 40
40, 40
40, 40
40, 20
40, 80
40, 20
40, 80
40, 40
40, 80
40, 80
40, 80
40, 20
40, 20
40, 80
40, 80
40, 80
40, 40
40, 80
40, 80
40, 80
20, 80
20, 80
20, 40
20, 40
20, 80
20, 40
20, 80
20, 40
20, 40
20, 80
20, 80
20, 80
20, 40.0
20, 20
20, 40
20, 80
20, 80
20, 40
20, 80
20, 80
20, 20
20, 80
20, 40
20, 20
20, 80
20, 15
20, 80
20, 20
20, 40
20, 80
20, 80
20, 80
20, 80
20, 40
20, 80
20, 80
20, 40
20, 20
20, 80
20, 80
20, 40
20, 20
20, 40.0
20, 40
20, 80
20, 40
20, 80
20, 80
20, 40
20, 80
20, 40.0
20, 40.0
20, 80
20, 80
20, 80
20, 80
20, 40
20, 40.0
20, 80.0
20, 80
20, 80
20, 80
20, 80
20, 80
20, 80
20, 80
20, 20
20, 40
20, 80
20, 80
20, 15
20, 40
20, 80
20, 80
20, 80
20, 40
20, 40
20, 40
20, 40
20, 40
20, 40
20, 40
20, 40
20, 20
20, 80
20, 20
20, 80
20, 40
20, 80
20, 80
20, 80
20, 20
20, 20
20, 80
20, 80
20, 80
20, 40
20, 80
20, 80
20, 80
15, 80
15, 80
15, 40
15, 40
15, 80
15, 40
15, 80
15, 40
15, 40
15, 80
15, 80
15, 80
15, 40.0
15, 20
15, 40
15, 80
15, 80
15, 40
15, 80
15, 80
15, 20
15, 80
15, 40
15, 20
15, 80
15, 15
15, 80
15, 20
15, 40
15, 80
15, 80
15, 80
15, 80
15, 40
15, 80
15, 80
15, 40
15, 20
15, 80
15, 80
15, 40
15, 20
15, 40.0
15, 40
15, 80
15, 40
15, 80
15, 80
15, 40
15, 80
15, 80.0
15, 40.0
15, 80
15, 80
15, 80
15, 80
15, 40
15, 40.0
15, 80.0
15, 80
15, 80
15, 80
15, 80
15, 80
15, 80
15, 80
15, 20
15, 40
15, 80
15, 80
15, 15
15, 40
15, 80
15, 80
15, 80
15, 40
15, 40
15, 40
15, 40
15, 40
15, 40
15, 40
15, 40
15, 20
15, 80
15, 20
15, 80
15, 40
15, 80
15, 80
15, 80
15, 20
15, 20
15, 80
15, 80
15, 80
15, 40
15, 80
15, 80
15, 80
100, 120
100, 100
100, 120
100, 0
100, 120
100, 120
100, 120
100, 120
100, 100
100, 120
100, 100
100, 120
100, 0
100, 60
100, 100
100, 120
100, 120
100, 100
100, 120
100, 120
100, 100
100, 120
100, 120
100, 0
100, 60
100, 60
100, 120
100, 120
100, 100
100, 100
100, 120
100, 120
100, 100
100, 100
100, 120
100, 120
100, 100
100, 120
100, 100
100, 120
100, 60
100, 120
100, 100
100, 120
100, 120
100, 100
100, 100
100, 100
100, 60
100, 120
100, 100
100, 120
100, 120
100, 120
100, 120
100, 120
100, 120
100, 120
100, 60
100, 120
100, 120
100, 100
100, 120
100, 120
100, 120
100, 60
100, 120
100, 100
100, 120
100, 100
100, 60
100, 100
100, 120
100, 120
100, 120
100, 100
100, 120
100, 100
100, 120
100, 120
100, 120
100, 100
100, 60
100, 100
100, 120
100, 120
100, 120
100, 120
100, 120
100, 120
100, 120
100, 100
100, 60
100, 60
100, 120
100, 120
100, 120
100, 120
100, 120
100, 120
100, 120
100, 100
100, 120
100, 0
100, 120
100, 120
100, 120
100, 120
100, 100
100, 120
100, 100
100, 120
100, 0
100, 60
100, 100
100, 120
100, 120
100, 100
100, 120
100, 120
100, 100
100, 120
100, 120
100, 0
100, 60
100, 60
100, 120
100, 120
100, 100
100, 100
100, 120
100, 120
100, 100
100, 100
100, 120
100, 120
100, 100
100, 120
100, 100
100, 120
100, 60
100, 120
100, 100
100, 120
100, 120
100, 100
100, 100
100, 100
100, 60
100, 120
100, 100
100, 120
100, 120
100, 120
100, 120
100, 120
100, 120
100, 120
100, 60
100, 120
100, 120
100, 100
100, 120
100, 120
100, 120
100, 60
100, 120
100, 100
100, 120
100, 100
100, 60
100, 100
100, 120
100, 120
100, 120
100, 100
100, 120
100, 100
100, 120
100, 120
100, 120
100, 100
100, 60
100, 100
100, 120
100, 120
100, 120
100, 120
100, 120
100, 120
100, 120
100, 100
100, 60
100, 60
100, 120
100, 120
100, 120
100, 120
100, 120
100, 120
60, 120
60, 100
60, 120
60, 0
60, 120
60, 120
60, 120
60, 120
60, 100
60, 120
60, 100
60, 120
60, 0
60, 60
60, 100
60, 120
60, 120
60, 100
60, 120
60, 120
60, 100
60, 120
60, 120
60, 0
60, 60
60, 60
60, 120
60, 120
60, 100
60, 100
60, 120
60, 120
60, 100
60, 100
60, 120
60, 120
60, 100
60, 120
60, 100
60, 120
60, 60
60, 120
60, 100
60, 120
60, 120
60, 100
60, 100
60, 100
60, 60
60, 120
60, 100
60, 120
60, 120
60, 120
60, 120
60, 120
60, 120
60, 120
60, 60
60, 120
60, 120
60, 100
60, 120
60, 120
60, 120
60, 60
60, 120
60, 100
60, 120
60, 100
60, 60
60, 100
60, 120
60, 120
60, 120
60, 100
60, 120
60, 100
60, 120
60, 120
60, 120
60, 100
60, 60
60, 100
60, 120
60, 120
60, 120
60, 120
60, 120
60, 120
60, 120
60, 100
60, 60
60, 60
60, 120
60, 120
60, 120
60, 120
60, 120
60, 120
0, 120
0, 100
0, 120
0, 0
0, 120
0, 120
0, 120
0, 120
0, 100
0, 120
0, 100
0, 120
0, 0
0, 60
0, 100
0, 120
0, 120
0, 100
0, 120
0, 120
0, 100
0, 120
0, 120
0, 0
0, 60
0, 60
0, 120
0, 120
0, 100
0, 100
0, 120
0, 120
0, 100
0, 100
0, 120
0, 120
0, 100
