Ground Truth, TAD
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 4000
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 4000
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 4000
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 4000
6450, 6450
6450, 1500.0
6450, 1500.0
6450, 6450
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 6450
6450, 1500.0
6450, 6450
6450, 1500.0
6450, 1500.0
6450, 6450
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 6450
6450, 1500.0
6450, 1500.0
6450, 6450
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 6450
6450, 1500.0
6450, 1500.0
6450, 6450
6450, 6450
6450, 1500.0
6450, 6450
6450, 6450
6450, 6450
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 6450
6450, 1500.0
6450, 6450
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 6450
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 6450
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 6450
6450, 1500.0
6450, 1500.0
6450, 6450
6450, 1500.0
6450, 1500.0
6450, 6450
6450, 6450
6450, 6450
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 6450
6450, 6450
6450, 6450
6450, 6450
6450, 1500.0
6450, 6450
6450, 6450
6450, 6450
6450, 1500.0
6450, 1500.0
6450, 1500.0
6450, 6450
6450, 6450
6450, 1500.0
6450, 6450
6450, 6450
6450, 1500.0
6450, 1500.0
6450, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 6450
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 6450
4000, 6450
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 6450
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 6450
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 6450
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 4000
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 4000
4000, 1500.0
4000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 4000
2000, 4000
2000, 1500.0
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 4000
2000, 1500.0
2000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500
4000, 4000
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500
4000, 4000
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 1500.0
4000, 4000
4000, 1500.0
4000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500
2000, 4000
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 4000
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 4000
2000, 1500
2000, 4000
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 4000
2000, 1500.0
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500
2000, 1500.0
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 4000
2000, 1500.0
2000, 1500
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 4000
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 4000
2000, 1500.0
2000, 1500.0
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 4000
2000, 1500
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 1500.0
2000, 4000
2000, 1500.0
2000, 1500.0
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500.0
1500, 1500
1500, 1500.0
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
50, 50
