index,scenario_id,target,score,kdma.Fairness,kdma.BasicKnowledge
22,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
23,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
24,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
25,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
26,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
27,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
28,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
29,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
30,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
31,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
32,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
33,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
34,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
35,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
36,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
37,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
38,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
39,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
40,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
41,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
42,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
43,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
44,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
45,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
46,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
47,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
48,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
49,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
50,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
51,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
52,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
53,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
54,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
55,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
56,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
57,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
58,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
59,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
60,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
61,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
62,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
63,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
64,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
65,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
66,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
67,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
68,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
69,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
70,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
71,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
72,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
73,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
74,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
75,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
76,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
77,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
78,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
79,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
80,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
81,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
82,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
83,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
84,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
85,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
86,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
87,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
88,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
89,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.5,5.0,10.0
90,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,10.0
91,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.5,5.0,10.0
92,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,10.0
93,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
94,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
95,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
96,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
97,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
98,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
99,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
100,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
101,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
102,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
103,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
104,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
105,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.5,5.0,10.0
106,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,10.0
107,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.5,5.0,10.0
108,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,10.0
109,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
110,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
111,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
112,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
113,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.5,5.0,10.0
114,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,10.0
115,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.5,5.0,10.0
116,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,10.0
117,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.5,5.0,10.0
118,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,10.0
119,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.5,5.0,10.0
120,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,10.0
121,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
122,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
123,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
124,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
125,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
126,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
127,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
128,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
129,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
130,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
131,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
132,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
133,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
134,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
135,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
136,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
137,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
138,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
139,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
140,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
141,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
142,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
143,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
144,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
145,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
146,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
147,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.03703703703703704,5.0,5.0
148,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,5.0
149,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
150,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
151,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
152,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
153,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
154,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
155,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
156,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
157,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
158,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
159,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.00980392156862745,5.0,0.0
160,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.2,5.0,0.0
161,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
162,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
163,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
164,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
165,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
166,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
167,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
168,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
169,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
170,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
171,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
172,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
173,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
174,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
175,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
176,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
177,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
178,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
179,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
180,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
181,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
182,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
183,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
184,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
185,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
186,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
187,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
188,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
189,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
190,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
191,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
192,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
193,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
194,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
195,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
196,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
197,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
198,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
199,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
200,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
201,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
202,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
203,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
204,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
205,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
206,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
207,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
208,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
209,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
210,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
211,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
212,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
213,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
214,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
215,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
216,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
217,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
218,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
219,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
220,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
221,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
222,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
223,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
224,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
225,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
226,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
227,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
228,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
229,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
230,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
231,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
232,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
233,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
234,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
235,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
236,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
237,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
238,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
239,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
240,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
241,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
242,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
243,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
244,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
245,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
246,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
247,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
248,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
249,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
250,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
251,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
252,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
253,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
254,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
255,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
256,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
257,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
258,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
259,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
260,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
261,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
262,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
263,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
264,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
265,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
266,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
267,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
268,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
269,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
270,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
271,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
272,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
273,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
274,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
275,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
276,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
277,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
278,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
279,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
280,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
281,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
282,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
283,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
284,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
285,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
286,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
287,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.009900990099009901,4.0,0.0
288,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,0.0
289,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
290,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
291,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
292,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
293,adept-september-demo-scenario-1,ADEPT-alignment-target-7-eval,0.038461538461538464,4.0,5.0
294,adept-september-demo-scenario-1,ADEPT-alignment-target-1-eval,0.1,4.0,5.0
