session_id,scenario_id,probe_id,choice,mission,denial,risktol,timeurg
01496463,st-september-2023,select-post-assessment-treatment-b,C,6,4,4,4
01496463,st-september-2023,select-post-assessment-treatment-b,D,0,3,3,2
01496463,st-september-2023,select-post-assessment-treatment-c,A,2,8,7,8
01496463,st-september-2023,select-post-assessment-treatment-c,B,6,3,0,4
01496463,st-september-2023,select-post-assessment-treatment-c,C,0,2,2,2
01496463,st-september-2023,select-post-assessment-treatment-c,D,8,2,2,4
01496463,st-september-2023,select-post-assessment-treatment-d,A,7,8,8,8
01496463,st-september-2023,select-post-assessment-treatment-d,B,6,3,6,3
01496463,st-september-2023,select-post-assessment-treatment-d,C,0,2,4,3
01496463,st-september-2023,select-post-assessment-treatment-d,D,4,2,4,4
01496463,st-september-2023,select-post-assessment-treatment-e,A,7,8,8,8
01496463,st-september-2023,select-post-assessment-treatment-e,B,4,3,6,3
01496463,st-september-2023,select-post-assessment-treatment-e,C,0,2,4,2
01496463,st-september-2023,select-post-assessment-treatment-e,D,4,2,4,4
