index,age,tagged,visited,relationship,rank,conscious,mental_status,breathing,hrpmin,avpu,intent,directness_of_causality,unvisited_count,injured_count,others_tagged_or_uninjured,aid_available,environment_type,questioning,assessing,treating,tagging,leaving,All Predictors.moral_desert(0.6)-maximization(0.2).time,All Predictors.moral_desert(0.6)-maximization(0.2).resources,All Predictors.moral_desert(0.6)-maximization(0.2).risk_reward_ratio,All Predictors.moral_desert(0.6)-maximization(0.2).system,Take-The-Best Priority,Exhaustive Priority,Tallying Priority,Satisfactory Priority,One-Bounce Priority,pDeath,pPain,pBrainInjury,pAirwayBlocked,pInternalBleeding,pExternalBleeding,entropy,entropyDeath,SEVERITY,SUPPLIES_REMAINING,AVERAGE_TIME_USED,DAMAGE_PER_SECOND,MEDSIM_P_DEATH,MEDSIM_P_DEATH_ONE_MIN_LATER,SEVERITY_CHANGE,SUPPLIES_USED,ACTION_TARGET_SEVERITY,ACTION_TARGET_SEVERITY_CHANGE,SEVEREST_SEVERITY,SEVEREST_SEVERITY_CHANGE,NONDETERMINISM.outcome_0.PROBABILITY,NONDETERMINISM.outcome_0.SEVERITY,NONDETERMINISM.outcome_0.AVERAGE_TIME_USED,NONDETERMINISM.outcome_0.JUSTIFICATION.severity,NONDETERMINISM.outcome_0.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_0.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_0.MORBIDITY.HIGHEST_P_DEATH,WEIGHTED_RESOURCE_SCORE,SMOL_MEDICAL_SOUNDNESS,INFORMATION_GAINED,action,moraldesert,SMOL_MEDICAL_SOUNDNESS.stdev,MEDSIM_P_DEATH.stdev,entropy.stdev,entropyDeath.stdev,pDeath.stdev,pPain.stdev,pBrainInjury.stdev,pAirwayBlocked.stdev,pInternalBleeding.stdev,pExternalBleeding.stdev,MEDSIM_P_DEATH_ONE_MIN_LATER.stdev,category,HRA Strategy.time-system.satisfactory,HRA Strategy.time-resources-risk_reward_ratio-system.one-bounce,HRA Strategy.resources-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources-risk_reward_ratio.satisfactory,HRA Strategy.time-resources-risk_reward_ratio.exhaustive,HRA Strategy.time-resources-risk_reward_ratio.take-the-best,HRA Strategy.resources-risk_reward_ratio.tallying,HRA Strategy.time-resources-system.tallying,HRA Strategy.time-resources-risk_reward_ratio.one-bounce,HRA Strategy.time-system.tallying,HRA Strategy.time-resources-system.one-bounce,HRA Strategy.resources-system.one-bounce,HRA Strategy.risk_reward_ratio-system.take-the-best,HRA Strategy.time-system.one-bounce,HRA Strategy.time-system.exhaustive,HRA Strategy.time-resources.tallying,HRA Strategy.time-resources-system.satisfactory,HRA Strategy.time-resources-risk_reward_ratio-system.tallying,HRA Strategy.risk_reward_ratio-system.satisfactory,HRA Strategy.risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio.exhaustive,HRA Strategy.time-risk_reward_ratio.take-the-best,HRA Strategy.time-resources-risk_reward_ratio-system.take-the-best,HRA Strategy.resources-system.tallying,HRA Strategy.time-system.take-the-best,HRA Strategy.resources-risk_reward_ratio.one-bounce,HRA Strategy.time-resources.satisfactory,HRA Strategy.resources-system.take-the-best,hint.MoralDesert,HRA Strategy.time-resources-risk_reward_ratio.tallying,HRA Strategy.resources-risk_reward_ratio.satisfactory,HRA Strategy.time-risk_reward_ratio-system.take-the-best,HRA Strategy.resources-risk_reward_ratio.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio-system.satisfactory,HRA Strategy.risk_reward_ratio-system.one-bounce,hint,HRA Strategy.time-resources-risk_reward_ratio-system.satisfactory,HRA Strategy.time-risk_reward_ratio-system.exhaustive,treatment,HRA Strategy.resources-system.satisfactory,HRA Strategy.time-resources.take-the-best,HRA Strategy.resources-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources.one-bounce,HRA Strategy.time-resources-risk_reward_ratio-system.exhaustive,HRA Strategy.resources-system.exhaustive,HRA Strategy.resources-risk_reward_ratio.take-the-best,HRA Strategy.time-risk_reward_ratio.satisfactory,HRA Strategy.resources-risk_reward_ratio-system.satisfactory,HRA Strategy.risk_reward_ratio-system.exhaustive,HRA Strategy.time-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio-system.one-bounce,HRA Strategy.resources-risk_reward_ratio-system.take-the-best,HRA Strategy.time-risk_reward_ratio.one-bounce,HRA Strategy.time-resources.exhaustive,HRA Strategy.time-risk_reward_ratio.tallying,HRA Strategy.time-resources-system.take-the-best,HRA Strategy.time-resources-system.exhaustive,NONDETERMINISM.outcome_4.SEVERITY,NONDETERMINISM.outcome_6.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_4.JUSTIFICATION.severity,NONDETERMINISM.outcome_2.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_6.PROBABILITY,NONDETERMINISM.outcome_6.AVERAGE_TIME_USED,NONDETERMINISM.outcome_2.JUSTIFICATION.severity,NONDETERMINISM.outcome_4.PROBABILITY,NONDETERMINISM.outcome_2.PROBABILITY,NONDETERMINISM.outcome_6.SEVERITY,NONDETERMINISM.outcome_2.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_2.AVERAGE_TIME_USED,NONDETERMINISM.outcome_4.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_6.JUSTIFICATION.severity,NONDETERMINISM.outcome_4.AVERAGE_TIME_USED,NONDETERMINISM.outcome_4.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_2.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_6.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_2.SEVERITY,NONDETERMINISM.outcome_4.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_6.MORBIDITY.HIGHEST_P_DEATH,
141.0,None,True,True,neutral,None,True,AGONY,NORMAL,None,PAIN,None,None,0.0,2.0,2.0,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,False,False,0.9393493087474771,1.0,0.1447339631417831,0.02649202831968877,0.13954496193999422,1.0,7.202047756559406,0.3300225233129671,90.0,11.0,20.0,4.5,0.0,0.0,4.5,1.0,30.0,1.5,30.0,1.5,1.0,90.0,20.0,Damage Per Second 4.5,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,4.0,100.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient C' 'location': 'unspecified' 'treatment': 'Pain Medications'}},0.5,0.0,0.0,6.280369834735101e-16,1.1775693440128312e-16,7.850462293418876e-17,0.0,5.887846720064156e-17,7.359808400080195e-18,1.962615573354719e-17,0.0,0.0,None,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,{'MoralDesert': 0.5},-1.0,-1.0,Pain Medications,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-970.0,0.0,None,0.0,-0.5264705882352941,-140.0,None,-0.6368159203980099,-0.9083333333333333,-950.0,None,-140.0,0.0,None,-140.0,None,0.0,None,-970.0,0.0,0.0,
142.0,None,True,True,neutral,None,True,AGONY,NORMAL,None,PAIN,None,None,2.0,2.0,2.0,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,0.9393493087474771,1.0,0.1447339631417831,0.026492028319688776,0.13954496193999422,1.0,7.202047756559405,0.33002252331296705,303.75,11.0,90.0,3.0,0.0,0.0,3.375,1.0,33.75,0.375,135.0,1.5,1.0,303.75,90.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,1.0,100.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient B' 'treatment': 'Tourniquet' 'location': 'right bicep'}},0.5,0.0,0.0,8.503660955450859e-16,8.326672684688674e-17,6.409875621278546e-17,0.0,3.4925000092272717e-17,6.6434851214459835e-18,2.6573940485783934e-17,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'MoralDesert': 0.5},0.0,0.0,Tourniquet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-970.0,0.0,None,0.0,-0.5264705882352941,-140.0,None,-0.6368159203980099,-0.9083333333333333,-950.0,None,-140.0,0.0,None,-140.0,None,0.0,None,-970.0,0.0,0.0,
143.0,None,True,True,neutral,None,True,AGONY,NORMAL,None,PAIN,None,None,0.0,2.0,2.0,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,0.939349308747477,1.0,0.1447339631417831,0.026492028319688776,0.13954496193999422,1.0,7.202047756559406,0.3300225233129671,151.171875,11.0,41.25,3.375,0.0,0.0,3.664772727272727,1.0,27.421875,0.6647727272727273,61.875,1.5,0.15384615384615385,168.75,50.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3.0,100.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient B' 'treatment': 'Pressure bandage' 'location': 'right bicep'}},0.5,0.0,0.0,-1.2560739669470201e-15,-1.5700924586837752e-16,-9.288792252416251e-17,-2.4037033579794548e-17,-7.850462293418876e-17,-2.2662332591841973e-17,-6.798699777552591e-17,-1.962615573354719e-17,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'MoralDesert': 0.5},0.0,0.0,Pressure bandage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.4375,0.0,Damage Per Second 3.0,0.0,0.038461538461538464,42.5,Damage Per Second 3.0,0.11538461538461539,0.6923076923076923,191.25,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,30.0,0.0,Damage Per Second 4.5,42.5,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,101.25,0.0,0.0,
144.0,None,False,True,neutral,None,True,AGONY,NORMAL,FAST,PAIN,None,None,1.0,2.0,2.0,False,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,0.9444134069191895,1.0,0.14236084057728515,0.0022618308561169797,0.05948697720386246,1.0,4.538304804020317,0.30967028063994306,135.0,12.0,30.0,4.5,0.0,0.0,4.5,-0.0,45.0,1.5,45.0,1.5,1.0,135.0,30.0,Damage Per Second 4.5,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5.0,100.0,0.0,{'name': 'TAG_CHARACTER' 'params': {'casualty': 'Patient B' 'category': 'EXPECTANT'}},0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.433291761649753e-17,6.383609545430075e-19,5.665583147960493e-18,0.0,0.0,EXPECTANT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,1.0,1.0,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-970.0,0.0,None,0.0,-0.5264705882352941,-140.0,None,-0.6368159203980099,-0.9083333333333333,-950.0,None,-140.0,0.0,None,-140.0,None,0.0,None,-970.0,0.0,0.0,
145.0,None,False,False,neutral,None,None,None,None,None,None,None,None,0.0,2.0,2.0,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,False,False,0.12400059432111528,0.11968234895556581,0.03343,0.02577303244000003,0.06876893242000001,0.07077786484000001,9.66603181730909,0.5407521542977807,693.75,11.0,183.33333333333334,3.5,0.0,0.0,3.7840909090909087,1.0,143.75,0.7840909090909091,275.0,1.5,0.21052631578947367,675.0,200.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3.0,100.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient C' 'treatment': 'Hemostatic gauze' 'location': 'right shoulder'}},0.5,0.0,0.0,-1.2560739669470201e-15,-1.5700924586837752e-16,-9.288792252416251e-17,-2.4037033579794548e-17,-7.850462293418876e-17,-2.2662332591841973e-17,-6.798699777552591e-17,-1.962615573354719e-17,0.0,None,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,{'MoralDesert': 0.5},-1.0,-1.0,Hemostatic gauze,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,900.0,0.0,Damage Per Second 4.5,0.0,-0.5264705882352941,-140.0,Damage Per Second 3.0,0.05263157894736842,0.7368421052631579,-950.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,150.0,0.0,None,200.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,None,506.25,0.0,0.0,
146.0,None,False,False,neutral,None,None,None,None,None,None,None,None,0.0,2.0,2.0,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,False,False,0.12400059432111528,0.1196823489555658,0.03343,0.02577303244000003,0.06876893242000001,0.07077786484000001,9.66603181730909,0.5407521542977807,90.0,11.0,20.0,4.5,0.0,0.0,4.5,1.0,30.0,1.5,30.0,1.5,1.0,90.0,20.0,Damage Per Second 4.5,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,4.0,100.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient C' 'location': 'unspecified' 'treatment': 'Pain Medications'}},0.5,0.0,0.0,0.0,0.0,1.433291761649753e-17,1.3644531064035612e-17,8.498374721940739e-18,2.8327915739802466e-18,1.044681914182223e-17,0.0,0.0,None,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,{'MoralDesert': 0.5},-1.0,-1.0,Pain Medications,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-970.0,0.0,None,0.0,-0.5264705882352941,-140.0,None,-0.6368159203980099,-0.9083333333333333,-950.0,None,-140.0,0.0,None,-140.0,None,0.0,None,-970.0,0.0,0.0,
147.0,None,False,True,neutral,None,True,AGONY,NORMAL,FAST,PAIN,None,None,1.0,2.0,2.0,False,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,False,False,0.9444134069191895,1.0,0.14236084057728515,0.0022618308561169797,0.05948697720386245,1.0,4.538304804020317,0.30967028063994306,135.0,12.0,30.0,4.5,0.0,0.0,4.5,-0.0,45.0,1.5,45.0,1.5,1.0,135.0,30.0,Damage Per Second 4.5,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5.0,100.0,0.0,{'name': 'TAG_CHARACTER' 'params': {'casualty': 'Patient C' 'category': 'IMMEDIATE'}},0.5,0.0,0.0,3.356998883401261e-16,4.196248604251576e-17,0.0,0.0,1.049062151062894e-17,1.639159611035772e-19,1.320040925472307e-17,0.0,0.0,IMMEDIATE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,None,-1.0,-1.0,None,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-970.0,0.0,None,0.0,-0.5264705882352941,-140.0,None,-0.6368159203980099,-0.9083333333333333,-950.0,None,-140.0,0.0,None,-140.0,None,0.0,None,-970.0,0.0,0.0,
148.0,None,False,False,neutral,None,None,None,None,None,None,None,None,0.0,2.0,2.0,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,0.12400059432111527,0.1196823489555658,0.03343,0.02577303244000003,0.06876893242,0.07077786484000001,9.66603181730909,0.5407521542977807,137.8125,11.0,40.833333333333336,3.0,0.0,0.0,3.375,1.0,15.3125,0.375,61.25,1.5,0.65,101.25,30.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3.0,100.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient A' 'treatment': 'Pressure bandage' 'location': 'left bicep'}},0.5,0.0,0.0,0.0,0.0,1.6024689053196365e-17,1.3877787807814457e-17,4.006172263299091e-18,2.0030861316495456e-18,8.012344526598183e-18,8.012344526598183e-18,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'MoralDesert': 0.5},0.0,0.0,Pressure bandage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.4375,0.0,Damage Per Second 3.0,0.0,-0.5264705882352941,-140.0,Damage Per Second 3.0,0.1,0.25,-950.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,50.0,0.0,None,42.5,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,None,168.75,0.0,0.0,
149.0,None,True,True,neutral,None,True,AGONY,NORMAL,None,PAIN,None,None,0.0,2.0,2.0,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,False,False,0.939349308747477,1.0,0.14473396314178308,0.02649202831968877,0.1395449619399942,1.0,7.202047756559406,0.3300225233129671,689.0625,11.0,175.0,3.75,0.0,0.0,3.9375,1.0,164.0625,0.9375,262.5,1.5,0.5,506.25,150.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3.0,100.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient C' 'treatment': 'Hemostatic gauze' 'location': 'right shoulder'}},0.5,0.0,0.0,0.0,8.479468414379336e-17,6.409875621278546e-17,0.0,4.8074067159589095e-17,2.0030861316495456e-18,1.6024689053196365e-17,0.0,0.0,None,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,{'MoralDesert': 0.5},-1.0,-1.0,Hemostatic gauze,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,675.0,0.0,Damage Per Second 3.0,0.0,0.05,200.0,Damage Per Second 4.5,0.35,0.1,900.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,150.0,0.0,Damage Per Second 4.5,200.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,675.0,0.0,0.0,
150.0,None,True,True,neutral,None,True,AGONY,NORMAL,FAST,PAIN,None,None,2.0,2.0,2.0,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,0.9444134069191895,1.0,0.14236084057728515,0.0022618308561169797,0.05948697720386246,1.0,4.538304804020317,0.30967028063994306,90.0,11.0,20.0,4.5,0.0,0.0,4.5,1.0,30.0,1.5,30.0,1.5,1.0,90.0,20.0,Damage Per Second 4.5,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,4.0,100.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient A' 'location': 'unspecified' 'treatment': 'Pain Medications'}},0.5,0.0,0.0,4.864753555590494e-16,2.2662332591841973e-17,0.0,0.0,0.0,3.264630981819447e-19,1.4163957869901234e-17,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'MoralDesert': 0.5},0.0,0.0,Pain Medications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-970.0,0.0,None,0.0,-0.5264705882352941,-140.0,None,-0.6368159203980099,-0.9083333333333333,-950.0,None,-140.0,0.0,None,-140.0,None,0.0,None,-970.0,0.0,0.0,
151.0,None,False,False,neutral,None,None,None,None,None,None,None,None,0.0,2.0,2.0,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,0.12400059432111528,0.11968234895556581,0.033429999999999994,0.02577303244000003,0.06876893241999998,0.07077786484000001,9.66603181730909,0.5407521542977807,90.0,11.0,20.0,4.5,0.0,0.0,4.5,1.0,30.0,1.5,30.0,1.5,1.0,90.0,20.0,Damage Per Second 4.5,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,4.0,100.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient A' 'location': 'unspecified' 'treatment': 'Pain Medications'}},0.5,0.0,0.0,1.2560739669470201e-15,0.0,1.962615573354719e-17,9.813077866773595e-18,9.813077866773595e-18,2.4532694666933987e-18,9.813077866773595e-18,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'MoralDesert': 0.5},0.0,0.0,Pain Medications,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-970.0,0.0,None,0.0,-0.5264705882352941,-140.0,None,-0.6368159203980099,-0.9083333333333333,-950.0,None,-140.0,0.0,None,-140.0,None,0.0,None,-970.0,0.0,0.0,
152.0,None,False,False,neutral,None,None,None,None,None,None,None,None,0.0,2.0,2.0,False,desert,True,False,False,False,False,seconds,few,low,equal,False,False,False,True,True,0.12400059432111528,0.1196823489555658,0.03343,0.025773032440000034,0.06876893242000001,0.07077786484000001,9.66603181730909,0.5407521542977807,202.5,12.0,45.0,4.5,0.0,0.0,4.5,-0.0,67.5,1.5,67.5,1.5,1.0,202.5,45.0,Damage Per Second 4.5,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5.0,100.0,3.0,{'name': 'SITREP' 'params': {'casualty': 'Patient A'}},0.5,0.0,0.0,6.280369834735101e-16,3.925231146709438e-17,1.6483133457665123e-17,1.436487510905098e-17,4.9065389333867974e-18,3.906568216345563e-18,7.417989609027187e-18,4.9065389333867974e-18,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-970.0,0.0,None,0.0,-0.5264705882352941,-140.0,None,-0.6368159203980099,-0.9083333333333333,-950.0,None,-140.0,0.0,None,-140.0,None,0.0,None,-970.0,0.0,0.0,
153.0,None,True,True,neutral,None,True,AGONY,NORMAL,FAST,PAIN,None,None,1.0,2.0,2.0,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,0.9444134069191895,1.0,0.14236084057728512,0.0022618308561169792,0.059486977203862465,1.0,4.538304804020317,0.30967028063994306,303.75,11.0,90.0,3.0,0.0,0.0,3.375,1.0,33.75,0.375,135.0,1.5,1.0,303.75,90.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,1.0,100.0,0.0,{'name': 'APPLY_TREATMENT' 'params': {'casualty': 'Patient B' 'treatment': 'Tourniquet' 'location': 'right bicep'}},0.5,0.0,0.0,0.0,3.204937810639273e-17,0.0,0.0,1.6024689053196365e-17,5.007715329123864e-19,1.6024689053196365e-17,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'MoralDesert': 0.5},0.0,0.0,Tourniquet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-970.0,0.0,None,0.0,-0.5264705882352941,-140.0,None,-0.6368159203980099,-0.9083333333333333,-950.0,None,-140.0,0.0,None,-140.0,None,0.0,None,-970.0,0.0,0.0,
