index,unvisited_count,injured_count,others_tagged_or_uninjured,aid_available,environment_type,questioning,assessing,treating,tagging,leaving,All Predictors.moral_desert(0.6)-maximization(0.2).time,All Predictors.moral_desert(0.6)-maximization(0.2).resources,All Predictors.moral_desert(0.6)-maximization(0.2).risk_reward_ratio,All Predictors.moral_desert(0.6)-maximization(0.2).system,Take-The-Best Priority,Exhaustive Priority,Tallying Priority,Satisfactory Priority,One-Bounce Priority,SEVERITY,SUPPLIES_REMAINING,AVERAGE_TIME_USED,DAMAGE_PER_SECOND,MEDSIM_P_DEATH,MEDSIM_P_DEATH_ONE_MIN_LATER,SEVERITY_CHANGE,SUPPLIES_USED,SEVEREST_SEVERITY,SEVEREST_SEVERITY_CHANGE,NONDETERMINISM.outcome_0.PROBABILITY,NONDETERMINISM.outcome_0.SEVERITY,NONDETERMINISM.outcome_0.AVERAGE_TIME_USED,NONDETERMINISM.outcome_0.JUSTIFICATION.severity,NONDETERMINISM.outcome_0.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_0.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_0.MORBIDITY.HIGHEST_P_DEATH,WEIGHTED_RESOURCE_SCORE,SMOL_MEDICAL_SOUNDNESS,INFORMATION_GAINED,action,moraldesert,SMOL_MEDICAL_SOUNDNESS.stdev,MEDSIM_P_DEATH.stdev,MEDSIM_P_DEATH_ONE_MIN_LATER.stdev,HRA Strategy.time-system.satisfactory,pInternalBleeding.stdev,HRA Strategy.resources-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.one-bounce,HRA Strategy.time-system.one-bounce,pDeath.stdev,HRA Strategy.time-resources.tallying,entropyDeath.stdev,HRA Strategy.risk_reward_ratio-system.tallying,HRA Strategy.resources-system.tallying,pExternalBleeding.stdev,hint.MoralDesert,HRA Strategy.time-risk_reward_ratio-system.satisfactory,conscious,pBrainInjury.stdev,mental_status,HRA Strategy.time-resources.one-bounce,HRA Strategy.resources-system.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.satisfactory,HRA Strategy.time-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-system.exhaustive,HRA Strategy.time-resources-system.one-bounce,pExternalBleeding,HRA Strategy.time-resources-risk_reward_ratio.exhaustive,HRA Strategy.time-system.tallying,pDeath,HRA Strategy.time-resources-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio.exhaustive,HRA Strategy.time-resources-risk_reward_ratio-system.take-the-best,HRA Strategy.resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.take-the-best,HRA Strategy.time-resources-risk_reward_ratio.tallying,HRA Strategy.time-risk_reward_ratio-system.take-the-best,HRA Strategy.risk_reward_ratio-system.one-bounce,pAirwayBlocked.stdev,HRA Strategy.time-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources.take-the-best,HRA Strategy.time-resources-risk_reward_ratio-system.exhaustive,ACTION_TARGET_SEVERITY,HRA Strategy.resources-risk_reward_ratio.take-the-best,HRA Strategy.time-risk_reward_ratio.satisfactory,HRA Strategy.risk_reward_ratio-system.exhaustive,relationship,HRA Strategy.time-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-risk_reward_ratio.satisfactory,tagged,HRA Strategy.time-resources-system.satisfactory,HRA Strategy.risk_reward_ratio-system.satisfactory,rank,HRA Strategy.time-resources.satisfactory,entropy,intent,HRA Strategy.resources-risk_reward_ratio.satisfactory,pPain,pAirwayBlocked,pInternalBleeding,HRA Strategy.time-resources-risk_reward_ratio-system.satisfactory,breathing,treatment,HRA Strategy.resources-system.satisfactory,entropyDeath,HRA Strategy.resources-risk_reward_ratio-system.take-the-best,HRA Strategy.time-risk_reward_ratio.one-bounce,HRA Strategy.time-resources.exhaustive,directness_of_causality,HRA Strategy.resources-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources-risk_reward_ratio.take-the-best,HRA Strategy.time-resources-system.tallying,entropy.stdev,HRA Strategy.risk_reward_ratio-system.take-the-best,HRA Strategy.time-system.exhaustive,pPain.stdev,HRA Strategy.time-risk_reward_ratio.take-the-best,HRA Strategy.time-system.take-the-best,pBrainInjury,HRA Strategy.resources-risk_reward_ratio.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.tallying,avpu,hint,ACTION_TARGET_SEVERITY_CHANGE,visited,age,HRA Strategy.resources-risk_reward_ratio-system.one-bounce,hrpmin,HRA Strategy.time-resources-system.take-the-best,category,NONDETERMINISM.outcome_2.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_2.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.AVERAGE_TIME_USED,NONDETERMINISM.outcome_4.SEVERITY,NONDETERMINISM.outcome_2.JUSTIFICATION.severity,NONDETERMINISM.outcome_4.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.PROBABILITY,NONDETERMINISM.outcome_4.JUSTIFICATION.severity,NONDETERMINISM.outcome_2.PROBABILITY,NONDETERMINISM.outcome_2.SEVERITY,NONDETERMINISM.outcome_4.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_4.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.PROBABILITY,NONDETERMINISM.outcome_6.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_6.SEVERITY,NONDETERMINISM.outcome_6.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_6.JUSTIFICATION.severity,NONDETERMINISM.outcome_6.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.severity,NONDETERMINISM.outcome_8.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_8.PROBABILITY,NONDETERMINISM.outcome_8.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.SEVERITY,NONDETERMINISM.outcome_8.AVERAGE_TIME_USED,NONDETERMINISM.outcome_10.AVERAGE_TIME_USED,NONDETERMINISM.outcome_10.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_10.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_10.PROBABILITY,NONDETERMINISM.outcome_10.JUSTIFICATION.severity,NONDETERMINISM.outcome_10.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_10.SEVERITY
369,1,0,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,60.0,11.0,20.0,3.0,0.0,0.0,3.0,1.0,60.0,3.0,1.0,60.0,20.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,4,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.4886535141378171,0.0,0.0,0.0,0,4.1076788176384346e-17,0,1,0,0,4.6846778529369515e-17,1,2.4212275512868294e-17,0,0,0.0,None,0,True,3.500113341357123e-17,AGONY,1,0,0,0,0,0,0,0.0,1,0,0.581499836874719,0,1,1,0,0,1,1,0,1.9760327749033958e-18,0,1,0,60.0,0,1,0,neutral,1,0,1,True,0,0,None,1,9.626800496774973,no intent,0,1.0,0.011560374729953641,0.40543380358551095,0,NORMAL,Pain Medications,0,0.9807488121943708,0,1,1,none,0,1,0,0.0,0,0,0.0,1,1,0.46936086103646585,0,0,PAIN,None,3.0,True,None,0,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
370,1,0,1,True,desert,False,True,False,False,False,seconds,few,low,equal,True,True,True,False,False,135.0,11.0,45.0,3.0,0.0,0.0,3.0,-0.0,135.0,3.0,1.0,135.0,45.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,2,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient B'}}",0.4990248005,0.0,0.0,0.0,1,3.881372438896974e-17,0,0,1,1,5.3628867073790325e-17,0,0.0,1,1,0.0,None,1,True,4.5700809933522356e-17,AGONY,0,1,1,1,1,1,1,0.0,0,1,0.581499836874719,1,0,1,0,1,0,1,1,2.011415008038735e-18,1,0,1,135.0,0,0,1,neutral,0,1,0,True,1,1,None,0,9.626800496774973,no intent,0,1.0,0.011560374729953641,0.40543380358551095,1,NORMAL,None,1,0.9807488121943708,1,0,0,none,1,0,1,0.0,1,1,0.0,0,1,0.46936086103646585,0,1,PAIN,None,3.0,True,None,1,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
371,1,0,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,360.0,11.0,120.0,3.0,0.0,0.0,3.0,-0.0,360.0,3.0,1.0,360.0,120.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'MOVE_TO_EVAC', 'params': {'evac_id': 'air_evac_military_hospital', 'casualty': 'Patient B'}}",1.0,0.0,0.0,0.0,1,4.126654249842088e-17,1,1,1,1,3.7778505178538456e-17,1,7.447602459741819e-17,1,1,0.0,1.0,1,True,3.417194367755741e-17,AGONY,1,1,1,1,1,1,1,0.0,1,1,0.3087752826640604,1,1,1,1,1,1,1,1,1.7052277898251524e-19,1,1,1,360.0,1,1,1,neutral,1,1,1,True,1,1,None,1,6.063581236012838,no intent,1,1.0,0.0009941819441755318,0.22830706397227393,1,NORMAL,None,1,0.891754670696592,1,1,1,none,1,1,1,3.499729065003675e-16,1,1,0.0,1,1,0.677824637310027,1,1,PAIN,{'MoralDesert': 1.0},3.0,True,None,1,NORMAL,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
372,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,144.6875,11.0,38.125,3.5,0.0,0.0,3.7950819672131146,1.0,114.375,3.0,0.18518518518518517,175.0,50.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Pressure bandage', 'location': 'left chest'}}",0.7969900999999999,0.0,0.0,0.0,0,1.5756408438907234e-18,0,0,0,0,0.0,0,3.0404709722440586e-17,0,0,0.0,None,0,False,4.3885418357208765e-17,UNRESPONSIVE,0,0,0,0,0,0,0,1.0,0,0,0.9577818805463234,0,0,0,0,0,0,0,0,1.2412670766236365e-17,0,0,0,30.3125,0,0,0,neutral,0,0,0,True,0,0,None,0,4.210946349625078,no intent,0,0.0,0.07035930763315941,0.007253748752771579,0,RESTRICTED,Pressure bandage,0,0.25237135312528974,0,0,0,somewhat direct,0,0,0,4.864753555590494e-16,0,0,0.0,0,0,0.21296389917120018,0,0,UNRESPONSIVE,None,0.7950819672131147,True,None,0,FAST,0,None,0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,30.0,148.75,Damage Per Second 3.0,0.0,0.1111111111111111,Damage Per Second 3.0,0.6666666666666666,105.0,0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,42.5,0.037037037037037035,30.0,0.0,150.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,Damage Per Second 5.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None
373,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,100.0,11.0,20.0,5.0,0.0,0.0,5.0,1.0,60.0,3.0,1.0,100.0,20.0,Damage Per Second 5.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,4,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.5,0.0,0.0,0.0,0,1.0408340855860842e-18,0,1,0,1,0.0,0,2.2310957316876168e-17,0,0,0.0,None,0,False,3.791612624275377e-17,UNRESPONSIVE,1,0,0,0,1,0,1,1.0,0,0,0.9577818805463234,0,0,0,1,0,0,0,1,1.6156657503738225e-17,0,0,0,40.0,0,0,0,neutral,0,1,0,True,0,0,None,0,4.210946349625078,no intent,0,0.0,0.07035930763315941,0.007253748752771579,0,RESTRICTED,Pain Medications,0,0.25237135312528974,0,1,0,somewhat direct,0,0,0,3.2680212705137985e-16,0,0,0.0,0,0,0.21296389917120018,0,0,UNRESPONSIVE,None,2.0,True,None,1,FAST,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
374,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,175.0,10.0,35.0,5.0,0.0,0.0,5.0,1.0,105.0,3.0,1.0,175.0,35.0,Damage Per Second 5.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'location': 'left face', 'treatment': 'Nasopharyngeal airway'}}",0.3349945,0.0,0.0,0.0,0,1.509253733116716e-18,0,1,0,1,0.0,0,2.925694557147251e-17,0,0,0.0,None,0,False,3.23815048849004e-17,UNRESPONSIVE,1,0,0,0,1,0,1,1.0,0,0,0.9577818805463234,0,0,0,1,0,0,0,1,1.962615573354719e-17,0,0,0,70.0,0,0,0,neutral,0,1,0,True,0,0,None,0,4.210946349625078,no intent,0,0.0,0.07035930763315941,0.007253748752771579,0,RESTRICTED,Nasopharyngeal airway,0,0.25237135312528974,0,1,0,somewhat direct,0,0,0,2.9605947323337506e-16,0,0,0.0,0,0,0.2129638991712002,0,0,UNRESPONSIVE,None,2.0,True,None,1,FAST,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
375,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,741.6666666666666,9.0,183.33333333333334,3.6666666666666665,0.0,0.0,4.045454545454545,1.0,550.0,3.0,0.6865671641791045,525.0,150.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Hemostatic gauze', 'location': 'left chest'}}",0.665,0.0,0.0,0.0,1,2.2948234554500807e-18,0,1,0,1,0.0,1,3.204937810639273e-17,0,0,0.0,None,1,False,2.7755575615628914e-17,UNRESPONSIVE,1,0,0,1,1,1,1,1.0,1,1,0.9577818805463234,1,1,1,0,0,1,1,0,8.012344526598183e-18,1,1,1,191.66666666666666,0,1,0,neutral,1,1,1,True,1,0,None,1,4.210946349625078,no intent,0,0.0,0.07035930763315941,0.00725374875277158,1,RESTRICTED,Hemostatic gauze,0,0.25237135312528974,0,1,1,somewhat direct,0,1,1,5.127900497022837e-16,0,1,0.0,1,1,0.21296389917120018,0,0,UNRESPONSIVE,None,1.0454545454545454,True,None,0,FAST,1,None,0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,200.0,1000.0,Damage Per Second 3.0,0.0,0.029850746268656716,Damage Per Second 5.0,0.2835820895522388,700.0,0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,200.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
376,1,0,1,True,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,90.0,12.0,30.0,3.0,0.0,0.0,3.0,-0.0,90.0,3.0,1.0,90.0,30.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient B', 'category': 'MINIMAL'}}",0.4499661900246186,0.0,0.0,0.0,1,4.1012547322913346e-17,1,1,1,1,4.067373033429978e-17,1,4.2509064680486e-17,1,1,0.0,None,1,True,5.606725678774304e-17,AGONY,1,1,1,1,1,1,1,0.0,1,1,0.30877528266406035,1,1,1,1,1,1,1,1,1.7547472437792053e-19,1,1,1,90.0,1,1,1,neutral,1,1,1,False,1,1,None,1,6.063581236012838,no intent,1,1.0,0.0009941819441755318,0.22830706397227393,1,NORMAL,None,1,0.891754670696592,1,1,1,none,1,1,1,2.5252151114355627e-16,1,1,0.0,1,1,0.677824637310027,1,1,PAIN,None,3.0,True,None,1,NORMAL,1,MINIMAL,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
377,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,100.0,11.0,20.0,5.0,0.0,0.0,5.0,1.0,60.0,3.0,1.0,100.0,20.0,Damage Per Second 5.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,4,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.54410744015,0.0,0.0,0.0,0,4.415058946122631e-17,0,1,0,0,5.87792616252005e-17,0,0.0,0,0,0.0,None,0,True,3.433515067709553e-17,AGONY,1,0,0,0,0,0,0,0.0,0,0,0.581499836874719,0,0,0,0,0,0,0,0,2.136631134777961e-18,0,0,0,60.0,0,0,0,neutral,0,0,0,True,0,0,None,0,9.626800496774973,no intent,0,1.0,0.011560374729953641,0.40543380358551095,0,NORMAL,Pain Medications,0,0.9807488121943708,0,1,0,none,0,0,0,0.0,0,0,0.0,0,0,0.46936086103646585,0,0,PAIN,None,3.0,True,None,0,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
378,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,600.0,11.0,120.0,5.0,0.0,0.0,5.0,-0.0,360.0,3.0,1.0,600.0,120.0,Damage Per Second 5.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'MOVE_TO_EVAC', 'params': {'evac_id': 'air_evac_military_hospital', 'casualty': 'Patient B'}}",1.0,0.0,0.0,0.0,0,3.329206008101439e-17,0,0,0,0,3.347448369359225e-17,0,0.0,0,0,0.0,1.0,0,True,2.634859131980318e-17,AGONY,0,0,0,0,0,0,0,0.0,0,0,0.581499836874719,0,0,0,0,0,0,0,0,2.046168181486745e-18,0,0,0,360.0,0,0,0,neutral,0,0,0,True,0,0,None,0,9.626800496774973,no intent,0,1.0,0.011560374729953641,0.40543380358551095,0,NORMAL,None,0,0.9807488121943708,0,0,0,none,0,0,0,0.0,0,0,0.0,0,0,0.46936086103646585,0,0,PAIN,{'MoralDesert': 1.0},3.0,True,None,0,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
379,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,142.91666666666666,11.0,40.833333333333336,3.0,0.0,0.0,3.4999999999999996,1.0,122.5,3.0,0.6296296296296297,105.0,30.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Pressure bandage', 'location': 'left chest'}}",0.5359941153846154,0.0,0.0,0.0,0,1.4969119600250106e-18,0,0,0,0,0.0,0,1.808623215684541e-17,0,0,0.0,None,0,False,3.592588704060025e-17,UNRESPONSIVE,0,0,0,0,0,0,0,1.0,0,0,0.9577818805463234,0,0,0,0,0,0,0,0,1.1102230246251566e-17,0,0,0,20.416666666666668,0,0,0,neutral,0,0,0,True,0,0,None,0,4.210946349625078,no intent,0,0.0,0.07035930763315941,0.00725374875277158,0,RESTRICTED,Pressure bandage,0,0.25237135312528974,0,0,0,somewhat direct,0,0,0,4.3091266025426476e-16,0,0,0.0,0,0,0.21296389917120018,0,0,UNRESPONSIVE,None,0.5,True,None,0,FAST,0,None,0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,50.0,148.75,Damage Per Second 3.0,0.0,0.3333333333333333,Damage Per Second 3.0,0.037037037037037035,175.0,0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,42.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
380,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,743.75,10.0,175.0,4.0,0.0,0.0,4.25,1.0,525.0,3.0,0.25,700.0,200.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Hemostatic gauze', 'location': 'left chest'}}",0.499175,0.0,0.0,0.0,0,9.501471788262683e-19,0,0,0,0,0.0,0,2.866583523299506e-17,0,0,0.0,None,0,False,2.482534153247273e-17,UNRESPONSIVE,0,0,0,0,0,0,0,1.0,0,0,0.9577818805463234,0,0,0,0,0,0,0,0,1.622376114632246e-17,0,0,0,218.75,0,0,0,neutral,0,0,0,True,0,0,None,0,4.210946349625079,no intent,0,0.0,0.07035930763315941,0.007253748752771579,0,RESTRICTED,Hemostatic gauze,0,0.25237135312528974,0,0,0,somewhat direct,0,0,0,4.864753555590494e-16,0,0,0.0,0,0,0.21296389917120018,0,0,UNRESPONSIVE,None,1.25,True,None,0,FAST,0,None,0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,150.0,1000.0,Damage Per Second 3.0,0.0,0.045454545454545456,Damage Per Second 5.0,0.6363636363636364,525.0,0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,200.0,0.06818181818181818,150.0,0.0,750.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,Damage Per Second 5.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None
381,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,100.0,9.0,20.0,5.0,0.0,0.0,5.0,1.0,60.0,3.0,1.0,100.0,20.0,Damage Per Second 5.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,4,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.79799,0.0,0.0,0.0,0,1.2266347333466993e-18,0,1,0,1,0.0,0,2.482534153247273e-17,0,0,0.0,None,0,False,2.7755575615628914e-17,UNRESPONSIVE,1,0,0,0,1,0,1,1.0,0,0,0.9577818805463234,0,0,0,1,0,0,0,1,9.813077866773595e-18,0,0,0,40.0,0,0,0,neutral,0,1,0,True,0,0,None,0,4.210946349625078,no intent,0,0.0,0.07035930763315941,0.0072537487527715785,0,RESTRICTED,Pain Medications,0,0.25237135312528974,0,1,0,somewhat direct,0,0,0,0.0,0,0,0.0,0,0,0.21296389917120018,0,0,UNRESPONSIVE,None,2.0,True,None,1,FAST,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
382,0,1,1,True,desert,True,False,False,False,False,seconds,few,low,equal,False,False,False,True,True,135.0,11.0,45.0,3.0,0.0,0.0,3.0,-0.0,135.0,3.0,1.0,135.0,45.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,3,"{'name': 'SITREP', 'params': {'casualty': 'Patient A'}}",0.398064452495,0.0,0.0,0.0,0,5.8513891142945016e-18,0,0,0,1,7.314236392868128e-18,0,7.021666937153402e-17,0,0,1.0239930950015378e-17,None,0,None,0.0,None,0,0,0,0,1,0,0,0.07077786484000001,0,0,0.12400059432111527,0,0,0,0,0,0,0,0,3.291406376790657e-18,0,0,0,0.0,0,0,0,neutral,0,0,0,False,0,0,None,0,9.666031817309092,no intent,0,0.1196823489555658,0.025773032440000027,0.06876893242,0,None,None,0,0.5407521542977807,0,0,0,somewhat direct,0,0,0,7.489778066296962e-16,0,0,1.1702778228589003e-17,0,0,0.03343,0,0,None,None,0.0,False,None,0,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
383,1,0,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,360.0,11.0,120.0,3.0,0.0,0.0,3.0,-0.0,360.0,3.0,1.0,360.0,120.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'MOVE_TO_EVAC', 'params': {'evac_id': 'air_evac_military_hospital', 'casualty': 'Patient B'}}",1.0,0.0,0.0,0.0,0,5.394714207615781e-17,0,0,0,0,4.8956233716268386e-17,0,3.700743415417188e-17,0,0,0.0,1.0,0,True,2.4478116858134193e-17,AGONY,0,0,0,0,0,0,0,0.0,0,0,0.581499836874719,0,0,0,0,0,0,0,0,1.895890425063565e-18,0,0,0,360.0,0,0,0,neutral,0,0,0,True,0,0,None,0,9.626800496774973,no intent,0,1.0,0.011560374729953641,0.40543380358551095,0,NORMAL,None,0,0.9807488121943708,0,0,0,none,0,0,0,0.0,0,0,0.0,0,0,0.46936086103646585,0,0,PAIN,{'MoralDesert': 1.0},3.0,True,None,0,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
