index,unvisited_count,injured_count,others_tagged_or_uninjured,aid_available,environment_type,questioning,assessing,treating,tagging,leaving,All Predictors.moral_desert(0.6)-maximization(0.2).time,All Predictors.moral_desert(0.6)-maximization(0.2).resources,All Predictors.moral_desert(0.6)-maximization(0.2).risk_reward_ratio,All Predictors.moral_desert(0.6)-maximization(0.2).system,Take-The-Best Priority,Exhaustive Priority,Tallying Priority,Satisfactory Priority,One-Bounce Priority,SEVERITY,SUPPLIES_REMAINING,AVERAGE_TIME_USED,DAMAGE_PER_SECOND,MEDSIM_P_DEATH,MEDSIM_P_DEATH_ONE_MIN_LATER,SEVERITY_CHANGE,SUPPLIES_USED,SEVEREST_SEVERITY,SEVEREST_SEVERITY_CHANGE,NONDETERMINISM.outcome_0.PROBABILITY,NONDETERMINISM.outcome_0.SEVERITY,NONDETERMINISM.outcome_0.AVERAGE_TIME_USED,NONDETERMINISM.outcome_0.JUSTIFICATION.severity,NONDETERMINISM.outcome_0.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_0.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_0.MORBIDITY.HIGHEST_P_DEATH,WEIGHTED_RESOURCE_SCORE,SMOL_MEDICAL_SOUNDNESS,INFORMATION_GAINED,action,moraldesert,SMOL_MEDICAL_SOUNDNESS.stdev,MEDSIM_P_DEATH.stdev,MEDSIM_P_DEATH_ONE_MIN_LATER.stdev,HRA Strategy.time-system.satisfactory,pInternalBleeding.stdev,HRA Strategy.resources-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.one-bounce,HRA Strategy.time-system.one-bounce,pDeath.stdev,HRA Strategy.time-resources.tallying,entropyDeath.stdev,HRA Strategy.risk_reward_ratio-system.tallying,HRA Strategy.resources-system.tallying,pExternalBleeding.stdev,HRA Strategy.time-risk_reward_ratio-system.satisfactory,conscious,pBrainInjury.stdev,mental_status,HRA Strategy.time-resources.one-bounce,HRA Strategy.resources-system.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.satisfactory,HRA Strategy.time-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-system.exhaustive,HRA Strategy.time-resources-system.one-bounce,pExternalBleeding,HRA Strategy.time-resources-risk_reward_ratio.exhaustive,HRA Strategy.time-system.tallying,pDeath,HRA Strategy.time-resources-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio.exhaustive,HRA Strategy.time-resources-risk_reward_ratio-system.take-the-best,HRA Strategy.resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.take-the-best,HRA Strategy.time-resources-risk_reward_ratio.tallying,HRA Strategy.time-risk_reward_ratio-system.take-the-best,HRA Strategy.risk_reward_ratio-system.one-bounce,pAirwayBlocked.stdev,HRA Strategy.time-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources.take-the-best,HRA Strategy.time-resources-risk_reward_ratio-system.exhaustive,ACTION_TARGET_SEVERITY,HRA Strategy.resources-risk_reward_ratio.take-the-best,HRA Strategy.time-risk_reward_ratio.satisfactory,HRA Strategy.risk_reward_ratio-system.exhaustive,relationship,HRA Strategy.time-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-risk_reward_ratio.satisfactory,tagged,HRA Strategy.time-resources-system.satisfactory,HRA Strategy.risk_reward_ratio-system.satisfactory,rank,HRA Strategy.time-resources.satisfactory,entropy,intent,HRA Strategy.resources-risk_reward_ratio.satisfactory,pPain,pAirwayBlocked,pInternalBleeding,HRA Strategy.time-resources-risk_reward_ratio-system.satisfactory,breathing,HRA Strategy.resources-system.satisfactory,entropyDeath,HRA Strategy.resources-risk_reward_ratio-system.take-the-best,HRA Strategy.time-risk_reward_ratio.one-bounce,HRA Strategy.time-resources.exhaustive,directness_of_causality,HRA Strategy.resources-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources-risk_reward_ratio.take-the-best,HRA Strategy.time-resources-system.tallying,entropy.stdev,HRA Strategy.risk_reward_ratio-system.take-the-best,HRA Strategy.time-system.exhaustive,pPain.stdev,HRA Strategy.time-risk_reward_ratio.take-the-best,HRA Strategy.time-system.take-the-best,pBrainInjury,HRA Strategy.resources-risk_reward_ratio.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.tallying,avpu,ACTION_TARGET_SEVERITY_CHANGE,visited,age,HRA Strategy.resources-risk_reward_ratio-system.one-bounce,hrpmin,HRA Strategy.time-resources-system.take-the-best,category,hint,treatment,hint.MoralDesert,NONDETERMINISM.outcome_2.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_2.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.AVERAGE_TIME_USED,NONDETERMINISM.outcome_4.SEVERITY,NONDETERMINISM.outcome_2.JUSTIFICATION.severity,NONDETERMINISM.outcome_4.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.PROBABILITY,NONDETERMINISM.outcome_4.JUSTIFICATION.severity,NONDETERMINISM.outcome_2.PROBABILITY,NONDETERMINISM.outcome_2.SEVERITY,NONDETERMINISM.outcome_4.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_4.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.PROBABILITY,NONDETERMINISM.outcome_6.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_6.SEVERITY,NONDETERMINISM.outcome_6.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_6.JUSTIFICATION.severity,NONDETERMINISM.outcome_6.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.severity,NONDETERMINISM.outcome_8.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_8.PROBABILITY,NONDETERMINISM.outcome_8.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.SEVERITY,NONDETERMINISM.outcome_8.AVERAGE_TIME_USED
61,1,0,1,True,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,True,True,60.0,12.0,30.0,2.0,0.0,0.0,2.0,-0.0,60.0,2.0,1.0,60.0,30.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient A', 'category': 'MINIMAL'}}",0.48930244795625,0.0,0.0,0.0,1,3.366033790143034e-17,1,1,1,1,4.997066929673986e-17,1,4.503960156849331e-17,1,1,0.0,1,True,2.8115772042945095e-17,SHOCK,1,1,1,1,1,1,1,0.0,1,1,0.3707641592507672,1,1,1,1,1,1,1,1,2.191987711676475e-20,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,8.19709836447257,no intent,1,0.19869806831489983,0.00010076590125681011,0.3225934100268429,1,FAST,1,0.9512570279173076,1,1,1,somewhat indirect,1,1,1,7.48684262504516e-16,1,1,3.0595727664811525e-17,1,1,0.2647343987204261,1,1,VOICE,2.0,True,None,1,FAST,1,MINIMAL,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
62,0,1,1,True,desert,False,True,False,False,False,seconds,few,low,equal,True,True,True,False,False,90.0,12.0,45.0,2.0,0.0,0.0,2.0,-0.0,90.0,2.0,1.0,90.0,45.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,2,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient B'}}",0.529403,0.0,0.0,0.0,0,9.154719427437431e-18,0,0,1,0,1.3140379797438299e-17,0,9.887241653868909e-17,0,1,6.9132833717640874e-18,0,None,3.964333521506252e-18,None,0,1,1,0,0,1,1,0.07077786484000001,0,0,0.12400059432111528,1,0,0,0,1,0,0,1,3.133656323905203e-18,0,0,1,0.0,0,0,0,neutral,0,1,0,False,1,0,None,0,9.666031817309092,no intent,0,0.11968234895556579,0.025773032440000027,0.06876893242,1,None,1,0.5407521542977808,1,0,0,none,1,0,1,6.286844921342339e-16,0,0,1.2095606507216869e-17,0,0,0.03343,0,1,None,0.0,False,None,1,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
63,0,1,1,True,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,120.0,12.0,30.0,4.0,0.0,0.0,4.0,-0.0,60.0,2.0,1.0,120.0,30.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient B', 'category': 'MINIMAL'}}",0.450698,0.0,0.0,0.0,1,3.570611593983173e-17,1,1,1,1,5.2842464605958554e-17,1,3.87173724214237e-17,1,1,0.0,1,True,1.977231207706339e-17,SHOCK,1,1,1,1,1,1,1,0.0,1,1,0.3707641592507672,1,1,1,1,1,1,1,1,2.2485052749139808e-20,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,8.19709836447257,no intent,1,0.1986980683148998,0.00010076590125681011,0.3225934100268429,1,FAST,1,0.9512570279173076,1,1,1,none,1,1,1,6.374816786139034e-16,1,1,3.3105156811974895e-17,1,1,0.2647343987204261,1,1,VOICE,2.0,True,None,1,FAST,1,MINIMAL,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
64,1,0,1,True,desert,False,True,False,False,False,seconds,few,low,equal,False,False,False,True,True,0.0,12.0,45.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,45.0,Damage Per Second 0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,2,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient A'}}",0.446403553526375,0.0,0.0,0.0,1,8.302459031980975e-18,0,0,1,0,1.630256623444651e-17,0,9.836893828668815e-17,1,1,7.459757087697327e-18,1,None,3.639416372755817e-18,UNRESPONSIVE,0,1,1,1,0,1,1,0.07077786484000001,0,1,0.12400059432111528,1,0,0,0,1,0,0,1,3.3145223963574314e-18,0,0,1,0.0,0,0,1,neutral,0,1,0,False,1,1,None,0,9.666031817309092,no intent,0,0.11968234895556579,0.025773032440000027,0.06876893242,1,None,1,0.5407521542977808,1,0,0,somewhat indirect,1,0,1,8.572022350888841e-16,1,0,1.1383992532387697e-17,0,0,0.03343,0,1,None,0.0,False,None,1,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
65,1,0,1,True,desert,True,False,False,False,False,seconds,few,low,equal,False,False,False,True,True,0.0,12.0,45.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,45.0,Damage Per Second 0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,3,"{'name': 'SITREP', 'params': {'casualty': 'Patient A'}}",0.48835550201686934,0.0,0.0,0.0,0,8.340479108112476e-18,0,0,0,1,1.607163958299283e-17,0,1.0016710264202674e-16,0,0,7.574675462469297e-18,0,None,4.015057954140251e-18,None,0,0,0,0,1,0,0,0.07077786484000001,0,0,0.12400059432111528,0,0,0,0,0,0,0,0,3.3189874682420975e-18,0,0,0,0.0,0,0,0,neutral,0,0,0,False,0,0,None,0,9.666031817309092,no intent,0,0.11968234895556579,0.025773032440000027,0.06876893242,0,None,0,0.5407521542977808,0,0,0,somewhat indirect,0,0,0,7.257120437567905e-16,0,0,1.19704482601239e-17,0,0,0.03343,0,0,None,0.0,False,None,0,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
66,0,1,1,True,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,120.0,12.0,30.0,4.0,0.0,0.0,4.0,-0.0,60.0,2.0,1.0,120.0,30.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient B', 'category': 'EXPECTANT'}}",0.41676384615384615,0.0,0.0,0.0,1,3.384062018675341e-17,1,1,1,1,5.1178752665209035e-17,1,4.599521681306382e-17,1,1,0.0,1,True,1.490713540190854e-17,SHOCK,1,1,1,1,1,1,1,0.0,1,1,0.3707641592507672,1,1,1,1,1,1,1,1,1.9011198263095087e-20,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,8.19709836447257,no intent,1,0.1986980683148998,0.00010076590125681012,0.32259341002684283,1,FAST,1,0.9512570279173076,1,1,1,none,1,1,1,3.7561248490748185e-16,1,1,3.2386587924706434e-17,1,1,0.2647343987204261,1,1,VOICE,2.0,True,None,1,FAST,1,EXPECTANT,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
67,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,480.0,12.0,120.0,4.0,0.0,0.0,4.0,-0.0,240.0,2.0,1.0,480.0,120.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'MOVE_TO_EVAC', 'params': {'evac_id': 'air_evac_military_hospital', 'casualty': 'Patient A'}}",0.0,0.0,0.0,0.0,0,3.7897591041633257e-17,0,0,0,0,4.62529862248864e-17,0,4.2664835842645865e-17,0,0,0.0,0,True,3.0645533136434224e-17,SHOCK,0,0,0,0,0,0,0,0.0,0,0,0.3707641592507672,0,0,0,0,0,0,0,0,2.1129360470439554e-20,0,0,0,240.0,0,0,0,neutral,0,0,0,True,0,0,None,0,8.19709836447257,no intent,0,0.1986980683148998,0.00010076590125681011,0.32259341002684283,0,FAST,0,0.9512570279173076,0,0,0,somewhat indirect,0,0,0,5.39316283813187e-16,0,0,3.010637000512121e-17,0,0,0.2647343987204261,0,0,VOICE,2.0,True,None,0,FAST,0,None,{'MoralDesert': 0.0},None,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
68,1,0,1,True,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,60.0,12.0,30.0,2.0,0.0,0.0,2.0,-0.0,60.0,2.0,1.0,60.0,30.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient B', 'category': 'EXPECTANT'}}",0.5239479042932204,0.0,0.0,0.0,1,3.74097488545099e-17,1,1,1,1,4.983998677403483e-17,1,4.231794185732433e-17,1,1,0.0,1,True,2.6598124832300364e-17,SHOCK,1,1,1,1,1,1,1,0.0,1,1,0.3707641592507672,1,1,1,1,1,1,1,1,2.2002935936207502e-20,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,8.19709836447257,no intent,1,0.1986980683148998,0.00010076590125681011,0.3225934100268429,1,FAST,1,0.9512570279173076,1,1,1,none,1,1,1,5.760486881351376e-16,1,1,3.413071491441235e-17,1,1,0.2647343987204261,1,1,VOICE,2.0,True,None,1,FAST,1,EXPECTANT,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
69,0,1,1,True,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,True,True,120.0,12.0,30.0,4.0,0.0,0.0,4.0,-0.0,60.0,2.0,1.0,120.0,30.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient A', 'category': 'IMMEDIATE'}}",0.3132655172413793,0.0,0.0,0.0,1,3.8074473011265237e-17,1,1,1,1,5.219927146066983e-17,1,4.57690352723012e-17,1,1,0.0,1,True,2.133992272997069e-17,SHOCK,1,1,1,1,1,1,1,0.0,1,1,0.3707641592507672,1,1,1,1,1,1,1,1,2.3212031439909082e-20,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,8.19709836447257,no intent,1,0.1986980683148998,0.00010076590125681011,0.3225934100268429,1,FAST,1,0.9512570279173076,1,1,1,somewhat indirect,1,1,1,5.505534636089553e-16,1,1,3.5280858253889755e-17,1,1,0.2647343987204261,1,1,VOICE,2.0,True,None,1,FAST,1,IMMEDIATE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
70,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,80.0,11.0,20.0,4.0,0.0,0.0,4.0,1.0,40.0,2.0,1.0,80.0,20.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,4,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.5225,0.0,0.0,0.0,1,3.4810169331674846e-17,1,1,0,1,5.1095944248947334e-17,1,3.8540477162871036e-17,1,0,0.0,1,True,1.7821201216991513e-17,SHOCK,1,0,1,1,1,1,1,0.0,1,1,0.3707641592507672,1,1,1,1,0,1,1,1,1.8303418078676452e-20,1,1,1,40.0,1,1,1,neutral,1,1,1,True,1,1,None,1,8.19709836447257,no intent,1,0.1986980683148998,0.00010076590125681011,0.32259341002684283,1,FAST,0,0.9512570279173076,1,1,1,somewhat indirect,1,1,1,5.702784389437284e-16,1,1,2.7748239663177367e-17,1,1,0.2647343987204261,1,1,VOICE,2.0,True,None,1,FAST,1,None,None,Pain Medications,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
71,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,480.0,11.0,120.0,4.0,0.0,0.0,4.0,-0.0,240.0,2.0,1.0,480.0,120.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'MOVE_TO_EVAC', 'params': {'evac_id': 'air_evac_military_hospital', 'casualty': 'Patient A'}}",0.0,0.0,0.0,0.0,1,3.584555578903648e-17,1,1,1,1,4.589334844521491e-17,1,4.422064702227917e-17,1,1,0.0,1,True,2.2906693538283744e-17,SHOCK,1,1,1,1,1,1,1,0.0,1,1,0.3707641592507672,1,1,1,1,1,1,1,1,2.0198774292798154e-20,1,1,1,240.0,1,1,1,neutral,1,1,1,True,1,1,None,1,8.19709836447257,no intent,1,0.1986980683148998,0.00010076590125681012,0.3225934100268429,1,FAST,1,0.9512570279173076,1,1,1,somewhat indirect,1,1,1,5.294672338522686e-16,1,1,3.066686726900468e-17,1,1,0.2647343987204261,1,1,VOICE,2.0,True,None,1,FAST,1,None,{'MoralDesert': 0.0},None,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
72,1,0,1,True,desert,False,True,False,False,False,seconds,few,low,equal,True,True,True,False,False,0.0,12.0,45.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,45.0,Damage Per Second 0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,2,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient B'}}",0.49945595648371627,0.0,0.0,0.0,0,7.672317329600065e-18,0,0,1,0,1.544792004167413e-17,0,1.0113243786150439e-16,0,1,8.495819042207783e-18,0,None,3.6895521826334964e-18,None,0,1,1,0,0,1,1,0.07077786484000001,0,0,0.12400059432111528,1,0,0,0,1,0,0,1,3.2345008442435696e-18,0,0,1,0.0,0,0,0,neutral,0,1,0,False,1,0,None,0,9.666031817309092,no intent,0,0.11968234895556579,0.025773032440000027,0.06876893242,1,None,1,0.5407521542977808,1,0,0,none,1,0,1,7.894294564617117e-16,0,0,1.2412179671272028e-17,0,0,0.03343,0,1,None,0.0,False,None,1,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
73,1,0,1,True,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,60.0,12.0,30.0,2.0,0.0,0.0,2.0,-0.0,60.0,2.0,1.0,60.0,30.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient B', 'category': 'DELAYED'}}",0.4531188208490566,0.0,0.0,0.0,1,3.7114702304236775e-17,1,1,1,1,5.37926281959604e-17,1,4.3853559610100746e-17,1,1,0.0,1,True,2.5200827138865696e-17,SHOCK,1,1,1,1,1,1,1,0.0,1,1,0.3707641592507672,1,1,1,1,1,1,1,1,2.2499515053895067e-20,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,8.19709836447257,no intent,1,0.1986980683148998,0.00010076590125681011,0.32259341002684283,1,FAST,1,0.9512570279173076,1,1,1,none,1,1,1,6.733458670711299e-16,1,1,3.06646933054604e-17,1,1,0.2647343987204261,1,1,VOICE,2.0,True,None,1,FAST,1,DELAYED,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
74,0,1,1,True,desert,False,True,False,False,False,seconds,few,low,equal,False,False,False,True,True,90.0,12.0,45.0,2.0,0.0,0.0,2.0,-0.0,90.0,2.0,1.0,90.0,45.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,2,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient A'}}",0.4124035625,0.0,0.0,0.0,0,8.353663590756902e-18,0,0,1,0,1.6336427507941608e-17,0,9.80032532354735e-17,0,1,5.832360156212454e-18,0,None,3.855716974267104e-18,None,0,1,1,0,0,1,1,0.07077786484000001,0,0,0.12400059432111528,1,0,0,0,1,0,0,1,2.958093792103203e-18,0,0,1,0.0,0,0,0,neutral,0,1,0,False,1,0,None,0,9.666031817309092,no intent,0,0.11968234895556579,0.025773032440000027,0.06876893242,1,None,1,0.5407521542977808,1,0,0,somewhat indirect,1,0,1,7.121270024666099e-16,0,0,1.1610990315520314e-17,0,0,0.03343,0,1,None,0.0,False,None,1,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
75,1,0,1,True,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,60.0,12.0,30.0,2.0,0.0,0.0,2.0,-0.0,60.0,2.0,1.0,60.0,30.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient B', 'category': 'IMMEDIATE'}}",0.47263480127298135,0.0,0.0,0.0,1,3.457271749948518e-17,1,1,1,1,4.930737676137905e-17,1,4.7714405745287814e-17,1,1,0.0,1,True,2.5896069473494955e-17,SHOCK,1,1,1,1,1,1,1,0.0,1,1,0.3707641592507672,1,1,1,1,1,1,1,1,2.1597787566501106e-20,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,8.19709836447257,no intent,1,0.1986980683148998,0.00010076590125681011,0.32259341002684283,1,FAST,1,0.9512570279173076,1,1,1,none,1,1,1,5.020881463134275e-16,1,1,3.2156197242110186e-17,1,1,0.2647343987204261,1,1,VOICE,2.0,True,None,1,FAST,1,IMMEDIATE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
76,0,1,1,True,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,True,True,120.0,12.0,30.0,4.0,0.0,0.0,4.0,-0.0,60.0,2.0,1.0,120.0,30.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient A', 'category': 'MINIMAL'}}",0.40133,0.0,0.0,0.0,1,4.2459952013077375e-17,1,1,1,1,4.2459952013077375e-17,1,4.516810283266961e-17,1,1,0.0,1,True,3.154814060856911e-17,SHOCK,1,1,1,1,1,1,1,0.0,1,1,0.3707641592507672,1,1,1,1,1,1,1,1,2.7660164230052427e-20,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,8.19709836447257,no intent,1,0.1986980683148998,0.00010076590125681012,0.3225934100268429,1,FAST,1,0.9512570279173076,1,1,1,somewhat indirect,1,1,1,5.420172339920353e-16,1,1,2.8542008152020476e-17,1,1,0.2647343987204261,1,1,VOICE,2.0,True,None,1,FAST,1,MINIMAL,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
77,0,1,1,True,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,True,True,120.0,12.0,30.0,4.0,0.0,0.0,4.0,-0.0,60.0,2.0,1.0,120.0,30.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient A', 'category': 'EXPECTANT'}}",0.5775065789473685,0.0,0.0,0.0,1,3.817670098967701e-17,1,1,1,1,5.085440500622396e-17,1,4.783412379336062e-17,1,1,0.0,1,True,1.5169882724047284e-17,SHOCK,1,1,1,1,1,1,1,0.0,1,1,0.3707641592507672,1,1,1,1,1,1,1,1,1.733747848608292e-20,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,8.19709836447257,no intent,1,0.1986980683148998,0.00010076590125681011,0.32259341002684283,1,FAST,1,0.9512570279173076,1,1,1,somewhat indirect,1,1,1,5.524678452955542e-16,1,1,2.5939210978827643e-17,1,1,0.2647343987204261,1,1,VOICE,2.0,True,None,1,FAST,1,EXPECTANT,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
