index,unvisited_count,injured_count,others_tagged_or_uninjured,aid_available,environment_type,questioning,assessing,treating,tagging,leaving,All Predictors.moral_desert(0.6)-maximization(0.2).time,All Predictors.moral_desert(0.6)-maximization(0.2).resources,All Predictors.moral_desert(0.6)-maximization(0.2).risk_reward_ratio,All Predictors.moral_desert(0.6)-maximization(0.2).system,Take-The-Best Priority,Exhaustive Priority,Tallying Priority,Satisfactory Priority,One-Bounce Priority,SEVERITY,SUPPLIES_REMAINING,AVERAGE_TIME_USED,DAMAGE_PER_SECOND,MEDSIM_P_DEATH,MEDSIM_P_DEATH_ONE_MIN_LATER,SEVERITY_CHANGE,SUPPLIES_USED,SEVEREST_SEVERITY,SEVEREST_SEVERITY_CHANGE,NONDETERMINISM.outcome_0.PROBABILITY,NONDETERMINISM.outcome_0.SEVERITY,NONDETERMINISM.outcome_0.AVERAGE_TIME_USED,NONDETERMINISM.outcome_0.JUSTIFICATION.severity,NONDETERMINISM.outcome_0.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_0.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_0.MORBIDITY.HIGHEST_P_DEATH,WEIGHTED_RESOURCE_SCORE,SMOL_MEDICAL_SOUNDNESS,INFORMATION_GAINED,action,moraldesert,SMOL_MEDICAL_SOUNDNESS.stdev,MEDSIM_P_DEATH.stdev,MEDSIM_P_DEATH_ONE_MIN_LATER.stdev,HRA Strategy.time-system.satisfactory,pInternalBleeding.stdev,HRA Strategy.resources-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.one-bounce,HRA Strategy.time-system.one-bounce,pDeath.stdev,HRA Strategy.time-resources.tallying,entropyDeath.stdev,HRA Strategy.risk_reward_ratio-system.tallying,HRA Strategy.resources-system.tallying,pExternalBleeding.stdev,HRA Strategy.time-risk_reward_ratio-system.satisfactory,conscious,pBrainInjury.stdev,mental_status,HRA Strategy.time-resources.one-bounce,HRA Strategy.resources-system.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.satisfactory,HRA Strategy.time-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-system.exhaustive,HRA Strategy.time-resources-system.one-bounce,pExternalBleeding,HRA Strategy.time-resources-risk_reward_ratio.exhaustive,HRA Strategy.time-system.tallying,pDeath,HRA Strategy.time-resources-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio.exhaustive,HRA Strategy.time-resources-risk_reward_ratio-system.take-the-best,HRA Strategy.resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.take-the-best,HRA Strategy.time-resources-risk_reward_ratio.tallying,HRA Strategy.time-risk_reward_ratio-system.take-the-best,HRA Strategy.risk_reward_ratio-system.one-bounce,pAirwayBlocked.stdev,HRA Strategy.time-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources.take-the-best,HRA Strategy.time-resources-risk_reward_ratio-system.exhaustive,ACTION_TARGET_SEVERITY,HRA Strategy.resources-risk_reward_ratio.take-the-best,HRA Strategy.time-risk_reward_ratio.satisfactory,HRA Strategy.risk_reward_ratio-system.exhaustive,relationship,HRA Strategy.time-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-risk_reward_ratio.satisfactory,tagged,HRA Strategy.time-resources-system.satisfactory,HRA Strategy.risk_reward_ratio-system.satisfactory,rank,HRA Strategy.time-resources.satisfactory,entropy,intent,HRA Strategy.resources-risk_reward_ratio.satisfactory,pPain,pAirwayBlocked,pInternalBleeding,HRA Strategy.time-resources-risk_reward_ratio-system.satisfactory,breathing,HRA Strategy.resources-system.satisfactory,entropyDeath,HRA Strategy.resources-risk_reward_ratio-system.take-the-best,HRA Strategy.time-risk_reward_ratio.one-bounce,HRA Strategy.time-resources.exhaustive,directness_of_causality,HRA Strategy.resources-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources-risk_reward_ratio.take-the-best,HRA Strategy.time-resources-system.tallying,entropy.stdev,HRA Strategy.risk_reward_ratio-system.take-the-best,HRA Strategy.time-system.exhaustive,pPain.stdev,HRA Strategy.time-risk_reward_ratio.take-the-best,HRA Strategy.time-system.take-the-best,pBrainInjury,HRA Strategy.resources-risk_reward_ratio.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.tallying,avpu,ACTION_TARGET_SEVERITY_CHANGE,visited,age,HRA Strategy.resources-risk_reward_ratio-system.one-bounce,hrpmin,HRA Strategy.time-resources-system.take-the-best,category,hint,hint.MoralDesert,treatment,NONDETERMINISM.outcome_2.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_2.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.AVERAGE_TIME_USED,NONDETERMINISM.outcome_4.SEVERITY,NONDETERMINISM.outcome_2.JUSTIFICATION.severity,NONDETERMINISM.outcome_4.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.PROBABILITY,NONDETERMINISM.outcome_4.JUSTIFICATION.severity,NONDETERMINISM.outcome_2.PROBABILITY,NONDETERMINISM.outcome_2.SEVERITY,NONDETERMINISM.outcome_4.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_4.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.PROBABILITY,NONDETERMINISM.outcome_6.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_6.SEVERITY,NONDETERMINISM.outcome_6.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_6.JUSTIFICATION.severity,NONDETERMINISM.outcome_6.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.severity,NONDETERMINISM.outcome_8.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_8.PROBABILITY,NONDETERMINISM.outcome_8.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.SEVERITY,NONDETERMINISM.outcome_8.AVERAGE_TIME_USED,NONDETERMINISM.outcome_10.AVERAGE_TIME_USED,NONDETERMINISM.outcome_10.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_10.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_10.PROBABILITY,NONDETERMINISM.outcome_10.JUSTIFICATION.severity,NONDETERMINISM.outcome_10.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_10.SEVERITY
178,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,8925.0,11.0,175.0,50.5,0.9999,0.9999,51.0,1.0,8837.5,50.5,0.3888888888888889,10200.0,200.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.97838651597,0.0,4.965068306494546e-17,0.0,0,1.5823112613210483e-17,0,1,0,1,2.482534153247273e-17,0,9.930136612989092e-17,0,0,6.206335383118182e-18,0,None,3.103167691559091e-18,None,1,0,0,0,1,0,1,0.07077786484000001,0,0,0.12400059432111527,0,0,0,0,0,0,0,0,1.9002943576525366e-18,0,0,0,87.5,0,0,0,neutral,0,1,0,False,0,0,None,0,9.666031817309092,no intent,0,0.11968234895556579,0.025773032440000027,0.06876893242000001,0,None,0,0.5407521542977807,0,1,0,none,0,0,0,7.944109290391273e-16,0,0,6.206335383118182e-18,0,0,0.03343,0,0,None,0.5,False,None,0,None,0,None,None,None,Hemostatic gauze,0.9999,None,0.9999,150.0,None,Damage Per Second 50.5,None,None,None,0.6111111111111112,7650.0,None,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
179,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,1837.5,9.0,35.0,52.5,0.5,0.9999,52.5,1.0,1767.5,50.5,1.0,1837.5,35.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,0.5,0.5,3,66,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'location': 'left face', 'treatment': 'Nasopharyngeal airway'}}",0.8202941176470588,0.0,0.0,0.0,1,3.3526842772503686e-18,0,1,0,1,5.3853727041438086e-17,1,1.0526044689275758e-16,0,0,0.0,1,False,3.530141589250027e-17,UNRESPONSIVE,1,0,0,1,1,1,1,1.0,1,1,0.9486588464711658,1,1,1,1,0,1,1,1,2.1254266911741168e-17,1,1,1,70.0,0,1,0,neutral,1,1,1,True,1,0,None,1,4.306825698988571,no intent,0,0.0,0.11202916936833884,0.02573527984072292,1,RESTRICTED,0,0.2920669929788423,0,1,1,none,0,1,1,5.221312556511529e-16,0,1,0.0,1,1,0.2124062432588175,0,0,UNRESPONSIVE,2.0,True,None,1,FAINT,1,None,None,None,Nasopharyngeal airway,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
180,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,3020.625,11.0,90.0,27.25,0.1515567708333333,0.5499499999999999,33.5625,1.0,2840.625,31.5625,0.90625,1316.25,90.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,1,87.66666666666667,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Tourniquet', 'location': 'left calf'}}",0.3374585,1.505545305418162,0.027649204781785397,0.0,0,1.622376114632246e-17,0,0,0,0,5.733167046599012e-17,0,5.733167046599012e-17,0,0,0.0,0,True,2.2803532291830442e-17,SHOCK,0,0,0,0,0,0,0,1.0,0,0,0.9083907292415907,0,0,0,0,0,0,0,0,5.68560415854049e-20,0,0,0,2840.625,0,0,0,neutral,0,0,0,True,0,0,None,0,4.677795356994263,no intent,0,0.9205578552864688,0.0003765446321523808,0.09880538624354533,0,FAST,0,0.44181866481587934,0,0,0,direct,0,0,0,4.864753555590494e-16,0,0,6.080941944488117e-17,0,0,0.12383361360390632,0,0,PAIN,31.5625,True,None,0,FAST,0,None,None,None,Tourniquet,0.9999,None,0.9999,90.0,None,Damage Per Second 52.5,None,None,None,0.09375,4725.0,None,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
181,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,8575.0,9.0,166.66666666666666,51.166666666666664,0.9999,0.9998999999999999,51.45,1.0,8416.666666666666,50.5,0.6153846153846154,7650.0,150.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.0050000000000000044,0.0,0.0,0.0,0,7.359808400080195e-18,0,1,0,1,0.0,0,3.925231146709438e-17,0,0,0.0,0,False,0.0,UNRESPONSIVE,1,0,0,0,1,0,1,1.0,0,0,0.9486588464711658,0,0,0,0,0,0,0,0,2.943923360032078e-17,0,0,0,158.33333333333334,0,0,0,neutral,0,1,0,True,0,0,None,0,4.306825698988571,no intent,0,0.0,0.11202916936833884,0.02573527984072292,0,RESTRICTED,0,0.2920669929788422,0,1,0,none,0,0,0,0.0,0,0,0.0,0,0,0.21240624325881752,0,0,UNRESPONSIVE,0.9500000000000001,True,None,0,FAINT,0,None,None,None,Hemostatic gauze,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,200.0,7875.0,Damage Per Second 50.5,0.9999,0.10256410256410256,Damage Per Second 52.5,0.28205128205128205,10200.0,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,150.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
182,1,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,1837.5,10.0,35.0,52.5,0.5,0.9999,52.5,1.0,1767.5,50.5,1.0,1837.5,35.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,0.5,0.5,3,66,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'location': 'left face', 'treatment': 'Nasopharyngeal airway'}}",0.661724722225,0.0,0.0,0.0,0,4.743485230086997e-18,0,1,0,1,7.180496938858412e-17,0,7.264156036369772e-17,0,0,0.0,0,False,5.175595650514167e-17,UNRESPONSIVE,1,0,0,0,1,0,1,1.0,0,0,0.9486588464711658,0,0,0,1,0,0,0,1,2.3918914763837796e-17,0,0,0,70.0,0,0,0,neutral,0,1,0,True,0,0,None,0,4.306825698988572,no intent,0,0.0,0.11202916936833884,0.02573527984072292,0,RESTRICTED,0,0.2920669929788423,0,1,0,none,0,0,0,6.259812104177395e-16,0,0,0.0,0,0,0.2124062432588175,0,0,UNRESPONSIVE,2.0,True,None,1,FAINT,0,None,None,None,Nasopharyngeal airway,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
183,0,1,1,True,desert,False,True,False,False,False,seconds,few,low,equal,False,False,False,True,True,2362.5,10.0,45.0,52.5,0.5,0.9999,52.5,-0.0,2272.5,50.5,1.0,2362.5,45.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,0.5,0.5,5,66,2,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient A'}}",0.49754975,0.0,0.0,0.0,0,0.0,0,0,1,0,0.0,0,2.3551386880256624e-16,0,1,0.0,0,None,3.925231146709438e-17,None,0,1,1,0,0,0,0,0.9423982429944374,0,0,0.9230691859105778,0,0,0,0,1,0,0,1,0.0,0,0,0,2272.5,0,0,0,neutral,0,0,0,False,1,0,None,0,15.887178841356345,no intent,0,0.9648855357303467,0.15405741138905238,0.41198122856892394,1,None,1,0.3912713004723299,1,0,0,direct,1,0,1,1.2560739669470201e-15,0,0,0.0,0,0,0.2000400135967367,0,1,None,50.5,False,None,1,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
184,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,6300.0,11.0,120.0,52.5,0.9999,0.9999,52.5,-0.0,6060.0,50.5,1.0,6300.0,120.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,5,48,0,"{'name': 'MOVE_TO_EVAC', 'params': {'evac_id': 'air_evac_military_hospital', 'casualty': 'Patient B'}}",1.0,0.0,0.0,0.0,0,8.737457809151425e-18,0,0,0,0,1.743349599234654e-17,0,1.0737845195072667e-16,0,0,6.928467310633477e-18,0,None,3.6372962716178254e-18,None,0,0,0,0,0,0,0,0.07077786484000001,0,0,0.12400059432111528,0,0,0,0,0,0,0,0,3.485040050529316e-18,0,0,0,240.0,0,0,0,neutral,0,0,0,False,0,0,None,0,9.666031817309092,no intent,0,0.11968234895556579,0.025773032440000027,0.06876893242,0,None,0,0.5407521542977808,0,0,0,none,0,0,0,7.0532251498118e-16,0,0,1.484433045948019e-17,0,0,0.03343,0,0,None,2.0,False,None,0,None,0,None,{'MoralDesert': 1.0},1.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
185,0,1,1,True,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,True,True,1575.0,11.0,30.0,52.5,0.09999999999999998,0.9999,52.5,-0.0,1515.0,50.5,1.0,1575.0,30.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,5,90,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient A', 'category': 'IMMEDIATE'}}",0.54186254208125,0.0,0.0,0.0,1,1.8148331397635344e-17,1,1,1,1,5.59119589721807e-17,1,0.0,1,1,0.0,1,True,2.3832955617240112e-17,SHOCK,1,1,1,1,1,1,1,1.0,1,1,0.9083907292415906,1,1,1,1,1,1,1,1,8.254974260872582e-20,1,1,1,1515.0,1,1,1,neutral,1,1,1,False,1,1,None,1,4.677795356994262,no intent,1,0.9205578552864687,0.00037654463215238077,0.09880538624354533,1,FAST,1,0.4418186648158793,1,1,1,direct,1,1,1,4.3923563013134294e-16,1,1,5.1548279143835586e-17,1,1,0.12383361360390631,1,1,PAIN,50.5,True,None,1,FAST,1,IMMEDIATE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
186,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,1316.25,9.0,90.0,2.0,0.09999999999999998,0.09999999999999998,14.625,1.0,1136.25,12.625,1.0,1316.25,90.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,1,97,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Tourniquet', 'location': 'left calf'}}",0.401,0.0,0.0,0.0,0,1.5202354861220293e-17,0,0,0,0,6.080941944488117e-17,0,0.0,0,0,0.0,0,True,2.5210253502251575e-17,SHOCK,0,0,0,0,0,0,0,1.0,0,0,0.9083907292415907,0,0,0,0,0,0,0,0,6.180903364535345e-20,0,0,0,1136.25,0,0,0,neutral,0,0,0,True,0,0,None,0,4.677795356994263,no intent,0,0.9205578552864687,0.00037654463215238077,0.09880538624354535,0,FAST,0,0.4418186648158793,0,0,0,direct,0,0,0,4.864753555590494e-16,0,0,0.0,0,0,0.12383361360390631,0,0,PAIN,12.625,True,None,0,FAST,0,None,None,None,Tourniquet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
187,0,1,1,True,desert,True,False,False,False,False,seconds,few,low,equal,True,True,True,False,False,2362.5,11.0,45.0,52.5,0.5,0.9999,52.5,-0.0,2272.5,50.5,1.0,2362.5,45.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,0.5,0.5,5,66,3,"{'name': 'SITREP', 'params': {'casualty': 'Patient B'}}",0.4787196896817387,0.0,0.0,0.0,0,7.969883472379e-18,0,0,0,0,1.69877635857626e-17,0,1.0320685456812297e-16,0,0,7.918629670831341e-18,0,None,4.095174275099335e-18,None,0,0,0,0,0,0,0,0.07077786484000001,0,0,0.12400059432111527,0,0,0,0,0,0,0,0,3.2173140973567663e-18,0,0,0,90.0,0,0,0,neutral,0,0,0,False,0,0,None,0,9.666031817309092,no intent,0,0.11968234895556579,0.02577303244000003,0.06876893242,0,None,0,0.5407521542977808,0,0,0,none,0,0,0,7.780776829796682e-16,0,0,1.1175885872732193e-17,0,0,0.03343,0,0,None,2.0,False,None,0,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
188,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,1050.0,10.0,20.0,52.5,0.09999999999999998,0.9999,52.5,1.0,1010.0,50.5,1.0,1050.0,20.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,4,90,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.40199,0.0,0.0,0.0,0,4.2093414554253694e-17,0,0,0,0,0.0,0,3.0404709722440586e-17,0,0,0.0,0,True,1.962615573354719e-17,SHOCK,0,0,0,0,0,0,0,1.0,0,0,0.9077215556582927,0,0,0,0,0,0,0,0,0.0,0,0,0,1010.0,0,0,0,neutral,0,0,0,True,0,0,None,0,6.349946968794728,no intent,0,0.9265955861137354,0.004772656415246141,0.23737855956387705,0,FAST,0,0.4440295872656123,0,0,0,direct,0,0,0,7.944109290391273e-16,0,0,0.0,0,0,0.12589723474533132,0,0,PAIN,50.5,True,None,0,None,0,None,None,None,Pain Medications,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
189,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,6300.0,10.0,120.0,52.5,0.9999,0.9999,52.5,-0.0,6060.0,50.5,1.0,6300.0,120.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,5,48,0,"{'name': 'MOVE_TO_EVAC', 'params': {'evac_id': 'air_evac_military_hospital', 'casualty': 'Patient A'}}",0.0,0.0,0.0,0.0,1,1.616713353499215e-17,1,1,1,1,5.745950043620392e-17,1,0.0,1,1,0.0,1,True,2.0650809094492488e-17,SHOCK,1,1,1,1,1,1,1,1.0,1,1,0.9083907292415907,1,1,1,1,1,1,1,1,6.756875087428777e-20,1,1,1,6060.0,1,1,1,neutral,1,1,1,True,1,1,None,1,4.677795356994263,no intent,1,0.9205578552864687,0.0003765446321523808,0.09880538624354535,1,FAST,1,0.4418186648158793,1,1,1,direct,1,1,1,4.596760034896314e-16,1,1,7.115085681315756e-17,1,1,0.12383361360390632,1,1,PAIN,50.5,True,None,1,FAST,1,None,{'MoralDesert': 0.0},0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
190,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,2082.5,10.0,40.833333333333336,50.5,0.30157694962042786,0.9998999999999999,51.0,1.0,2062.0833333333335,50.5,0.6666666666666666,1530.0,30.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,3,76.4,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Pressure bandage', 'location': 'right face'}}",0.6630427389767,2.3844735867092943,0.03998837977807846,0.0,0,1.1331166295920986e-17,0,0,0,0,1.7131113190470772e-17,0,1.067090976384638e-16,0,0,5.745950043620392e-18,0,None,3.8900265687909785e-18,UNRESPONSIVE,0,0,0,0,0,0,0,0.07077786484000001,0,0,0.12400059432111528,0,0,0,0,0,0,0,0,3.121584278712027e-18,0,0,0,20.416666666666668,0,0,0,neutral,0,0,0,False,0,0,None,0,9.666031817309092,no intent,0,0.11968234895556579,0.025773032440000027,0.06876893242,0,None,0,0.5407521542977808,0,0,0,none,0,0,0,7.354816055834101e-16,0,0,1.3744982955588362e-17,0,0,0.03343,0,0,None,0.5,False,None,0,None,0,None,None,None,Pressure bandage,0.5,probability burn death: 0.0 % probability bleed out: 75.0 % probability asphixia: 0.0 % probability death: 75.0 %,0.5,42.5,2550.0,Damage Per Second 50.5,0.75,0.1111111111111111,Damage Per Second 50.5,0.2222222222222222,2167.5,0.75,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,50.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
191,0,1,1,True,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,1575.0,10.0,30.0,52.5,0.09999999999999998,0.9999,52.5,-0.0,1515.0,50.5,1.0,1575.0,30.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,5,90,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient B', 'category': 'MINIMAL'}}",0.46640182266966074,0.0,0.0,0.0,1,3.0362577448110386e-18,1,1,1,1,0.0,1,2.4394715876806806e-17,1,1,0.0,1,False,2.2729679939696037e-17,UNRESPONSIVE,1,1,1,1,1,1,1,1.0,1,1,0.9702613998482245,1,1,1,1,1,1,1,1,6.982081697868233e-17,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,7.544452648203702,no intent,1,0.0,0.5237787111771464,0.018979795298556222,1,RESTRICTED,1,0.19307925198482598,1,1,1,none,1,1,1,2.7974990695010506e-16,1,1,0.0,1,1,0.18232171342466363,1,1,UNRESPONSIVE,2.0,True,None,1,None,1,MINIMAL,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
192,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,6300.0,10.0,120.0,52.5,0.9999,0.9999,52.5,-0.0,6060.0,50.5,1.0,6300.0,120.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,5,48,0,"{'name': 'MOVE_TO_EVAC', 'params': {'evac_id': 'air_evac_military_hospital', 'casualty': 'Patient B'}}",1.0,0.0,0.0,0.0,0,4.2057828791346805e-18,0,0,0,0,0.0,0,1.821086877782786e-17,0,0,0.0,0,False,2.3880183398436292e-17,UNRESPONSIVE,0,0,0,0,0,0,0,1.0,0,0,0.9702613998482245,0,0,0,0,0,0,0,0,5.441722819335878e-17,0,0,0,240.0,0,0,0,neutral,0,0,0,True,0,0,None,0,7.544452648203702,no intent,0,0.0,0.5237787111771464,0.018979795298556222,0,RESTRICTED,0,0.19307925198482598,0,0,0,none,0,0,0,0.0,0,0,0.0,0,0,0.18232171342466363,0,0,UNRESPONSIVE,2.0,True,None,0,None,0,None,{'MoralDesert': 1.0},1.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
