index,age,tagged,visited,relationship,rank,conscious,mental_status,breathing,hrpmin,avpu,intent,directness_of_causality,unvisited_count,injured_count,others_tagged_or_uninjured,aid_available,environment_type,questioning,assessing,treating,tagging,leaving,All Predictors.moral_desert(0.6)-maximization(0.2).time,All Predictors.moral_desert(0.6)-maximization(0.2).resources,All Predictors.moral_desert(0.6)-maximization(0.2).risk_reward_ratio,All Predictors.moral_desert(0.6)-maximization(0.2).system,Take-The-Best Priority,Exhaustive Priority,Tallying Priority,Satisfactory Priority,One-Bounce Priority,pDeath,pPain,pBrainInjury,pAirwayBlocked,pInternalBleeding,pExternalBleeding,entropy,entropyDeath,SEVERITY,SUPPLIES_REMAINING,AVERAGE_TIME_USED,DAMAGE_PER_SECOND,MEDSIM_P_DEATH,MEDSIM_P_DEATH_ONE_MIN_LATER,SEVERITY_CHANGE,SUPPLIES_USED,ACTION_TARGET_SEVERITY,ACTION_TARGET_SEVERITY_CHANGE,SEVEREST_SEVERITY,SEVEREST_SEVERITY_CHANGE,NONDETERMINISM.outcome_0.PROBABILITY,NONDETERMINISM.outcome_0.SEVERITY,NONDETERMINISM.outcome_0.AVERAGE_TIME_USED,NONDETERMINISM.outcome_0.JUSTIFICATION.severity,NONDETERMINISM.outcome_0.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_0.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_0.MORBIDITY.HIGHEST_P_DEATH,WEIGHTED_RESOURCE_SCORE,SMOL_MEDICAL_SOUNDNESS,INFORMATION_GAINED,action,moraldesert,SMOL_MEDICAL_SOUNDNESS.stdev,MEDSIM_P_DEATH.stdev,entropy.stdev,entropyDeath.stdev,pDeath.stdev,pPain.stdev,pBrainInjury.stdev,pAirwayBlocked.stdev,pInternalBleeding.stdev,pExternalBleeding.stdev,MEDSIM_P_DEATH_ONE_MIN_LATER.stdev,category,HRA Strategy.time-system.satisfactory,HRA Strategy.time-resources-risk_reward_ratio-system.one-bounce,HRA Strategy.resources-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources-risk_reward_ratio.satisfactory,HRA Strategy.time-resources-risk_reward_ratio.exhaustive,HRA Strategy.time-resources-risk_reward_ratio.take-the-best,HRA Strategy.resources-risk_reward_ratio.tallying,HRA Strategy.time-resources-system.tallying,HRA Strategy.time-resources-risk_reward_ratio.one-bounce,HRA Strategy.time-system.tallying,HRA Strategy.time-resources-system.one-bounce,HRA Strategy.resources-system.one-bounce,HRA Strategy.risk_reward_ratio-system.take-the-best,HRA Strategy.time-system.one-bounce,HRA Strategy.time-system.exhaustive,HRA Strategy.time-resources.tallying,HRA Strategy.time-resources-system.satisfactory,HRA Strategy.time-resources-risk_reward_ratio-system.tallying,HRA Strategy.risk_reward_ratio-system.satisfactory,HRA Strategy.risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio.exhaustive,HRA Strategy.time-risk_reward_ratio.take-the-best,HRA Strategy.time-resources-risk_reward_ratio-system.take-the-best,HRA Strategy.resources-system.tallying,HRA Strategy.time-system.take-the-best,HRA Strategy.resources-risk_reward_ratio.one-bounce,HRA Strategy.time-resources.satisfactory,HRA Strategy.resources-system.take-the-best,hint.MoralDesert,HRA Strategy.time-resources-risk_reward_ratio.tallying,HRA Strategy.resources-risk_reward_ratio.satisfactory,HRA Strategy.time-risk_reward_ratio-system.take-the-best,HRA Strategy.resources-risk_reward_ratio.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio-system.satisfactory,HRA Strategy.risk_reward_ratio-system.one-bounce,hint,HRA Strategy.time-resources-risk_reward_ratio-system.satisfactory,HRA Strategy.time-risk_reward_ratio-system.exhaustive,treatment,HRA Strategy.resources-system.satisfactory,HRA Strategy.time-resources.take-the-best,HRA Strategy.resources-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources.one-bounce,HRA Strategy.time-resources-risk_reward_ratio-system.exhaustive,HRA Strategy.resources-system.exhaustive,HRA Strategy.resources-risk_reward_ratio.take-the-best,HRA Strategy.time-risk_reward_ratio.satisfactory,HRA Strategy.resources-risk_reward_ratio-system.satisfactory,HRA Strategy.risk_reward_ratio-system.exhaustive,HRA Strategy.time-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio-system.one-bounce,HRA Strategy.resources-risk_reward_ratio-system.take-the-best,HRA Strategy.time-risk_reward_ratio.one-bounce,HRA Strategy.time-resources.exhaustive,HRA Strategy.time-risk_reward_ratio.tallying,HRA Strategy.time-resources-system.take-the-best,HRA Strategy.time-resources-system.exhaustive,NONDETERMINISM.outcome_4.SEVERITY,NONDETERMINISM.outcome_6.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_4.JUSTIFICATION.severity,NONDETERMINISM.outcome_2.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_6.PROBABILITY,NONDETERMINISM.outcome_6.AVERAGE_TIME_USED,NONDETERMINISM.outcome_2.JUSTIFICATION.severity,NONDETERMINISM.outcome_4.PROBABILITY,NONDETERMINISM.outcome_2.PROBABILITY,NONDETERMINISM.outcome_6.SEVERITY,NONDETERMINISM.outcome_2.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_2.AVERAGE_TIME_USED,NONDETERMINISM.outcome_4.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_6.JUSTIFICATION.severity,NONDETERMINISM.outcome_4.AVERAGE_TIME_USED,NONDETERMINISM.outcome_4.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_2.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_6.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_2.SEVERITY,NONDETERMINISM.outcome_4.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_6.MORBIDITY.HIGHEST_P_DEATH
160,None,True,True,neutral,None,True,AGONY,NORMAL,None,PAIN,None,None,0,2,2,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,0.939349308747477,1.0,0.14473396314178305,0.02649202831968877,0.13954496193999422,1.0,7.202047756559405,0.330022523312967,122.34375,11.0,36.25,3.0,0.0,0.0,3.375,1.0,13.59375,0.375,54.375,1.5,0.8461538461538461,101.25,30.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Pressure bandage', 'location': 'left bicep'}}",0.5,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,{'MoralDesert': 0.5},0,0,Pressure bandage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0.0,None,None,Damage Per Second 3.0,None,0.15384615384615385,None,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,42.5,None,None,None,None,0.0,None,143.4375,None,None
161,None,False,True,neutral,None,True,AGONY,NORMAL,None,PAIN,None,None,1,2,2,False,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,False,False,0.9393493087474771,1.0,0.1447339631417831,0.026492028319688776,0.1395449619399942,1.0,7.202047756559406,0.330022523312967,135.0,12.0,30.0,4.5,0.0,0.0,4.5,-0.0,45.0,1.5,45.0,1.5,1.0,135.0,30.0,Damage Per Second 4.5,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient C', 'category': 'MINIMAL'}}",0.5,0.0,0.0,8.881784197001252e-16,0.0,6.409875621278546e-17,0.0,3.4925000092272717e-17,4.479036755155477e-18,2.2662332591841973e-17,0.0,0.0,MINIMAL,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
162,None,False,False,neutral,None,None,None,None,None,None,None,None,1,2,2,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,0.12400059432111527,0.11968234895556581,0.03343,0.02577303244000003,0.06876893242000001,0.07077786484000001,9.66603181730909,0.5407521542977807,137.8125,11.0,40.833333333333336,3.0,0.0,0.0,3.375,1.0,15.3125,0.375,61.25,1.5,0.16666666666666666,143.4375,42.5,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Pressure bandage', 'location': 'right bicep'}}",0.5,0.0,0.0,7.832997394602942e-16,0.0,1.850371707708594e-17,9.813077866773595e-18,8.0953762212251e-18,5.424382887104864e-18,0.0,6.119529214533548e-18,0.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,{'MoralDesert': 0.5},0,0,Pressure bandage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.75,None,Damage Per Second 3.0,0.0,None,None,Damage Per Second 3.0,0.25,0.5833333333333334,None,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,30.0,0.0,None,50.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,None,101.25,0.0,None
163,None,True,True,neutral,None,True,AGONY,NORMAL,FAST,PAIN,None,None,1,2,2,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,0.9444134069191895,1.0,0.14236084057728515,0.0022618308561169797,0.05948697720386245,1.0,4.538304804020317,0.309670280639943,90.0,11.0,20.0,4.5,0.0,0.0,4.5,1.0,30.0,1.5,30.0,1.5,1.0,90.0,20.0,Damage Per Second 4.5,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,4,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.5,0.0,0.0,0.0,7.850462293418876e-17,0.0,0.0,0.0,0.0,9.813077866773595e-18,0.0,0.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,{'MoralDesert': 0.5},0,0,Pain Medications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
164,None,False,False,neutral,None,None,None,None,None,None,None,None,1,2,2,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,0.12400059432111528,0.1196823489555658,0.03343,0.025773032440000034,0.06876893242,0.07077786484000001,9.66603181730909,0.5407521542977807,354.375,11.0,90.0,3.75,0.0,0.0,3.9375,1.0,84.375,0.9375,135.0,1.5,0.9583333333333334,303.75,90.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,1,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Tourniquet', 'location': 'left bicep'}}",0.5,0.0,0.0,0.0,0.0,2.132448027717043e-17,1.3486785519039452e-17,5.424382887104864e-18,4.04768811061255e-18,7.314236392868128e-18,1.0848765774209728e-17,0.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,{'MoralDesert': 0.5},0,0,Tourniquet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0.0,None,None,Damage Per Second 4.5,None,0.041666666666666664,None,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,90.0,None,None,None,None,0.0,None,405.0,None,None
165,None,True,True,neutral,None,True,AGONY,NORMAL,None,PAIN,None,None,0,2,2,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,0.939349308747477,1.0,0.1447339631417831,0.026492028319688776,0.1395449619399942,1.0,7.202047756559405,0.3300225233129671,590.625,11.0,175.0,3.0,0.0,0.0,3.375,1.0,65.625,0.375,262.5,1.5,0.46153846153846156,675.0,200.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right bicep'}}",0.5,0.0,0.0,8.503660955450859e-16,5.551115123125783e-17,0.0,0.0,3.583229404124382e-17,6.009258394948637e-18,2.6573940485783934e-17,0.0,0.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,{'MoralDesert': 0.5},0,0,Hemostatic gauze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,0.0,None,None,Damage Per Second 3.0,None,0.5384615384615384,None,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,150.0,None,None,None,None,0.0,None,506.25,None,None
166,None,False,False,neutral,None,None,None,None,None,None,None,None,1,2,2,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,False,False,0.12400059432111528,0.11968234895556581,0.03343,0.025773032440000038,0.06876893242000001,0.07077786484,9.66603181730909,0.5407521542977807,135.0,11.0,40.0,3.0,0.0,0.0,3.375,1.0,15.0,0.375,60.0,1.5,0.9230769230769231,101.25,30.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient C', 'treatment': 'Pressure bandage', 'location': 'right shoulder'}}",0.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.5,None,None,None,None,None,None,None,{'MoralDesert': 0.5},None,None,Pressure bandage,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.0,None,None,Damage Per Second 3.0,None,0.07692307692307693,None,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,50.0,None,None,None,None,0.0,None,168.75,None,None
167,None,True,True,neutral,None,True,AGONY,NORMAL,FAST,PAIN,None,None,0,2,2,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,False,False,0.9444134069191895,1.0,0.14236084057728515,0.002261830856116979,0.05948697720386245,1.0,4.538304804020316,0.30967028063994306,137.8125,11.0,40.833333333333336,3.0,0.0,0.0,3.375,1.0,15.3125,0.375,61.25,1.5,0.7272727272727273,101.25,30.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient C', 'treatment': 'Pressure bandage', 'location': 'right shoulder'}}",0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.962615573354719e-17,9.199760500100244e-19,9.813077866773595e-18,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.5,None,None,None,None,None,None,None,{'MoralDesert': 0.5},None,None,Pressure bandage,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,168.75,None,Damage Per Second 3.0,0.0,None,None,Damage Per Second 3.0,0.18181818181818182,0.09090909090909091,None,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,42.5,0.0,None,50.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,None,143.4375,0.0,None
168,None,False,False,neutral,None,None,None,None,None,None,None,None,2,2,2,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,0.12400059432111529,0.11968234895556581,0.03343,0.02577303244000003,0.06876893242000001,0.07077786484000001,9.66603181730909,0.5407521542977807,151.171875,11.0,41.25,3.375,0.0,0.0,3.664772727272727,1.0,27.421875,0.6647727272727273,61.875,1.5,0.6923076923076923,101.25,30.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Pressure bandage', 'location': 'right bicep'}}",0.5,0.0,0.0,0.0,0.0,9.813077866773595e-18,9.813077866773595e-18,0.0,4.9065389333867974e-18,9.813077866773595e-18,9.813077866773595e-18,0.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,{'MoralDesert': 0.5},0,0,Pressure bandage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.75,0.0,Damage Per Second 3.0,0.0,0.07692307692307693,42.5,Damage Per Second 4.5,0.15384615384615385,0.07692307692307693,143.4375,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,42.5,0.0,Damage Per Second 3.0,50.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,191.25,0.0,0.0
169,None,True,True,neutral,None,True,AGONY,NORMAL,FAST,PAIN,None,None,0,2,2,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,0.9444134069191895,1.0,0.14236084057728515,0.0022618308561169797,0.05948697720386246,1.0,4.538304804020317,0.309670280639943,90.0,11.0,20.0,4.5,0.0,0.0,4.5,1.0,30.0,1.5,30.0,1.5,1.0,90.0,20.0,Damage Per Second 4.5,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,4,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.5,0.0,0.0,0.0,6.409875621278546e-17,0.0,0.0,1.6024689053196365e-17,0.0,1.1331166295920986e-17,0.0,0.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,{'MoralDesert': 0.5},0,0,Pain Medications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
170,None,False,True,neutral,None,True,AGONY,NORMAL,None,PAIN,None,None,1,2,2,False,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,0.9393493087474771,1.0,0.1447339631417831,0.026492028319688773,0.1395449619399942,1.0,7.202047756559406,0.3300225233129671,135.0,12.0,30.0,4.5,0.0,0.0,4.5,-0.0,45.0,1.5,45.0,1.5,1.0,135.0,30.0,Damage Per Second 4.5,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient B', 'category': 'EXPECTANT'}}",0.5,0.0,0.0,8.881784197001252e-16,5.551115123125783e-17,6.409875621278546e-17,0.0,2.2662332591841973e-17,5.204170427930421e-18,1.3877787807814457e-17,0.0,0.0,EXPECTANT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,None,1,1,1,1,1,1,1,None,1,1,None,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
171,None,True,True,neutral,None,True,AGONY,NORMAL,FAST,PAIN,None,None,1,2,2,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,0.9444134069191895,1.0,0.14236084057728515,0.0022618308561169797,0.059486977203862444,1.0,4.538304804020316,0.309670280639943,303.75,11.0,90.0,3.0,0.0,0.0,3.375,1.0,33.75,0.375,135.0,1.5,1.0,303.75,90.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,1,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Tourniquet', 'location': 'left bicep'}}",0.5,0.0,0.0,5.127900497022837e-16,6.409875621278546e-17,0.0,0.0,2.7755575615628914e-17,2.503857664561932e-19,0.0,0.0,0.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,{'MoralDesert': 0.5},0,0,Tourniquet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
172,None,True,True,neutral,None,True,AGONY,NORMAL,None,PAIN,None,None,0,2,2,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,False,False,0.939349308747477,1.0,0.14473396314178308,0.02649202831968877,0.1395449619399942,1.0,7.202047756559406,0.33002252331296716,618.75,11.0,166.66666666666666,3.5,0.0,0.0,3.7125000000000004,1.0,118.75,0.7125,250.0,1.5,0.8421052631578947,506.25,150.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient C', 'treatment': 'Hemostatic gauze', 'location': 'right shoulder'}}",0.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.5,None,None,None,None,None,None,None,{'MoralDesert': 0.5},None,None,Hemostatic gauze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,675.0,None,Damage Per Second 4.5,0.0,None,None,Damage Per Second 3.0,0.05263157894736842,0.10526315789473684,None,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,200.0,0.0,None,150.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,None,675.0,0.0,None
173,None,True,True,neutral,None,True,AGONY,NORMAL,FAST,PAIN,None,None,1,2,2,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,False,False,0.9444134069191895,1.0,0.14236084057728512,0.0022618308561169797,0.05948697720386245,1.0,4.538304804020317,0.309670280639943,137.8125,11.0,40.833333333333336,3.0,0.0,0.0,3.375,1.0,15.3125,0.375,61.25,1.5,0.8181818181818182,101.25,30.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient C', 'treatment': 'Pressure bandage', 'location': 'right shoulder'}}",0.5,0.0,0.0,0.0,7.850462293418876e-17,0.0,0.0,0.0,6.133173666733497e-19,9.813077866773595e-18,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.5,None,None,None,None,None,None,None,{'MoralDesert': 0.5},None,None,Pressure bandage,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,168.75,None,Damage Per Second 3.0,0.0,None,None,Damage Per Second 3.0,0.09090909090909091,0.09090909090909091,None,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,42.5,0.0,None,50.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,None,143.4375,0.0,None
174,None,False,False,neutral,None,None,None,None,None,None,None,None,2,2,2,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,False,False,0.12400059432111528,0.11968234895556579,0.03343,0.02577303244000003,0.06876893242000001,0.07077786484000002,9.66603181730909,0.5407521542977807,135.0,11.0,40.0,3.0,0.0,0.0,3.375,1.0,15.0,0.375,60.0,1.5,0.6666666666666666,101.25,30.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient C', 'treatment': 'Pressure bandage', 'location': 'right shoulder'}}",0.5,0.0,0.0,1.0255800994045674e-15,6.409875621278546e-17,8.012344526598183e-18,8.012344526598183e-18,4.006172263299091e-18,3.469446951953614e-18,8.012344526598183e-18,8.012344526598183e-18,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.5,None,None,None,None,None,None,None,{'MoralDesert': 0.5},None,None,Pressure bandage,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.0,None,None,Damage Per Second 3.0,None,0.3333333333333333,None,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,50.0,None,None,None,None,0.0,None,168.75,None,None
175,None,False,False,neutral,None,None,None,None,None,None,None,None,2,2,2,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,0.12400059432111528,0.11968234895556579,0.03343,0.02577303244000003,0.06876893242,0.07077786484000001,9.66603181730909,0.5407521542977807,689.0625,11.0,175.0,3.75,0.0,0.0,3.9375,1.0,164.0625,0.9375,262.5,1.5,0.6153846153846154,506.25,150.0,Damage Per Second 3.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Hemostatic gauze', 'location': 'left bicep'}}",0.5,0.0,0.0,8.881784197001252e-16,0.0,6.938893903907228e-18,1.3877787807814457e-17,4.006172263299091e-18,0.0,6.938893903907228e-18,0.0,0.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,{'MoralDesert': 0.5},0,0,Hemostatic gauze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675.0,0.0,Damage Per Second 4.5,0.0,0.23076923076923078,200.0,Damage Per Second 4.5,0.07692307692307693,0.07692307692307693,675.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,200.0,0.0,Damage Per Second 3.0,150.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,900.0,0.0,0.0
