index,unvisited_count,injured_count,others_tagged_or_uninjured,aid_available,environment_type,questioning,assessing,treating,tagging,leaving,All Predictors.moral_desert(0.6)-maximization(0.2).time,All Predictors.moral_desert(0.6)-maximization(0.2).resources,All Predictors.moral_desert(0.6)-maximization(0.2).risk_reward_ratio,All Predictors.moral_desert(0.6)-maximization(0.2).system,Take-The-Best Priority,Exhaustive Priority,Tallying Priority,Satisfactory Priority,One-Bounce Priority,SEVERITY,SUPPLIES_REMAINING,AVERAGE_TIME_USED,DAMAGE_PER_SECOND,MEDSIM_P_DEATH,MEDSIM_P_DEATH_ONE_MIN_LATER,SEVERITY_CHANGE,SUPPLIES_USED,SEVEREST_SEVERITY,SEVEREST_SEVERITY_CHANGE,NONDETERMINISM.outcome_0.PROBABILITY,NONDETERMINISM.outcome_0.SEVERITY,NONDETERMINISM.outcome_0.AVERAGE_TIME_USED,NONDETERMINISM.outcome_0.JUSTIFICATION.severity,NONDETERMINISM.outcome_0.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_0.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_0.MORBIDITY.HIGHEST_P_DEATH,WEIGHTED_RESOURCE_SCORE,SMOL_MEDICAL_SOUNDNESS,INFORMATION_GAINED,action,moraldesert,SMOL_MEDICAL_SOUNDNESS.stdev,MEDSIM_P_DEATH.stdev,MEDSIM_P_DEATH_ONE_MIN_LATER.stdev,HRA Strategy.time-system.satisfactory,pInternalBleeding.stdev,HRA Strategy.resources-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.one-bounce,HRA Strategy.time-system.one-bounce,pDeath.stdev,HRA Strategy.time-resources.tallying,entropyDeath.stdev,HRA Strategy.risk_reward_ratio-system.tallying,HRA Strategy.resources-system.tallying,pExternalBleeding.stdev,HRA Strategy.time-risk_reward_ratio-system.satisfactory,conscious,pBrainInjury.stdev,mental_status,HRA Strategy.time-resources.one-bounce,HRA Strategy.resources-system.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.satisfactory,HRA Strategy.time-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-system.exhaustive,HRA Strategy.time-resources-system.one-bounce,pExternalBleeding,HRA Strategy.time-resources-risk_reward_ratio.exhaustive,HRA Strategy.time-system.tallying,pDeath,HRA Strategy.time-resources-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio.exhaustive,HRA Strategy.time-resources-risk_reward_ratio-system.take-the-best,HRA Strategy.resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.take-the-best,HRA Strategy.time-resources-risk_reward_ratio.tallying,HRA Strategy.time-risk_reward_ratio-system.take-the-best,HRA Strategy.risk_reward_ratio-system.one-bounce,pAirwayBlocked.stdev,HRA Strategy.time-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources.take-the-best,HRA Strategy.time-resources-risk_reward_ratio-system.exhaustive,ACTION_TARGET_SEVERITY,HRA Strategy.resources-risk_reward_ratio.take-the-best,HRA Strategy.time-risk_reward_ratio.satisfactory,HRA Strategy.risk_reward_ratio-system.exhaustive,relationship,HRA Strategy.time-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-risk_reward_ratio.satisfactory,tagged,HRA Strategy.time-resources-system.satisfactory,HRA Strategy.risk_reward_ratio-system.satisfactory,rank,HRA Strategy.time-resources.satisfactory,entropy,intent,HRA Strategy.resources-risk_reward_ratio.satisfactory,pPain,pAirwayBlocked,pInternalBleeding,HRA Strategy.time-resources-risk_reward_ratio-system.satisfactory,breathing,HRA Strategy.resources-system.satisfactory,entropyDeath,HRA Strategy.resources-risk_reward_ratio-system.take-the-best,HRA Strategy.time-risk_reward_ratio.one-bounce,HRA Strategy.time-resources.exhaustive,directness_of_causality,HRA Strategy.resources-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources-risk_reward_ratio.take-the-best,HRA Strategy.time-resources-system.tallying,entropy.stdev,HRA Strategy.risk_reward_ratio-system.take-the-best,HRA Strategy.time-system.exhaustive,pPain.stdev,HRA Strategy.time-risk_reward_ratio.take-the-best,HRA Strategy.time-system.take-the-best,pBrainInjury,HRA Strategy.resources-risk_reward_ratio.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.tallying,avpu,ACTION_TARGET_SEVERITY_CHANGE,visited,age,HRA Strategy.resources-risk_reward_ratio-system.one-bounce,hrpmin,HRA Strategy.time-resources-system.take-the-best,category,hint,treatment,hint.MoralDesert
11,0,1,1,False,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,120.0,12.0,30.0,4.0,0.0,0.0,4.0,-0.0,60.0,2.0,1.0,120.0,30.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient B', 'category': 'IMMEDIATE'}}",0.54356,0.0,0.0,0.0,1,6.461361393121678e-17,1,1,1,1,1.3986592899338404e-17,1,2.2275972627698914e-17,1,1,0.0,1,False,2.136487355858337e-17,UNRESPONSIVE,1,1,1,1,1,1,1,0.0,1,1,0.829139253725335,1,1,1,1,1,1,1,1,2.7154561978721607e-17,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,7.582281303889831,intend minor help,1,0.0,0.16981647598510383,0.5706259506815795,1,NONE,1,0.6596700192093777,1,1,1,indirect,1,1,1,1.1189274319470723e-16,1,1,0.0,1,1,0.18231038200943836,1,1,UNRESPONSIVE,2.0,True,None,1,NONE,1,IMMEDIATE,None,None,None
12,0,1,1,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,140.0,11.0,35.0,4.0,0.0,0.0,4.0,1.0,70.0,2.0,1.0,140.0,35.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'location': 'left face', 'treatment': 'Nasopharyngeal airway'}}",0.0,0.0,0.0,0.0,0,6.606933827951455e-17,0,0,0,0,1.4319713636157692e-17,0,1.1637942393247978e-17,0,0,0.0,0,False,2.421491931654173e-17,UNRESPONSIVE,0,0,0,0,0,0,0,0.0,0,0,0.829139253725335,0,0,0,0,0,0,0,0,2.288349453785331e-17,0,0,0,70.0,0,0,0,neutral,0,0,0,True,0,0,None,0,7.582281303889831,intend minor harm,0,0.0,0.16981647598510383,0.5706259506815795,0,NONE,0,0.6596700192093777,0,0,0,somewhat indirect,0,0,0,9.310353914598382e-17,0,0,0.0,0,0,0.18231038200943836,0,0,UNRESPONSIVE,2.0,True,None,0,NONE,0,None,{'MoralDesert': 0.0},Nasopharyngeal airway,0.0
13,1,0,1,False,desert,True,False,False,False,False,seconds,few,low,equal,False,False,False,True,True,0.0,12.0,45.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,45.0,Damage Per Second 0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,3,"{'name': 'SITREP', 'params': {'casualty': 'Patient A'}}",0.49701555153686056,0.0,0.0,0.0,0,7.654609835108498e-18,0,0,0,0,1.6089850401269978e-17,0,4.031467959617095e-17,0,0,8.656887298185842e-18,0,None,4.06971015558482e-18,None,0,0,0,0,0,0,0,0.07077786484000001,0,0,0.12400059432111528,0,0,0,0,0,0,0,1,3.3063217688373826e-18,0,0,0,0.0,0,0,0,neutral,0,0,0,False,0,0,None,0,9.66603181730909,intend minor harm,0,0.1196823489555658,0.02577303244000003,0.06876893242,0,None,0,0.5407521542977807,0,0,0,somewhat indirect,0,0,0,5.974978109878233e-16,0,0,1.3456434188246476e-17,0,0,0.03343,0,0,None,0.0,False,None,0,None,0,None,None,None,None
14,1,0,1,False,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,60.0,12.0,30.0,2.0,0.0,0.0,2.0,-0.0,60.0,2.0,1.0,60.0,30.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient B', 'category': 'EXPECTANT'}}",0.8092469403064516,0.0,0.0,0.0,1,5.684933388947959e-17,1,1,1,1,2.270133530528101e-17,1,2.1878705029105676e-17,1,1,0.0,1,False,2.6972925028199556e-17,UNRESPONSIVE,1,1,1,1,1,1,1,0.0,1,1,0.829139253725335,1,1,1,1,1,1,1,1,2.870578626838119e-17,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,7.582281303889831,intend minor help,1,0.0,0.16981647598510383,0.5706259506815795,1,NONE,1,0.6596700192093777,1,1,1,indirect,1,1,1,1.2363149362772316e-16,1,1,0.0,1,1,0.18231038200943836,1,1,UNRESPONSIVE,2.0,True,None,1,NONE,1,EXPECTANT,None,None,None
15,1,0,1,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,70.0,11.0,35.0,2.0,0.0,0.0,2.0,1.0,70.0,2.0,1.0,70.0,35.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'location': 'left face', 'treatment': 'Nasopharyngeal airway'}}",0.0,0.0,0.0,0.0,0,6.189237790835804e-17,0,0,0,0,2.147167769062562e-17,0,3.481769945868606e-17,0,0,0.0,0,False,2.4763006709265774e-17,UNRESPONSIVE,0,0,0,0,0,0,0,0.0,0,0,0.829139253725335,0,0,0,0,0,0,0,0,2.4841794712063456e-17,0,0,0,70.0,0,0,0,neutral,0,0,0,True,0,0,None,0,7.582281303889831,intend minor harm,0,0.0,0.16981647598510383,0.5706259506815795,0,NONE,0,0.6596700192093777,0,0,0,somewhat indirect,0,0,0,8.966886571854387e-17,0,0,0.0,0,0,0.18231038200943836,0,0,UNRESPONSIVE,2.0,True,None,0,NONE,0,None,{'MoralDesert': 0.0},Nasopharyngeal airway,0.0
16,1,0,1,False,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,True,True,60.0,12.0,30.0,2.0,0.0,0.0,2.0,-0.0,60.0,2.0,1.0,60.0,30.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient A', 'category': 'EXPECTANT'}}",0.2108262354379562,0.0,0.0,0.0,1,5.535136808429231e-17,1,1,1,1,1.7736037121097887e-17,1,2.2252349018699614e-17,1,1,0.0,1,False,2.372382671865403e-17,UNRESPONSIVE,1,1,1,1,1,1,1,0.0,1,1,0.829139253725335,1,1,1,1,1,1,1,1,2.5601910031895194e-17,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,7.582281303889831,intend minor harm,1,0.0,0.16981647598510383,0.5706259506815795,1,NONE,1,0.6596700192093777,1,1,1,somewhat indirect,1,1,1,1.316723293351709e-16,1,1,0.0,1,1,0.18231038200943836,1,1,UNRESPONSIVE,2.0,True,None,1,NONE,1,EXPECTANT,None,None,None
17,1,0,1,False,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,60.0,12.0,30.0,2.0,0.0,0.0,2.0,-0.0,60.0,2.0,1.0,60.0,30.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient B', 'category': 'IMMEDIATE'}}",0.7727941677852349,0.0,0.0,0.0,1,6.266504058452344e-17,1,1,1,1,1.440028946194202e-17,1,1.932289883367006e-17,1,1,0.0,1,False,2.4568625026620215e-17,UNRESPONSIVE,1,1,1,1,1,1,1,0.0,1,1,0.829139253725335,1,1,1,1,1,1,1,1,2.6646148080490446e-17,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,7.582281303889831,intend minor help,1,0.0,0.16981647598510383,0.5706259506815795,1,NONE,1,0.6596700192093777,1,1,1,indirect,1,1,1,1.1520231569553615e-16,1,1,0.0,1,1,0.18231038200943836,1,1,UNRESPONSIVE,2.0,True,None,1,NONE,1,IMMEDIATE,None,None,None
18,1,0,1,False,desert,False,True,False,False,False,seconds,few,low,equal,True,True,True,False,False,0.0,12.0,45.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,45.0,Damage Per Second 0.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,2,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient B'}}",0.8237885302909638,0.0,0.0,0.0,0,7.881084050998491e-18,0,0,1,0,1.60938811915962e-17,0,4.4271920044179664e-17,0,1,9.222430789968902e-18,0,None,4.36655789363188e-18,None,0,1,1,0,0,1,1,0.07077786484000001,0,0,0.12400059432111527,1,0,0,0,1,0,0,0,3.8150580828983044e-18,0,0,1,0.0,0,0,0,neutral,0,1,0,False,1,0,None,0,9.66603181730909,intend minor help,0,0.1196823489555658,0.02577303244000003,0.06876893242,1,None,1,0.5407521542977807,1,0,0,indirect,1,0,1,6.496177812517407e-16,0,0,1.3574811717862564e-17,0,0,0.03343,0,1,None,0.0,False,None,1,None,0,None,None,None,None
19,1,0,1,False,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,60.0,12.0,30.0,2.0,0.0,0.0,2.0,-0.0,60.0,2.0,1.0,60.0,30.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient B', 'category': 'MINIMAL'}}",0.8429292831016949,0.0,0.0,0.0,1,5.892815466591779e-17,1,1,1,1,1.942119799770096e-17,1,2.5855873430717133e-17,1,1,0.0,1,False,2.3381888970328107e-17,UNRESPONSIVE,1,1,1,1,1,1,1,0.0,1,1,0.829139253725335,1,1,1,1,1,1,1,1,2.8631420033867715e-17,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,7.582281303889831,intend minor help,1,0.0,0.16981647598510383,0.5706259506815795,1,NONE,1,0.6596700192093777,1,1,1,indirect,1,1,1,8.966886571854387e-17,1,1,0.0,1,1,0.18231038200943836,1,1,UNRESPONSIVE,2.0,True,None,1,NONE,1,MINIMAL,None,None,None
20,0,1,1,False,desert,False,True,False,False,False,seconds,few,low,equal,False,False,False,True,True,90.0,12.0,45.0,2.0,0.0,0.0,2.0,-0.0,90.0,2.0,1.0,90.0,45.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,2,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient A'}}",0.4918325,0.0,0.0,0.0,0,8.920355138530745e-18,0,0,1,0,1.6288059918561618e-17,0,5.05466038851153e-17,0,1,8.98363154658507e-18,0,None,4.016259158652704e-18,None,0,1,1,0,0,1,1,0.07077786484000001,0,0,0.12400059432111528,1,0,0,0,1,0,0,0,3.907215481401176e-18,0,0,1,0.0,0,0,0,neutral,0,1,0,False,1,0,None,0,9.66603181730909,intend minor harm,0,0.1196823489555658,0.02577303244000003,0.06876893242,1,None,1,0.5407521542977807,1,0,0,somewhat indirect,1,0,1,5.351414727386943e-16,0,0,1.362276785991175e-17,0,0,0.03343,0,1,None,0.0,False,None,1,None,0,None,None,None,None
21,0,1,1,False,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,True,True,120.0,12.0,30.0,4.0,0.0,0.0,4.0,-0.0,60.0,2.0,1.0,120.0,30.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient A', 'category': 'EXPECTANT'}}",0.4714423076923077,0.0,0.0,0.0,1,5.70748636291707e-17,1,1,1,1,1.5470580689660844e-17,1,2.4437604210704848e-17,1,1,0.0,1,False,2.5040805522020395e-17,UNRESPONSIVE,1,1,1,1,1,1,1,0.0,1,1,0.829139253725335,1,1,1,1,1,1,1,1,2.2524930804643855e-17,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,7.582281303889831,intend minor harm,1,0.0,0.16981647598510383,0.5706259506815795,1,NONE,1,0.6596700192093777,1,1,1,somewhat indirect,1,1,1,8.709305949236425e-17,1,1,0.0,1,1,0.18231038200943836,1,1,UNRESPONSIVE,2.0,True,None,1,NONE,1,EXPECTANT,None,None,None
22,0,1,1,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,80.0,11.0,20.0,4.0,0.0,0.0,4.0,1.0,40.0,2.0,1.0,80.0,20.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,4,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.0,0.0,0.0,0.0,0,6.214502344767796e-17,0,0,0,0,1.6237509650787866e-17,0,1.8193086841428728e-17,0,0,0.0,0,False,2.4838007205321396e-17,UNRESPONSIVE,0,0,0,0,0,0,0,0.0,0,0,0.829139253725335,0,0,0,0,0,0,0,0,2.5147292342121498e-17,0,0,0,40.0,0,0,0,neutral,0,0,0,True,0,0,None,0,7.582281303889831,intend minor harm,0,0.0,0.16981647598510383,0.5706259506815795,0,NONE,0,0.6596700192093777,0,0,0,somewhat indirect,0,0,0,1.2990007720630293e-16,0,0,0.0,0,0,0.18231038200943836,0,0,UNRESPONSIVE,2.0,True,None,0,NONE,0,None,{'MoralDesert': 0.0},Pain Medications,0.0
23,1,0,1,False,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,True,True,60.0,12.0,30.0,2.0,0.0,0.0,2.0,-0.0,60.0,2.0,1.0,60.0,30.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient A', 'category': 'MINIMAL'}}",0.218502444375,0.0,0.0,0.0,1,5.541301197235222e-17,1,1,1,1,1.7334469805368693e-17,1,1.7334469805368693e-17,1,1,0.0,1,False,2.5207258758313917e-17,UNRESPONSIVE,1,1,1,1,1,1,1,0.0,1,1,0.829139253725335,1,1,1,1,1,1,1,1,2.835208779395722e-17,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,7.582281303889831,intend minor harm,1,0.0,0.16981647598510383,0.5706259506815795,1,NONE,1,0.6596700192093777,1,1,1,somewhat indirect,1,1,1,1.0485502885532499e-16,1,1,0.0,1,1,0.18231038200943836,1,1,UNRESPONSIVE,2.0,True,None,1,NONE,1,MINIMAL,None,None,None
24,0,1,1,False,desert,True,False,False,False,False,seconds,few,low,equal,True,True,True,False,False,90.0,12.0,45.0,2.0,0.0,0.0,2.0,-0.0,90.0,2.0,1.0,90.0,45.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,3,"{'name': 'SITREP', 'params': {'casualty': 'Patient B'}}",0.17781778859060404,0.0,0.0,0.0,0,7.919886382457363e-18,0,0,0,0,1.4065317089943185e-17,0,4.028881964639897e-17,0,0,8.834212282521792e-18,0,None,4.996930724471691e-18,None,0,0,0,0,0,0,0,0.07077786484000001,0,0,0.12400059432111527,0,0,0,0,0,0,0,1,3.1842881508625246e-18,0,0,0,0.0,0,0,0,neutral,0,0,0,False,0,0,None,0,9.66603181730909,intend minor help,0,0.1196823489555658,0.02577303244000003,0.06876893242,0,None,0,0.5407521542977807,0,0,0,indirect,0,0,0,6.322945252191231e-16,0,0,1.3547233453491329e-17,0,0,0.03343,0,0,None,0.0,False,None,0,None,0,None,None,None,None
25,0,1,1,False,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,120.0,12.0,30.0,4.0,0.0,0.0,4.0,-0.0,60.0,2.0,1.0,120.0,30.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient B', 'category': 'MINIMAL'}}",0.4802,0.0,0.0,0.0,1,6.385549629836694e-17,1,1,1,1,0.0,1,3.1560045888610117e-17,1,1,0.0,1,False,2.559545745824469e-17,UNRESPONSIVE,1,1,1,1,1,1,1,0.0,1,1,0.829139253725335,1,1,1,1,1,1,1,1,2.7900981600812635e-17,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,7.582281303889831,intend minor help,1,0.0,0.16981647598510383,0.5706259506815795,1,NONE,1,0.6596700192093777,1,1,1,indirect,1,1,1,1.2624018355444047e-16,1,1,0.0,1,1,0.18231038200943836,1,1,UNRESPONSIVE,2.0,True,None,1,NONE,1,MINIMAL,None,None,None
26,1,0,1,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,70.0,11.0,35.0,2.0,0.0,0.0,2.0,1.0,70.0,2.0,1.0,70.0,35.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,3,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'location': 'left face', 'treatment': 'Nasopharyngeal airway'}}",1.0,0.0,0.0,0.0,0,5.903967728285826e-17,0,0,0,0,1.4095312070760854e-17,0,1.7835051855430414e-17,0,0,0.0,0,False,2.5348661375618126e-17,UNRESPONSIVE,0,0,0,0,0,0,0,0.0,0,0,0.829139253725335,0,0,0,0,0,0,0,0,2.4758301642756624e-17,0,0,0,70.0,0,0,0,neutral,0,0,0,True,0,0,None,0,7.582281303889831,intend minor help,0,0.0,0.16981647598510383,0.5706259506815795,0,NONE,0,0.6596700192093777,0,0,0,indirect,0,0,0,8.732671662694341e-17,0,0,0.0,0,0,0.18231038200943836,0,0,UNRESPONSIVE,2.0,True,None,0,NONE,0,None,{'MoralDesert': 1.0},Nasopharyngeal airway,1.0
27,0,1,1,False,desert,False,True,False,False,False,seconds,few,low,equal,False,False,False,True,True,90.0,12.0,45.0,2.0,0.0,0.0,2.0,-0.0,90.0,2.0,1.0,90.0,45.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,2,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient A'}}",0.5038586614173228,0.0,0.0,0.0,1,7.626055251553815e-18,0,0,1,0,1.613700836999906e-17,0,4.051295082901367e-17,1,1,9.227711900894658e-18,1,None,4.345322510953639e-18,UNRESPONSIVE,0,1,1,1,0,1,1,0.07077786484000001,0,1,0.12400059432111528,1,0,0,0,1,0,0,1,3.655140056369832e-18,0,0,1,0.0,0,0,1,neutral,0,1,0,False,1,1,None,0,9.66603181730909,intend minor harm,0,0.1196823489555658,0.02577303244000003,0.06876893242,1,None,1,0.5407521542977807,1,0,0,somewhat indirect,1,0,1,5.660350854321015e-16,1,0,1.3514768210191207e-17,0,0,0.03343,0,1,None,0.0,False,None,1,None,0,None,None,None,None
28,0,1,1,False,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,True,True,120.0,12.0,30.0,4.0,0.0,0.0,4.0,-0.0,60.0,2.0,1.0,120.0,30.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient A', 'category': 'DELAYED'}}",0.561875,0.0,0.0,0.0,1,5.4867665408661096e-17,1,1,1,1,0.0,1,2.290215231368172e-17,1,1,0.0,1,False,2.669573701569927e-17,UNRESPONSIVE,1,1,1,1,1,1,1,0.0,1,1,0.829139253725335,1,1,1,1,1,1,1,1,2.4178679081497702e-17,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,7.582281303889831,intend minor harm,1,0.0,0.16981647598510383,0.5706259506815795,1,NONE,1,0.6596700192093777,1,1,1,somewhat indirect,1,1,1,1.8321721850945376e-16,1,1,0.0,1,1,0.18231038200943836,1,1,UNRESPONSIVE,2.0,True,None,1,NONE,1,DELAYED,None,None,None
29,0,1,1,False,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,120.0,12.0,30.0,4.0,0.0,0.0,4.0,-0.0,60.0,2.0,1.0,120.0,30.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,5,100,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient B', 'category': 'EXPECTANT'}}",0.5575581395348838,0.0,0.0,0.0,1,6.098348671813742e-17,1,1,1,1,2.4037033579794548e-17,1,2.1925692728446237e-17,1,1,0.0,1,False,2.3720511645117496e-17,UNRESPONSIVE,1,1,1,1,1,1,1,0.0,1,1,0.829139253725335,1,1,1,1,1,1,1,1,2.8816152890320963e-17,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,7.582281303889831,intend minor help,1,0.0,0.16981647598510383,0.5706259506815795,1,NONE,1,0.6596700192093777,1,1,1,indirect,1,1,1,7.819974946038356e-17,1,1,0.0,1,1,0.18231038200943836,1,1,UNRESPONSIVE,2.0,True,None,1,NONE,1,EXPECTANT,None,None,None
30,0,1,1,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,80.0,11.0,20.0,4.0,0.0,0.0,4.0,1.0,40.0,2.0,1.0,80.0,20.0,Damage Per Second 4.0,probability burn death: 0.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 0.0 %,0.0,0.0,4,100,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",1.0,0.0,0.0,0.0,0,6.121593298377396e-17,0,0,0,0,1.750177512785078e-17,0,2.6924873875501067e-17,0,0,0.0,0,False,2.5817216612673894e-17,UNRESPONSIVE,0,0,0,0,0,0,0,0.0,0,0,0.829139253725335,0,0,0,0,0,0,0,0,2.620347055533355e-17,0,0,0,40.0,0,0,0,neutral,0,0,0,True,0,0,None,0,7.582281303889831,intend minor help,0,0.0,0.16981647598510383,0.5706259506815795,0,NONE,0,0.6596700192093777,0,0,0,indirect,0,0,0,1.394580351661077e-16,0,0,0.0,0,0,0.18231038200943836,0,0,UNRESPONSIVE,2.0,True,None,0,NONE,0,None,{'MoralDesert': 1.0},Pain Medications,1.0
