index,unvisited_count,injured_count,others_tagged_or_uninjured,aid_available,environment_type,questioning,assessing,treating,tagging,leaving,All Predictors.moral_desert(0.6)-maximization(0.2).time,All Predictors.moral_desert(0.6)-maximization(0.2).resources,All Predictors.moral_desert(0.6)-maximization(0.2).risk_reward_ratio,All Predictors.moral_desert(0.6)-maximization(0.2).system,Take-The-Best Priority,Exhaustive Priority,Tallying Priority,Satisfactory Priority,One-Bounce Priority,SEVERITY,SUPPLIES_REMAINING,AVERAGE_TIME_USED,DAMAGE_PER_SECOND,MEDSIM_P_DEATH,MEDSIM_P_DEATH_ONE_MIN_LATER,SEVERITY_CHANGE,SUPPLIES_USED,SEVEREST_SEVERITY,SEVEREST_SEVERITY_CHANGE,NONDETERMINISM.outcome_0.PROBABILITY,NONDETERMINISM.outcome_0.SEVERITY,NONDETERMINISM.outcome_0.AVERAGE_TIME_USED,NONDETERMINISM.outcome_0.JUSTIFICATION.severity,NONDETERMINISM.outcome_0.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_0.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_0.MORBIDITY.HIGHEST_P_DEATH,WEIGHTED_RESOURCE_SCORE,SMOL_MEDICAL_SOUNDNESS,INFORMATION_GAINED,action,moraldesert,SMOL_MEDICAL_SOUNDNESS.stdev,MEDSIM_P_DEATH.stdev,MEDSIM_P_DEATH_ONE_MIN_LATER.stdev,HRA Strategy.time-system.satisfactory,pInternalBleeding.stdev,HRA Strategy.resources-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.one-bounce,HRA Strategy.time-system.one-bounce,pDeath.stdev,HRA Strategy.time-resources.tallying,entropyDeath.stdev,HRA Strategy.risk_reward_ratio-system.tallying,HRA Strategy.resources-system.tallying,pExternalBleeding.stdev,HRA Strategy.time-risk_reward_ratio-system.satisfactory,conscious,pBrainInjury.stdev,mental_status,HRA Strategy.time-resources.one-bounce,HRA Strategy.resources-system.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.satisfactory,HRA Strategy.time-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-system.exhaustive,HRA Strategy.time-resources-system.one-bounce,pExternalBleeding,HRA Strategy.time-resources-risk_reward_ratio.exhaustive,HRA Strategy.time-system.tallying,pDeath,HRA Strategy.time-resources-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio.exhaustive,HRA Strategy.time-resources-risk_reward_ratio-system.take-the-best,HRA Strategy.resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.take-the-best,HRA Strategy.time-resources-risk_reward_ratio.tallying,HRA Strategy.time-risk_reward_ratio-system.take-the-best,HRA Strategy.risk_reward_ratio-system.one-bounce,pAirwayBlocked.stdev,HRA Strategy.time-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources.take-the-best,HRA Strategy.time-resources-risk_reward_ratio-system.exhaustive,ACTION_TARGET_SEVERITY,HRA Strategy.resources-risk_reward_ratio.take-the-best,HRA Strategy.time-risk_reward_ratio.satisfactory,HRA Strategy.risk_reward_ratio-system.exhaustive,relationship,HRA Strategy.time-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-risk_reward_ratio.satisfactory,tagged,HRA Strategy.time-resources-system.satisfactory,HRA Strategy.risk_reward_ratio-system.satisfactory,rank,HRA Strategy.time-resources.satisfactory,entropy,intent,HRA Strategy.resources-risk_reward_ratio.satisfactory,pPain,pAirwayBlocked,pInternalBleeding,HRA Strategy.time-resources-risk_reward_ratio-system.satisfactory,breathing,HRA Strategy.resources-system.satisfactory,entropyDeath,HRA Strategy.resources-risk_reward_ratio-system.take-the-best,HRA Strategy.time-risk_reward_ratio.one-bounce,HRA Strategy.time-resources.exhaustive,directness_of_causality,HRA Strategy.resources-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources-risk_reward_ratio.take-the-best,HRA Strategy.time-resources-system.tallying,entropy.stdev,HRA Strategy.risk_reward_ratio-system.take-the-best,HRA Strategy.time-system.exhaustive,pPain.stdev,HRA Strategy.time-risk_reward_ratio.take-the-best,HRA Strategy.time-system.take-the-best,pBrainInjury,HRA Strategy.resources-risk_reward_ratio.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.tallying,avpu,ACTION_TARGET_SEVERITY_CHANGE,visited,age,HRA Strategy.resources-risk_reward_ratio-system.one-bounce,hrpmin,HRA Strategy.time-resources-system.take-the-best,category,hint,hint.MoralDesert,NONDETERMINISM.outcome_2.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_2.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.AVERAGE_TIME_USED,NONDETERMINISM.outcome_4.SEVERITY,NONDETERMINISM.outcome_2.JUSTIFICATION.severity,NONDETERMINISM.outcome_4.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.PROBABILITY,NONDETERMINISM.outcome_4.JUSTIFICATION.severity,NONDETERMINISM.outcome_2.PROBABILITY,treatment,NONDETERMINISM.outcome_2.SEVERITY,NONDETERMINISM.outcome_4.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_4.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.PROBABILITY,NONDETERMINISM.outcome_6.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_6.SEVERITY,NONDETERMINISM.outcome_6.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_6.JUSTIFICATION.severity,NONDETERMINISM.outcome_6.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.severity,NONDETERMINISM.outcome_8.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_8.PROBABILITY,NONDETERMINISM.outcome_8.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.SEVERITY,NONDETERMINISM.outcome_8.AVERAGE_TIME_USED
114,0,1,1,True,desert,False,True,False,False,False,seconds,few,low,equal,True,True,True,False,False,2362.5,9.0,45.0,52.5,0.5,0.9999,52.5,-0.0,2272.5,50.5,1.0,2362.5,45.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,0.5,0.5,5,66,2,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient B'}}",0.40232,0.0,0.0,0.0,1,4.349181921048444e-18,0,0,1,1,0.0,0,1.4074645694392706e-17,1,1,0.0,1,False,2.0628591972305003e-17,UNRESPONSIVE,0,1,1,1,1,0,1,1.0,0,1,0.9702613998482245,0,0,0,0,1,0,0,1,5.733167046599012e-17,0,0,0,90.0,0,0,1,neutral,0,1,0,True,1,1,None,0,7.544452648203702,no intent,0,0.0,0.5237787111771464,0.018979795298556222,1,RESTRICTED,1,0.193079251984826,1,0,0,none,1,0,1,2.2932668186396046e-16,1,0,0.0,0,0,0.18232171342466363,0,1,UNRESPONSIVE,2.0,True,None,1,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
115,0,1,1,True,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,1575.0,12.0,30.0,52.5,0.09999999999999998,0.9999,52.5,-0.0,1515.0,50.5,1.0,1575.0,30.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,5,90,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient B', 'category': 'EXPECTANT'}}",0.6380960373178571,0.0,0.0,0.0,1,5.346032322391621e-18,1,1,1,1,8.660206502752562e-17,1,3.803938728044777e-17,1,1,0.0,1,False,2.946518268742169e-17,UNRESPONSIVE,1,1,1,1,1,1,1,1.0,1,1,0.9486588464711658,1,1,1,1,1,1,1,1,1.7909036027279436e-17,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,4.306825698988572,no intent,1,0.0,0.11202916936833884,0.02573527984072292,1,RESTRICTED,1,0.29206699297884225,1,1,1,none,1,1,1,5.117715977541375e-16,1,1,0.0,1,1,0.2124062432588175,1,1,UNRESPONSIVE,2.0,True,None,1,FAINT,1,EXPECTANT,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
116,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,8575.0,11.0,166.66666666666666,51.166666666666664,0.9999,0.9998999999999999,51.45,1.0,8416.666666666666,50.5,0.6,7650.0,150.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.743799875,0.0,5.551115123125783e-17,0.0,0,8.673617379884035e-18,0,0,0,0,0.0,0,5.551115123125783e-17,0,0,0.0,0,False,4.8074067159589095e-17,UNRESPONSIVE,0,0,0,0,0,0,0,1.0,0,0,0.9486588464711658,0,0,0,0,0,0,0,0,1.962615573354719e-17,0,0,0,158.33333333333334,0,0,0,neutral,0,0,0,True,0,0,None,0,4.306825698988571,no intent,0,0.0,0.11202916936833884,0.025735279840722918,0,RESTRICTED,0,0.2920669929788423,0,0,0,none,0,0,0,8.503660955450859e-16,0,0,0.0,0,0,0.21240624325881746,0,0,UNRESPONSIVE,0.9500000000000001,True,None,0,FAINT,0,None,None,None,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,200.0,7875.0,Damage Per Second 50.5,0.9999,0.05714285714285714,Damage Per Second 52.5,0.34285714285714286,Hemostatic gauze,10200.0,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,150.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None
117,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,1050.0,10.0,20.0,52.5,0.09999999999999998,0.9999,52.5,1.0,1010.0,50.5,1.0,1050.0,20.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,4,90,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.3768625934375,0.0,0.0,0.0,0,5.444379262168903e-18,0,0,0,0,7.584267115045819e-17,0,8.28803362383451e-17,0,0,0.0,0,False,3.9211402324695595e-17,UNRESPONSIVE,0,0,0,0,0,0,0,1.0,0,0,0.9486588464711658,0,0,0,0,0,0,0,0,1.6199010924212654e-17,0,0,0,40.0,0,0,0,neutral,0,0,0,True,0,0,None,0,4.306825698988571,no intent,0,0.0,0.11202916936833884,0.02573527984072292,0,RESTRICTED,0,0.29206699297884225,0,0,0,none,0,0,0,5.818529068049337e-16,0,0,0.0,0,0,0.2124062432588175,0,0,UNRESPONSIVE,2.0,True,None,0,FAINT,0,None,None,None,None,None,None,None,None,None,None,None,None,None,Pain Medications,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
118,1,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,3020.625,11.0,90.0,27.25,0.1491870807453416,0.5499499999999999,33.5625,1.0,2840.625,31.5625,0.95,1316.25,90.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,1,87.57142857142857,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Tourniquet', 'location': 'left calf'}}",0.2951427422007625,1.6035674514745464,0.03100657788989786,0.0,0,5.08967739206273e-17,0,0,0,0,0.0,0,1.017935478412546e-16,0,0,4.0316252514358715e-17,0,None,2.0158126257179357e-17,UNRESPONSIVE,0,0,0,0,0,0,0,0.9423982429944374,0,0,0.9230691859105778,0,0,0,0,0,0,0,0,2.7060610861057967e-17,0,0,0,2840.625,0,0,0,neutral,0,0,0,False,0,0,None,0,15.887178841356347,no intent,0,0.9648855357303467,0.15405741138905238,0.41198122856892394,0,None,0,0.3912713004723298,0,0,0,somewhat indirect,0,0,0,6.450600402297394e-16,0,0,0.0,0,0,0.20004001359673673,0,0,None,31.5625,False,None,0,None,0,None,None,None,0.9999,None,0.9999,90.0,None,Damage Per Second 52.5,None,None,None,0.05,Tourniquet,4725.0,None,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
119,1,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,1050.0,11.0,20.0,52.5,0.09999999999999998,0.9999,52.5,1.0,1010.0,50.5,1.0,1050.0,20.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,4,90,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.3832752813042617,0.0,0.0,0.0,0,2.6666694486768917e-17,0,0,0,0,0.0,0,2.0846314013856248e-17,0,0,3.079204648066709e-17,0,None,1.5396023240333544e-17,UNRESPONSIVE,0,0,0,0,0,0,0,0.9423982429944374,0,0,0.9230691859105778,0,0,0,0,0,0,0,0,3.2960916551436317e-17,0,0,0,1010.0,0,0,0,neutral,0,0,0,False,0,0,None,0,15.887178841356347,no intent,0,0.9648855357303467,0.15405741138905238,0.41198122856892394,0,None,0,0.3912713004723297,0,0,0,somewhat indirect,0,0,0,7.789840055734391e-16,0,0,0.0,0,0,0.20004001359673673,0,0,None,50.5,False,None,0,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,Pain Medications,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
120,0,1,1,True,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,False,1575.0,11.0,30.0,52.5,0.09999999999999998,0.9999,52.5,-0.0,1515.0,50.5,1.0,1575.0,30.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,5,90,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient B', 'category': 'EXPECTANT'}}",0.3872809226923077,0.0,0.0,0.0,1,2.6352341326888945e-18,1,1,1,1,6.158409296133417e-17,1,3.610687502253412e-17,1,1,0.0,1,False,2.964817329526339e-17,UNRESPONSIVE,1,1,1,1,1,1,1,1.0,1,1,0.9486588464711658,1,1,1,1,1,1,1,1,1.845918339741171e-17,1,1,1,60.0,1,1,1,neutral,1,1,1,False,1,1,None,1,4.306825698988571,no intent,1,0.0,0.11202916936833884,0.02573527984072292,1,RESTRICTED,1,0.2920669929788423,1,1,1,none,1,1,1,4.49746625312238e-16,1,1,0.0,1,1,0.2124062432588175,1,1,UNRESPONSIVE,2.0,True,None,1,FAINT,1,EXPECTANT,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
121,1,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,8925.0,11.0,175.0,50.5,0.9999,0.9999,51.0,1.0,8837.5,50.5,0.5555555555555556,10200.0,200.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.552816445,0.0,3.700743415417188e-17,0.0,0,3.517303653366802e-18,0,0,0,0,0.0,0,4.0327916409442717e-17,0,0,0.0,0,False,1.4628472785736255e-17,UNRESPONSIVE,0,0,0,0,0,0,0,1.0,0,0,0.9486588464711658,0,0,0,0,0,0,0,0,3.335805035405601e-17,0,0,0,87.5,0,0,0,neutral,0,0,0,True,0,0,None,0,4.306825698988571,no intent,0,0.0,0.11202916936833886,0.02573527984072292,0,RESTRICTED,0,0.2920669929788423,0,0,0,none,0,0,0,4.440892098500626e-16,0,0,0.0,0,0,0.2124062432588175,0,0,UNRESPONSIVE,0.5,True,None,0,FAINT,0,None,None,None,0.9999,None,0.9999,150.0,None,Damage Per Second 50.5,None,None,None,0.4444444444444444,Hemostatic gauze,7650.0,None,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
122,1,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,6300.0,11.0,120.0,52.5,0.9999,0.9999,52.5,-0.0,6060.0,50.5,1.0,6300.0,120.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,5,48,0,"{'name': 'MOVE_TO_EVAC', 'params': {'evac_id': 'air_evac_military_hospital', 'casualty': 'Patient B'}}",1.0,0.0,0.0,0.0,0,3.898306166456213e-18,0,0,0,0,0.0,0,7.842280464939119e-17,0,0,0.0,0,False,3.908841801029056e-17,UNRESPONSIVE,0,0,0,0,0,0,0,1.0,0,0,0.9486588464711658,0,0,0,0,0,0,0,0,1.893949450598201e-17,0,0,0,240.0,0,0,0,neutral,0,0,0,True,0,0,None,0,4.306825698988571,no intent,0,0.0,0.11202916936833884,0.02573527984072292,0,RESTRICTED,0,0.2920669929788423,0,0,0,none,0,0,0,5.347542221830668e-16,0,0,0.0,0,0,0.2124062432588175,0,0,UNRESPONSIVE,2.0,True,None,0,FAINT,0,None,{'MoralDesert': 1.0},1.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
123,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,6300.0,11.0,120.0,52.5,0.9999,0.9999,52.5,-0.0,6060.0,50.5,1.0,6300.0,120.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,5,48,0,"{'name': 'MOVE_TO_EVAC', 'params': {'evac_id': 'air_evac_military_hospital', 'casualty': 'Patient A'}}",0.0,0.0,0.0,0.0,0,1.633387553924558e-17,0,0,0,0,3.266775107849116e-17,0,1.0369116766775305e-16,0,0,2.367003441645759e-17,0,None,1.987940692670133e-17,UNRESPONSIVE,0,0,0,0,0,0,0,0.9423982429944374,0,0,0.9230691859105778,0,0,0,0,0,0,0,0,2.4123591416898863e-17,0,0,0,6060.0,0,0,0,neutral,0,0,0,False,0,0,None,0,15.887178841356347,no intent,0,0.9648855357303467,0.15405741138905238,0.41198122856892394,0,None,0,0.3912713004723298,0,0,0,somewhat indirect,0,0,0,6.239454937732781e-16,0,0,0.0,0,0,0.20004001359673673,0,0,None,50.5,False,None,0,None,0,None,{'MoralDesert': 0.0},0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
124,1,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,1316.25,11.0,90.0,2.0,0.09999999999999998,0.09999999999999998,14.625,1.0,1136.25,12.625,1.0,1316.25,90.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,1,97,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Tourniquet', 'location': 'left calf'}}",0.5755786313314739,0.0,0.0,0.0,0,4.3291122676692016e-17,0,0,0,0,2.5470262995437506e-17,0,9.772824813965839e-17,0,0,3.50055282141499e-17,0,None,8.751382053537476e-18,None,0,0,0,0,0,0,0,0.9423982429944374,0,0,0.9230691859105778,0,0,0,0,0,0,0,0,2.6254146160612427e-17,0,0,0,1136.25,0,0,0,neutral,0,0,0,False,0,0,None,0,15.887178841356347,no intent,0,0.9648855357303467,0.15405741138905238,0.41198122856892394,0,None,0,0.3912713004723298,0,0,0,somewhat indirect,0,0,0,6.654842448353506e-16,0,0,0.0,0,0,0.20004001359673673,0,0,None,12.625,False,None,0,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,Tourniquet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
125,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,1316.25,11.0,90.0,2.0,0.09999999999999998,0.09999999999999998,14.625,1.0,1136.25,12.625,1.0,1316.25,90.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,1,97,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Tourniquet', 'location': 'left calf'}}",0.5539,0.0,0.0,0.0,0,1.4628472785736255e-17,0,0,0,0,5.851389114294502e-17,0,0.0,0,0,0.0,0,True,2.870313627054805e-17,SHOCK,0,0,0,0,0,0,0,1.0,0,0,0.9083907292415906,0,0,0,0,0,0,0,0,5.268275593374786e-20,0,0,0,1136.25,0,0,0,neutral,0,0,0,True,0,0,None,0,4.677795356994263,no intent,0,0.9205578552864687,0.0003765446321523808,0.09880538624354535,0,FAST,0,0.4418186648158793,0,0,0,somewhat indirect,0,0,0,4.681111291435602e-16,0,0,7.401486830834377e-17,0,0,0.12383361360390634,0,0,PAIN,12.625,True,None,0,FAST,0,None,None,None,None,None,None,None,None,None,None,None,None,None,Tourniquet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
126,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,6300.0,10.0,120.0,52.5,0.9999,0.9999,52.5,-0.0,6060.0,50.5,1.0,6300.0,120.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,5,48,0,"{'name': 'MOVE_TO_EVAC', 'params': {'evac_id': 'air_evac_military_hospital', 'casualty': 'Patient A'}}",0.0,0.0,0.0,0.0,1,1.6160686023854385e-17,1,1,1,1,5.797950651443767e-17,1,4.3215372622724845e-17,1,1,0.0,1,True,2.610307778249181e-17,SHOCK,1,1,1,1,1,1,1,1.0,1,1,0.9083907292415907,1,1,1,1,1,1,1,1,6.170088127265429e-20,1,1,1,6060.0,1,1,1,neutral,1,1,1,True,1,1,None,1,4.677795356994263,no intent,1,0.9205578552864687,0.00037654463215238077,0.09880538624354533,1,FAST,1,0.4418186648158793,1,1,1,somewhat indirect,1,1,1,4.373088237462239e-16,1,1,5.021172554038838e-17,1,1,0.12383361360390631,1,1,PAIN,50.5,True,None,1,FAST,1,None,{'MoralDesert': 0.0},0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
127,1,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,1837.5,11.0,35.0,52.5,0.5,0.9999,52.5,1.0,1767.5,50.5,1.0,1837.5,35.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,0.5,0.5,3,66,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'location': 'left face', 'treatment': 'Nasopharyngeal airway'}}",0.5246967430016923,0.0,0.0,0.0,0,4.027576719812526e-18,0,1,0,1,4.845410522502478e-17,0,8.470811476528353e-17,0,0,0.0,0,False,3.117909663808255e-17,UNRESPONSIVE,1,0,0,0,1,0,1,1.0,0,0,0.9486588464711658,0,0,0,1,0,0,0,1,1.7317471109432012e-17,0,0,0,70.0,0,0,0,neutral,0,1,0,True,0,0,None,0,4.306825698988571,no intent,0,0.0,0.11202916936833884,0.02573527984072292,0,RESTRICTED,0,0.2920669929788423,0,1,0,none,0,0,0,5.127900497022837e-16,0,0,0.0,0,0,0.2124062432588175,0,0,UNRESPONSIVE,2.0,True,None,1,FAINT,0,None,None,None,None,None,None,None,None,None,None,None,None,None,Nasopharyngeal airway,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
128,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,1050.0,10.0,20.0,52.5,0.09999999999999998,0.9999,52.5,1.0,1010.0,50.5,1.0,1050.0,20.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,4,90,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.6108677829964226,0.0,0.0,0.0,0,3.925231146709438e-17,0,0,0,0,0.0,0,8.000008346030675e-17,0,0,4.1692628027712497e-17,0,None,1.0423157006928124e-17,UNRESPONSIVE,0,0,0,0,0,0,0,0.9423982429944374,0,0,0.9230691859105778,0,0,0,0,0,0,0,0,2.8803322042068636e-17,0,0,0,1010.0,0,0,0,neutral,0,0,0,False,0,0,None,0,15.887178841356347,no intent,0,0.9648855357303467,0.15405741138905238,0.41198122856892394,0,None,0,0.3912713004723298,0,0,0,somewhat indirect,0,0,0,1.1198600659343243e-15,0,0,0.0,0,0,0.20004001359673673,0,0,None,50.5,False,None,0,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,Pain Medications,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
129,0,1,1,True,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,True,True,1575.0,10.0,30.0,52.5,0.09999999999999998,0.9999,52.5,-0.0,1515.0,50.5,1.0,1575.0,30.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,5,90,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient A', 'category': 'EXPECTANT'}}",0.59875742525,0.0,0.0,0.0,1,3.7778505178538456e-17,1,1,1,1,0.0,1,4.924067866357667e-17,1,1,0.0,1,True,2.5904334357749456e-17,SHOCK,1,1,1,1,1,1,1,1.0,1,1,0.9077215556582927,1,1,1,1,1,1,1,1,9.107841692399852e-19,1,1,1,1515.0,1,1,1,neutral,1,1,1,False,1,1,None,1,6.349946968794728,no intent,1,0.9265955861137354,0.004772656415246141,0.23737855956387705,1,FAST,1,0.44402958726561226,1,1,1,somewhat indirect,1,1,1,0.0,1,1,0.0,1,1,0.12589723474533132,1,1,PAIN,50.5,True,None,1,None,1,EXPECTANT,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
